pxd	run	sample_base	fraction_id	pattern_type	group_size
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F3	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	3	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F4	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	4	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F5	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	5	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F6	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	6	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F7	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	7	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F8	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	8	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2_F9	20220218_EXPL7_nLC6_HA_SA_MDAMB436_r2	9	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F1	20220218_EXPL7_nLC6_HA_SA_T47D_r1	1	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F10	20220218_EXPL7_nLC6_HA_SA_T47D_r1	10	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F11	20220218_EXPL7_nLC6_HA_SA_T47D_r1	11	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F12	20220218_EXPL7_nLC6_HA_SA_T47D_r1	12	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F2	20220218_EXPL7_nLC6_HA_SA_T47D_r1	2	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F3	20220218_EXPL7_nLC6_HA_SA_T47D_r1	3	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F4	20220218_EXPL7_nLC6_HA_SA_T47D_r1	4	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F5	20220218_EXPL7_nLC6_HA_SA_T47D_r1	5	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F6	20220218_EXPL7_nLC6_HA_SA_T47D_r1	6	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F7	20220218_EXPL7_nLC6_HA_SA_T47D_r1	7	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F8	20220218_EXPL7_nLC6_HA_SA_T47D_r1	8	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r1_F9	20220218_EXPL7_nLC6_HA_SA_T47D_r1	9	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F1	20220218_EXPL7_nLC6_HA_SA_T47D_r2	1	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F10	20220218_EXPL7_nLC6_HA_SA_T47D_r2	10	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F11	20220218_EXPL7_nLC6_HA_SA_T47D_r2	11	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F12	20220218_EXPL7_nLC6_HA_SA_T47D_r2	12	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F2	20220218_EXPL7_nLC6_HA_SA_T47D_r2	2	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F3	20220218_EXPL7_nLC6_HA_SA_T47D_r2	3	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F4	20220218_EXPL7_nLC6_HA_SA_T47D_r2	4	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F5	20220218_EXPL7_nLC6_HA_SA_T47D_r2	5	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F6	20220218_EXPL7_nLC6_HA_SA_T47D_r2	6	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F7	20220218_EXPL7_nLC6_HA_SA_T47D_r2	7	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F8	20220218_EXPL7_nLC6_HA_SA_T47D_r2	8	explicit_f	12
PXD047613	20220218_EXPL7_nLC6_HA_SA_T47D_r2_F9	20220218_EXPL7_nLC6_HA_SA_T47D_r2	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F1	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F10	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F11	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F12	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F2	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F3	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F4	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F5	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F6	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F7	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F8	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3_F9	20220311_EXPL7_nLC6_HA_SA_HCC1428_r3	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F1	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F10	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F11	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F12	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F2	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F3	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F4	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F5	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F6	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F7	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F8	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4_F9	20220311_EXPL7_nLC6_HA_SA_HCC1428_r4	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F1	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F10	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F11	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F12	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F2	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F3	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F4	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F5	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F6	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F7	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F8	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3_F9	20220311_EXPL7_nLC6_HA_SA_HCC1937_r3	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F1	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F10	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F11	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F12	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F2	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F3	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F4	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F5	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F6	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F7	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F8	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4_F9	20220311_EXPL7_nLC6_HA_SA_HCC1937_r4	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F1	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F10	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F11	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F12	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F2	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F3	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F4	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F5	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F6	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F7	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F8	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r3_F9	20220311_EXPL7_nLC6_HA_SA_MCF7_r3	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F1	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F10	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F11	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F12	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F2	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F3	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F4	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F5	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F6	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F7	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F8	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MCF7_r4_F9	20220311_EXPL7_nLC6_HA_SA_MCF7_r4	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F1	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F10	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F11	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F12	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F2	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F3	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F4	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F5	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F6	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F7	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F8	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3_F9	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r3	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F1	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F10	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F11	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F12	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F2	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F3	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F4	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F5	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F6	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F7	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F8	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4_F9	20220311_EXPL7_nLC6_HA_SA_MDAMB231_r4	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F1	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	1	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F10	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	10	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F11	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	11	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F12	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	12	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F2	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	2	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F3	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	3	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F4	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	4	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F6	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	6	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F7	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	7	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3_F8	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r3	8	explicit_f	10
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F1	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F10	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F11	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F12	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F2	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F3	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F4	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F5	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F6	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F7	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F8	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4_F9	20220311_EXPL7_nLC6_HA_SA_MDAMB436_r4	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F1	20220311_EXPL7_nLC6_HA_SA_T47D_r3	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F10	20220311_EXPL7_nLC6_HA_SA_T47D_r3	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F11	20220311_EXPL7_nLC6_HA_SA_T47D_r3	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F12	20220311_EXPL7_nLC6_HA_SA_T47D_r3	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F2	20220311_EXPL7_nLC6_HA_SA_T47D_r3	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F3	20220311_EXPL7_nLC6_HA_SA_T47D_r3	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F4	20220311_EXPL7_nLC6_HA_SA_T47D_r3	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F5	20220311_EXPL7_nLC6_HA_SA_T47D_r3	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F6	20220311_EXPL7_nLC6_HA_SA_T47D_r3	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F7	20220311_EXPL7_nLC6_HA_SA_T47D_r3	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F8	20220311_EXPL7_nLC6_HA_SA_T47D_r3	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r3_F9	20220311_EXPL7_nLC6_HA_SA_T47D_r3	9	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F1	20220311_EXPL7_nLC6_HA_SA_T47D_r4	1	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F10	20220311_EXPL7_nLC6_HA_SA_T47D_r4	10	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F11	20220311_EXPL7_nLC6_HA_SA_T47D_r4	11	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F12	20220311_EXPL7_nLC6_HA_SA_T47D_r4	12	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F2	20220311_EXPL7_nLC6_HA_SA_T47D_r4	2	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F3	20220311_EXPL7_nLC6_HA_SA_T47D_r4	3	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F4	20220311_EXPL7_nLC6_HA_SA_T47D_r4	4	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F5	20220311_EXPL7_nLC6_HA_SA_T47D_r4	5	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F6	20220311_EXPL7_nLC6_HA_SA_T47D_r4	6	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F7	20220311_EXPL7_nLC6_HA_SA_T47D_r4	7	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F8	20220311_EXPL7_nLC6_HA_SA_T47D_r4	8	explicit_f	12
PXD047613	20220311_EXPL7_nLC6_HA_SA_T47D_r4_F9	20220311_EXPL7_nLC6_HA_SA_T47D_r4	9	explicit_f	12
PXD047844	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II_f1	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II	1	explicit_f	8
PXD047844	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II_f2	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II	2	explicit_f	8
PXD047844	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II_f3	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II	3	explicit_f	8
PXD047844	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II_f4	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II	4	explicit_f	8
PXD047844	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II_f5	2023-04-10-KB-noFAIMS-SO-1A_HighpH_II	5	explicit_f	8
