pxd	run	tissue_llm	tissue_mlm	confidence_mlm
PXD046550	20220825_EX1_EV_kalai002_SA_EXT00_SerumKid_P2_t2	blood	Tonsil	0.0389
PXD046550	20220828_EX1_EV_kalai002_SA_EXT00_SerumKid_P2_t3	blood	Skeletal muscle	0.039
PXD046550	20220830_EX1_EV_kalai002_SA_EXT00_SerumKid_P2_t4	blood	Skeletal muscle	0.0394
PXD046550	N.Proteotypic.Sequences	blood	Adipose tissue	0.2071
PXD046550	N.Sequences	blood	Adipose tissue	0.2098
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_01	blood	Adipose tissue	0.1391
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_02	blood	Adipose tissue	0.1414
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_03	blood	Adipose tissue	0.1124
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_04	blood	Adipose tissue	0.1623
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_05	blood	Adipose tissue	0.1573
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_06	blood	Adipose tissue	0.1426
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_07	blood	Adipose tissue	0.1464
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_08	blood	Adipose tissue	0.1601
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_09	blood	Adipose tissue	0.1695
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_10	blood	Adipose tissue	0.0991
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_11	blood	Adipose tissue	0.0774
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Control_12	blood	Adipose tissue	0.164
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic01	blood	Adipose tissue	0.1416
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic01_repeat	blood	Adipose tissue	0.1006
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic02	blood	Adipose tissue	0.171
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic03	blood	Adipose tissue	0.1501
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic04	blood	Adipose tissue	0.1437
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic05	blood	Adipose tissue	0.1403
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic06	blood	Adipose tissue	0.1642
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic07	blood	Adipose tissue	0.1686
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic08	blood	Adipose tissue	0.1563
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic09	blood	Adipose tissue	0.1402
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic10	blood	Adipose tissue	0.1725
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic11	blood	Adipose tissue	0.1548
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic12	blood	Adipose tissue	0.1663
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic13	blood	Adipose tissue	0.1406
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group1_Stroke_NonDiabeteic14	blood	Adipose tissue	0.1575
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic01	blood	Adipose tissue	0.1495
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic02	blood	Adipose tissue	0.1432
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic03	blood	Adipose tissue	0.1861
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic04	blood	Adipose tissue	0.1378
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic05	blood	Adipose tissue	0.1645
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic06	blood	Adipose tissue	0.1531
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic07	blood	Adipose tissue	0.1812
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic08	blood	Adipose tissue	0.1582
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic09	blood	Adipose tissue	0.135
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic10	blood	Adipose tissue	0.1504
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic11	blood	Adipose tissue	0.1085
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic12	blood	Adipose tissue	0.1846
PXD047674	20190807_QEP_LC1000_P003S_Shahnaz_Exosomes_Group2_Stroke_Diabeteic13	blood	Adipose tissue	0.1326
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_1	blood	Adipose tissue	0.0765
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_10	blood	Adipose tissue	0.0543
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_11	blood	Adipose tissue	0.0795
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_12	blood	Adipose tissue	0.0741
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_13	blood	Adipose tissue	0.0875
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_14	blood	Adipose tissue	0.0943
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_15	blood	Adipose tissue	0.0788
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_16	blood	Adipose tissue	0.0689
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_17	blood	Adipose tissue	0.0686
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_18	blood	Adipose tissue	0.0811
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_19	blood	Adipose tissue	0.0835
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_2	blood	Adipose tissue	0.0591
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_20	blood	Adipose tissue	0.079
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_21	blood	Adipose tissue	0.0494
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_22	blood	Adipose tissue	0.055
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_23	blood	Adipose tissue	0.0711
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_25	blood	Adipose tissue	0.0607
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_26	blood	Adipose tissue	0.0713
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_27	blood	Adipose tissue	0.0802
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_28	blood	Adipose tissue	0.0888
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_29	blood	Lung	0.0421
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_3	blood	Adipose tissue	0.0528
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_30	blood	Adipose tissue	0.0619
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_31	blood	Adipose tissue	0.0446
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_32	blood	Adipose tissue	0.0703
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_33	blood	Adipose tissue	0.0466
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_34	blood	Adipose tissue	0.078
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_35	blood	Adipose tissue	0.0814
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_36	blood	Adipose tissue	0.0768
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_37	blood	Adipose tissue	0.0541
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_38	blood	Adipose tissue	0.0814
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_39	blood	Adipose tissue	0.0757
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_4	blood	Adipose tissue	0.0643
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_40	blood	Adipose tissue	0.051
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_41	blood	Adipose tissue	0.0528
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_42	blood	Adipose tissue	0.0589
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_5	blood	Adipose tissue	0.0935
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_6	blood	Adipose tissue	0.0765
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_7	blood	Adipose tissue	0.0863
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_8	blood	Adipose tissue	0.0605
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_9	blood	Adipose tissue	0.0684
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1510	blood	Adipose tissue	0.0453
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1511	blood	Adipose tissue	0.0467
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1512	blood	Adipose tissue	0.0575
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1513	blood	Adipose tissue	0.0431
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1514	blood	Adipose tissue	0.0762
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1515	blood	Skeletal muscle	0.0394
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1516	blood	Skeletal muscle	0.0394
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1517	blood	Adipose tissue	0.0834
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1518	blood	Adipose tissue	0.0421
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1519	blood	Adipose tissue	0.0526
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1901	blood	Adipose tissue	0.064
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1902	blood	Adipose tissue	0.0545
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1903	blood	Lung	0.0421
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1904	blood	Skeletal muscle	0.0398
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1905	blood	Skeletal muscle	0.0396
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1906	blood	Adipose tissue	0.0536
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1907	blood	Adipose tissue	0.0506
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1908	blood	Adipose tissue	0.0638
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1909	blood	Adipose tissue	0.0471
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-1910	blood	Adipose tissue	0.0407
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate1_HD-2187	blood	Adipose tissue	0.0477
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_43	blood	Liver	0.0399
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_45	blood	Adipose tissue	0.08
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_46	blood	Adipose tissue	0.0763
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_47	blood	Adipose tissue	0.0652
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_48	blood	Adipose tissue	0.0728
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_49	blood	Skeletal muscle	0.0398
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_50	blood	Skeletal muscle	0.0388
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_51	blood	Adipose tissue	0.0873
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_52	blood	Adipose tissue	0.0463
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_53	blood	Adipose tissue	0.0643
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_54	blood	Adipose tissue	0.0609
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_55	blood	Adipose tissue	0.0665
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_56	blood	Adipose tissue	0.0678
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_57	blood	Adipose tissue	0.0749
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_58	blood	Adipose tissue	0.0736
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_59	blood	Adipose tissue	0.0578
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_60	blood	Adipose tissue	0.054
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_61	blood	Adipose tissue	0.0779
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_62	blood	Adipose tissue	0.087
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_63	blood	Adipose tissue	0.0733
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_64	blood	Adipose tissue	0.057
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_65	blood	Adipose tissue	0.0576
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_66	blood	Adipose tissue	0.0748
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_67	blood	Adipose tissue	0.057
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_68	blood	Ovary	0.0399
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_69	blood	Adipose tissue	0.0725
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_70	blood	Adipose tissue	0.0715
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_71	blood	Adipose tissue	0.0742
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_72	blood	Adipose tissue	0.0724
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_73	blood	Adipose tissue	0.0756
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_74	blood	Adipose tissue	0.074
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_75	blood	Adipose tissue	0.0737
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_76	blood	Adipose tissue	0.0426
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_77	blood	Lymph node	0.0414
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_78	blood	Adipose tissue	0.048
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_79	blood	Adipose tissue	0.0481
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_80	blood	Adipose tissue	0.0549
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_81	blood	Adipose tissue	0.0451
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_82	blood	Adipose tissue	0.0521
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_83	blood	Adipose tissue	0.0952
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_84	blood	Adipose tissue	0.0517
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_85	blood	Adipose tissue	0.0583
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_86	blood	Adipose tissue	0.0611
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_87	blood	Adipose tissue	0.0575
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_88	blood	Adipose tissue	0.0553
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_89	blood	Adipose tissue	0.0684
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_90	blood	Adipose tissue	0.0812
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_91	blood	Tonsil	0.0393
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_92	blood	Adipose tissue	0.0754
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_93	blood	Adipose tissue	0.0596
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2188	blood	Adipose tissue	0.0415
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2189	blood	Adipose tissue	0.0428
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2190	blood	Adipose tissue	0.0548
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2191	blood	Adipose tissue	0.0529
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2192	blood	Adipose tissue	0.0466
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2193	blood	Adipose tissue	0.0724
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2194	blood	Adipose tissue	0.0437
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2195	blood	Adipose tissue	0.0446
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2196	blood	Skeletal muscle	0.0396
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2634	blood	Adipose tissue	0.048
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2635	blood	Adipose tissue	0.0483
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate2_HD-2636	blood	Adipose tissue	0.0625
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_105	blood	Adipose tissue	0.0673
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_106	blood	Adipose tissue	0.0495
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_107	blood	Adipose tissue	0.0478
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_108	blood	Placenta	0.0979
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_109	blood	Adipose tissue	0.0489
PXD055973	/public/conode53/AIRFLOW/temp/PXD055973/diann/20221018_EXPL11_Evo8_CovidRerun_Cohort1_Plate3_110	blood	Adipose tissue	0.0523
