pxd	run	source_parquet	coverage	scoring_mode	tissue	confidence	tissue_2	confidence_2	tissue_3	confidence_3	tissue_4	confidence_4	tissue_5	confidence_5
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_030	sample_nsaf_matrix.parquet	0.4429	predict_proba	Brain	0.5855	Bone marrow	0.0568	Lung	0.0352	Pituitary gland	0.0297	Kidney	0.024
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_031	sample_nsaf_matrix.parquet	0.4671	predict_proba	Brain	0.5062	Bone marrow	0.0618	Pituitary gland	0.0401	Lung	0.0378	Kidney	0.0323
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_033	sample_nsaf_matrix.parquet	0.4621	predict_proba	Brain	0.5373	Pituitary gland	0.0549	Bone marrow	0.053	Lung	0.0374	Kidney	0.0267
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_034	sample_nsaf_matrix.parquet	0.4357	predict_proba	Brain	0.6026	Bone marrow	0.0563	Lung	0.0438	Testis	0.0305	Monocytes	0.0233
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_035	sample_nsaf_matrix.parquet	0.4004	predict_proba	Brain	0.4294	Bone marrow	0.0848	Lung	0.0526	Testis	0.0421	Kidney	0.0325
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_036	sample_nsaf_matrix.parquet	0.4626	predict_proba	Brain	0.5971	Bone marrow	0.0522	Testis	0.0303	Pituitary gland	0.029	Lung	0.0289
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_037	sample_nsaf_matrix.parquet	0.4897	predict_proba	Brain	0.5117	Bone marrow	0.0523	Lung	0.0468	Testis	0.0299	Kidney	0.0289
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_038	sample_nsaf_matrix.parquet	0.428	predict_proba	Brain	0.6327	Bone marrow	0.0581	Lung	0.0338	Pituitary gland	0.0246	Testis	0.0233
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_040	sample_nsaf_matrix.parquet	0.4302	predict_proba	Brain	0.4746	Bone marrow	0.0585	Lung	0.053	Testis	0.04	Lymph node	0.0265
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_041	sample_nsaf_matrix.parquet	0.4068	predict_proba	Brain	0.5701	Bone marrow	0.0603	Lung	0.0325	Testis	0.0322	Pituitary gland	0.0305
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_042	sample_nsaf_matrix.parquet	0.4576	predict_proba	Brain	0.4627	Bone marrow	0.0547	Lung	0.0503	Testis	0.0363	Kidney	0.0317
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_043	sample_nsaf_matrix.parquet	0.4623	predict_proba	Brain	0.4706	Bone marrow	0.0523	Lung	0.0445	Pituitary gland	0.0353	Testis	0.0313
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_044	sample_nsaf_matrix.parquet	0.4049	predict_proba	Brain	0.4925	Bone marrow	0.0627	Lung	0.0461	Testis	0.0378	Kidney	0.0328
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_045	sample_nsaf_matrix.parquet	0.3912	predict_proba	Brain	0.6262	Bone marrow	0.0455	Testis	0.0373	Lung	0.0263	Pituitary gland	0.0255
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_046	sample_nsaf_matrix.parquet	0.4452	predict_proba	Brain	0.4991	Bone marrow	0.0642	Testis	0.0398	Lung	0.0385	Pituitary gland	0.032
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_047	sample_nsaf_matrix.parquet	0.4641	predict_proba	Brain	0.3206	Bone marrow	0.0775	Testis	0.0644	Lung	0.0581	Pituitary gland	0.0453
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_048	sample_nsaf_matrix.parquet	0.4344	predict_proba	Brain	0.4942	Bone marrow	0.0623	Lung	0.05	Testis	0.0402	Pituitary gland	0.0252
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_050	sample_nsaf_matrix.parquet	0.4808	predict_proba	Brain	0.47	Bone marrow	0.093	Kidney	0.0569	Testis	0.0567	Lung	0.0433
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_051	sample_nsaf_matrix.parquet	0.4506	predict_proba	Brain	0.6576	Bone marrow	0.0523	Pituitary gland	0.0337	Lung	0.0315	Testis	0.0237
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_052	sample_nsaf_matrix.parquet	0.4917	predict_proba	Brain	0.3257	Bone marrow	0.0868	Lung	0.0628	Testis	0.0532	Pituitary gland	0.049
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_053	sample_nsaf_matrix.parquet	0.4625	predict_proba	Brain	0.4635	Bone marrow	0.0553	Pituitary gland	0.0548	Lung	0.0451	Testis	0.0363
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_054	sample_nsaf_matrix.parquet	0.4732	predict_proba	Brain	0.5928	Bone marrow	0.0557	Lung	0.0394	Testis	0.0377	Pituitary gland	0.0268
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_055	sample_nsaf_matrix.parquet	0.4377	predict_proba	Brain	0.4999	Bone marrow	0.064	Lung	0.0454	Pituitary gland	0.0339	Testis	0.031
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_056	sample_nsaf_matrix.parquet	0.4529	predict_proba	Brain	0.4704	Bone marrow	0.0656	Lung	0.048	Testis	0.0373	Monocytes	0.0295
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_057	sample_nsaf_matrix.parquet	0.4663	predict_proba	Brain	0.5145	Bone marrow	0.049	Lung	0.0414	Pituitary gland	0.0413	Testis	0.0335
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_058	sample_nsaf_matrix.parquet	0.4633	predict_proba	Brain	0.4963	Bone marrow	0.0603	Lung	0.0561	Pituitary gland	0.0341	Testis	0.0309
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_059	sample_nsaf_matrix.parquet	0.4492	predict_proba	Brain	0.5537	Bone marrow	0.0621	Pituitary gland	0.0483	Lung	0.0333	Monocytes	0.0296
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_060	sample_nsaf_matrix.parquet	0.4606	predict_proba	Brain	0.463	Bone marrow	0.0798	Lung	0.0493	Kidney	0.0315	Testis	0.0282
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_061	sample_nsaf_matrix.parquet	0.5168	predict_proba	Brain	0.3137	Bone marrow	0.0933	Lung	0.0648	Testis	0.0404	Kidney	0.0375
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_062	sample_nsaf_matrix.parquet	0.4506	predict_proba	Brain	0.37	Bone marrow	0.0892	Kidney	0.0636	Lung	0.0532	Pituitary gland	0.0494
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_063	sample_nsaf_matrix.parquet	0.4574	predict_proba	Brain	0.6344	Bone marrow	0.0525	Lung	0.0346	Testis	0.0309	Pituitary gland	0.0227
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_064	sample_nsaf_matrix.parquet	0.4566	predict_proba	Brain	0.467	Bone marrow	0.087	Testis	0.0551	Kidney	0.0534	Lung	0.0447
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_065	sample_nsaf_matrix.parquet	0.5031	predict_proba	Brain	0.5036	Bone marrow	0.0526	Lung	0.0414	Testis	0.0383	Monocytes	0.0306
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_066	sample_nsaf_matrix.parquet	0.478	predict_proba	Brain	0.5014	Bone marrow	0.0645	Lung	0.0452	Pituitary gland	0.0376	Kidney	0.0322
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_067	sample_nsaf_matrix.parquet	0.4956	predict_proba	Brain	0.3743	Bone marrow	0.0879	Lung	0.0597	Testis	0.0456	Kidney	0.0424
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_068	sample_nsaf_matrix.parquet	0.5036	predict_proba	Brain	0.5774	Bone marrow	0.0441	Kidney	0.038	Lung	0.0376	Pituitary gland	0.0294
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_069	sample_nsaf_matrix.parquet	0.4651	predict_proba	Brain	0.6285	Bone marrow	0.0479	Lung	0.033	Pituitary gland	0.0316	Monocytes	0.0268
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_070	sample_nsaf_matrix.parquet	0.432	predict_proba	Brain	0.546	Bone marrow	0.0493	Lung	0.0358	Pituitary gland	0.0323	Kidney	0.0314
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_071	sample_nsaf_matrix.parquet	0.4155	predict_proba	Brain	0.4663	Bone marrow	0.0689	Lung	0.0539	Testis	0.0369	Pituitary gland	0.0367
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_072	sample_nsaf_matrix.parquet	0.4787	predict_proba	Brain	0.3401	Bone marrow	0.0735	Lung	0.0634	Testis	0.0634	Pituitary gland	0.0314
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_073	sample_nsaf_matrix.parquet	0.4536	predict_proba	Brain	0.4472	Pituitary gland	0.0586	Lung	0.0533	Bone marrow	0.0529	Testis	0.0392
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_074	sample_nsaf_matrix.parquet	0.5018	predict_proba	Brain	0.3692	Bone marrow	0.0874	Testis	0.0618	Lung	0.0603	Kidney	0.0425
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_2_4th_075	sample_nsaf_matrix.parquet	0.4499	predict_proba	Brain	0.33	Bone marrow	0.0855	Lung	0.0626	Testis	0.0589	Kidney	0.0327
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_001	sample_nsaf_matrix.parquet	0.4882	predict_proba	Brain	0.4611	Bone marrow	0.0784	Lung	0.052	Testis	0.041	Pituitary gland	0.0321
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_002	sample_nsaf_matrix.parquet	0.4457	predict_proba	Brain	0.4843	Bone marrow	0.0658	Lung	0.0504	Pituitary gland	0.0288	Testis	0.0277
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_003	sample_nsaf_matrix.parquet	0.4504	predict_proba	Brain	0.5182	Lung	0.0517	Bone marrow	0.0439	Testis	0.0372	Kidney	0.0307
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_004	sample_nsaf_matrix.parquet	0.5091	predict_proba	Brain	0.3459	Bone marrow	0.078	Lung	0.0539	Pituitary gland	0.0492	Testis	0.0492
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_005	sample_nsaf_matrix.parquet	0.4992	predict_proba	Brain	0.5253	Pituitary gland	0.0496	Lung	0.0419	Testis	0.0327	Bone marrow	0.0318
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_007	sample_nsaf_matrix.parquet	0.4656	predict_proba	Brain	0.3835	Bone marrow	0.0807	Testis	0.0637	Pituitary gland	0.0566	Lung	0.0437
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_008	sample_nsaf_matrix.parquet	0.4593	predict_proba	Brain	0.5771	Bone marrow	0.0508	Testis	0.0386	Lung	0.0326	Pituitary gland	0.0317
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_009	sample_nsaf_matrix.parquet	0.4546	predict_proba	Brain	0.5085	Lung	0.0476	Pituitary gland	0.0437	Bone marrow	0.0429	Monocytes	0.0326
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_010	sample_nsaf_matrix.parquet	0.4611	predict_proba	Brain	0.6119	Bone marrow	0.0505	Pituitary gland	0.0387	Testis	0.0309	Lung	0.0291
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_011	sample_nsaf_matrix.parquet	0.4245	predict_proba	Brain	0.5774	Bone marrow	0.0629	Lung	0.0385	Testis	0.0314	Pituitary gland	0.0263
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_012	sample_nsaf_matrix.parquet	0.4889	predict_proba	Brain	0.3331	Bone marrow	0.0801	Lung	0.0621	Testis	0.0575	Pituitary gland	0.0474
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_013	sample_nsaf_matrix.parquet	0.4059	predict_proba	Brain	0.6665	Bone marrow	0.0575	Pituitary gland	0.049	Testis	0.0223	Lung	0.0209
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_014	sample_nsaf_matrix.parquet	0.4775	predict_proba	Brain	0.5811	Bone marrow	0.0565	Lung	0.0389	Testis	0.0387	Kidney	0.0237
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_015	sample_nsaf_matrix.parquet	0.3967	predict_proba	Brain	0.659	Bone marrow	0.0534	Pituitary gland	0.0374	Lung	0.0277	Monocytes	0.0204
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_016	sample_nsaf_matrix.parquet	0.4379	predict_proba	Brain	0.434	Bone marrow	0.0625	Testis	0.0521	Monocytes	0.0436	Lung	0.0393
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_017	sample_nsaf_matrix.parquet	0.47	predict_proba	Brain	0.5529	Bone marrow	0.0429	Lung	0.0424	Pituitary gland	0.0401	Kidney	0.0328
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_018	sample_nsaf_matrix.parquet	0.4186	predict_proba	Brain	0.6503	Bone marrow	0.0357	Kidney	0.0336	Pituitary gland	0.0317	Lung	0.0295
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_019	sample_nsaf_matrix.parquet	0.4815	predict_proba	Brain	0.3519	Bone marrow	0.0747	Lung	0.0677	Testis	0.0506	Spleen	0.0308
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_020	sample_nsaf_matrix.parquet	0.4725	predict_proba	Brain	0.4859	Lung	0.0492	Bone marrow	0.0486	Pituitary gland	0.044	Testis	0.0347
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_021	sample_nsaf_matrix.parquet	0.4529	predict_proba	Brain	0.3674	Bone marrow	0.0623	Testis	0.0619	Lung	0.0573	Spleen	0.0334
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_022	sample_nsaf_matrix.parquet	0.4263	predict_proba	Brain	0.462	Bone marrow	0.0564	Testis	0.0476	Pituitary gland	0.0457	Lung	0.0435
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_023	sample_nsaf_matrix.parquet	0.4691	predict_proba	Brain	0.5901	Bone marrow	0.0529	Lung	0.0338	Testis	0.0326	Pituitary gland	0.0314
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_024	sample_nsaf_matrix.parquet	0.4457	predict_proba	Brain	0.5363	Bone marrow	0.0506	Lung	0.0399	Testis	0.0353	Pituitary gland	0.0301
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_025	sample_nsaf_matrix.parquet	0.4812	predict_proba	Brain	0.3763	Bone marrow	0.0808	Testis	0.0555	Lung	0.0524	Kidney	0.0429
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_026	sample_nsaf_matrix.parquet	0.4648	predict_proba	Brain	0.3582	Bone marrow	0.0773	Lung	0.0655	Testis	0.0447	Pituitary gland	0.0434
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_027	sample_nsaf_matrix.parquet	0.4937	predict_proba	Brain	0.5484	Lung	0.0501	Bone marrow	0.0401	Testis	0.0393	Kidney	0.0245
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_028	sample_nsaf_matrix.parquet	0.425	predict_proba	Brain	0.5757	Bone marrow	0.0576	Pituitary gland	0.0372	Lung	0.0371	Testis	0.0326
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_029	sample_nsaf_matrix.parquet	0.3947	predict_proba	Brain	0.4036	Bone marrow	0.0637	Testis	0.052	Lung	0.0493	Pituitary gland	0.0349
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_030	sample_nsaf_matrix.parquet	0.4603	predict_proba	Brain	0.4825	Kidney	0.0513	Lung	0.051	Bone marrow	0.0461	Testis	0.042
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_031	sample_nsaf_matrix.parquet	0.4663	predict_proba	Brain	0.4899	Lung	0.048	Bone marrow	0.0468	Pituitary gland	0.0456	Testis	0.0363
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_033	sample_nsaf_matrix.parquet	0.4638	predict_proba	Brain	0.5514	Pituitary gland	0.0582	Bone marrow	0.0446	Lung	0.0342	Testis	0.032
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_034	sample_nsaf_matrix.parquet	0.4342	predict_proba	Brain	0.5925	Bone marrow	0.0574	Lung	0.041	Testis	0.0313	Monocytes	0.024
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_035	sample_nsaf_matrix.parquet	0.3987	predict_proba	Brain	0.6239	Bone marrow	0.059	Lung	0.0352	Pituitary gland	0.0308	Testis	0.028
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_036	sample_nsaf_matrix.parquet	0.4663	predict_proba	Brain	0.5824	Bone marrow	0.0386	Pituitary gland	0.0386	Lung	0.0307	Kidney	0.0261
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_037	sample_nsaf_matrix.parquet	0.4991	predict_proba	Brain	0.5087	Pituitary gland	0.0586	Lung	0.046	Bone marrow	0.0394	Testis	0.0277
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_038	sample_nsaf_matrix.parquet	0.4325	predict_proba	Brain	0.4844	Bone marrow	0.0737	Pituitary gland	0.0468	Lung	0.0404	Testis	0.0379
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_039	sample_nsaf_matrix.parquet	0.4845	predict_proba	Brain	0.3006	Bone marrow	0.0957	Lung	0.0712	Testis	0.0564	Ovary	0.0336
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_040	sample_nsaf_matrix.parquet	0.4332	predict_proba	Brain	0.4668	Pituitary gland	0.0611	Bone marrow	0.0537	Lung	0.0443	Testis	0.0387
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_041	sample_nsaf_matrix.parquet	0.4191	predict_proba	Brain	0.4758	Bone marrow	0.071	Testis	0.044	Lung	0.0408	Pituitary gland	0.0346
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_042	sample_nsaf_matrix.parquet	0.466	predict_proba	Brain	0.4505	Lung	0.0533	Bone marrow	0.0492	Testis	0.0384	Pituitary gland	0.0283
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_043	sample_nsaf_matrix.parquet	0.4807	predict_proba	Brain	0.4791	Bone marrow	0.0581	Lung	0.0572	Kidney	0.0295	Testis	0.0278
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_044	sample_nsaf_matrix.parquet	0.4093	predict_proba	Brain	0.494	Bone marrow	0.0588	Pituitary gland	0.0571	Lung	0.041	Testis	0.0385
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_045	sample_nsaf_matrix.parquet	0.3882	predict_proba	Brain	0.5374	Bone marrow	0.044	Lung	0.0369	Kidney	0.0339	Pituitary gland	0.0324
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_046	sample_nsaf_matrix.parquet	0.4506	predict_proba	Brain	0.4673	Pituitary gland	0.0556	Lung	0.0507	Bone marrow	0.0459	Testis	0.0377
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_047	sample_nsaf_matrix.parquet	0.4673	predict_proba	Brain	0.3306	Bone marrow	0.0664	Testis	0.0611	Lung	0.0608	Pituitary gland	0.0543
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_048	sample_nsaf_matrix.parquet	0.4446	predict_proba	Brain	0.472	Bone marrow	0.0628	Lung	0.0477	Testis	0.0456	Pituitary gland	0.0303
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_050	sample_nsaf_matrix.parquet	0.4854	predict_proba	Brain	0.4734	Bone marrow	0.0743	Testis	0.0684	Lung	0.0424	Pituitary gland	0.0337
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_051	sample_nsaf_matrix.parquet	0.4569	predict_proba	Brain	0.6723	Bone marrow	0.0463	Lung	0.0284	Monocytes	0.0279	Testis	0.0256
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_052	sample_nsaf_matrix.parquet	0.5036	predict_proba	Brain	0.3381	Bone marrow	0.0898	Lung	0.0561	Testis	0.056	Pituitary gland	0.0536
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_053	sample_nsaf_matrix.parquet	0.4792	predict_proba	Brain	0.4758	Pituitary gland	0.0599	Bone marrow	0.0505	Testis	0.0412	Lung	0.0391
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_054	sample_nsaf_matrix.parquet	0.472	predict_proba	Brain	0.5912	Bone marrow	0.0497	Lung	0.0434	Pituitary gland	0.0334	Testis	0.0286
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_055	sample_nsaf_matrix.parquet	0.44	predict_proba	Brain	0.4785	Bone marrow	0.0616	Lung	0.0507	Testis	0.0374	Kidney	0.0341
PXD046417	/public/conode53/AIRFLOW/temp/PXD046417/diann/20230803_AST1_Neo1_UHG_7min_DIA_RR_4th_056	sample_nsaf_matrix.parquet	0.4583	predict_proba	Brain	0.4857	Pituitary gland	0.054	Bone marrow	0.0465	Lung	0.0455	Testis	0.0377
