label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
ReductionReagent,technical,Annotator2,Qwen,model vs. any human annotator,11,0.6206896551724139
SampleTreatment,experimental_design,Annotator2,Qwen,model vs. any human annotator,11,0.0
SamplingTime,experimental_design,Annotator2,Qwen,model vs. any human annotator,11,0.0
Separation,technical,Annotator2,Qwen,model vs. any human annotator,11,0.0
Sex,biological,Annotator2,Qwen,model vs. any human annotator,11,1.0
Staining,biological,Annotator2,Qwen,model vs. any human annotator,11,0.0
Strain,biological,Annotator2,Qwen,model vs. any human annotator,11,0.23255813953488386
SupplementaryFile,technical,Annotator2,Qwen,model vs. any human annotator,11,0.23255813953488386
Time,experimental_design,Annotator2,Qwen,model vs. any human annotator,11,-3.053113317719181e-17
Treatment,biological,Annotator2,Qwen,model vs. any human annotator,11,0.0
AcquisitionMethod,technical,Annotator2,Gemma,model vs. any human annotator,11,0.15384615384615374
Age,biological,Annotator2,Gemma,model vs. any human annotator,11,6.106226635438359e-16
AlkylationReagent,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
CellLine,biological,Annotator2,Gemma,model vs. any human annotator,11,0.3125
CellType,biological,Annotator2,Gemma,model vs. any human annotator,11,0.37735849056603776
Chromatography,technical,Annotator2,Gemma,model vs. any human annotator,11,
CleavageAgent,technical,Annotator2,Gemma,model vs. any human annotator,11,
CollisionEnergy,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
Compound,biological,Annotator2,Gemma,model vs. any human annotator,11,0.0
Disease,biological,Annotator2,Gemma,model vs. any human annotator,11,0.8196721311475409
EnrichmentMethod,technical,Annotator2,Gemma,model vs. any human annotator,11,0.06779661016949153
FactorValue,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,6.784696261598178e-17
FractionIdentifier,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,6.106226635438359e-16
FractionationFraction,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,-0.13793103448275812
FractionationMethod,technical,Annotator2,Gemma,model vs. any human annotator,11,0.6206896551724139
FragmentMassTolerance,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
FragmentationMethod,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
GradientTime,technical,Annotator2,Gemma,model vs. any human annotator,11,0.8196721311475409
Instrument,technical,Annotator2,Gemma,model vs. any human annotator,11,
IonizationType,technical,Annotator2,Gemma,model vs. any human annotator,11,0.49230769230769234
Label,technical,Annotator2,Gemma,model vs. any human annotator,11,0.47619047619047616
MS2MassAnalyzer,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
Modification,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,0.08333333333333333
NumberOfFractions,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,0.8135593220338982
NumberOfMissedCleavages,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
NumberOfSamples,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,0.6071428571428573
Organism,biological,Annotator2,Gemma,model vs. any human annotator,11,
OrganismPart,biological,Annotator2,Gemma,model vs. any human annotator,11,0.26666666666666666
PooledSample,biological,Annotator2,Gemma,model vs. any human annotator,11,0.0
PrecursorMassTolerance,technical,Annotator2,Gemma,model vs. any human annotator,11,1.0
ReductionReagent,technical,Annotator2,Gemma,model vs. any human annotator,11,0.6333333333333334
SampleTreatment,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,
SamplingTime,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,
Separation,technical,Annotator2,Gemma,model vs. any human annotator,11,0.0
Sex,biological,Annotator2,Gemma,model vs. any human annotator,11,-0.13793103448275812
Staining,biological,Annotator2,Gemma,model vs. any human annotator,11,-1.0177044392397269e-16
Strain,biological,Annotator2,Gemma,model vs. any human annotator,11,0.5600000000000002
SupplementaryFile,technical,Annotator2,Gemma,model vs. any human annotator,11,0.0
Time,experimental_design,Annotator2,Gemma,model vs. any human annotator,11,6.784696261598178e-17
Treatment,biological,Annotator2,Gemma,model vs. any human annotator,11,0.0
AcquisitionMethod,technical,Annotator2,GLM,model vs. any human annotator,11,0.29032258064516137
Age,biological,Annotator2,GLM,model vs. any human annotator,11,6.106226635438359e-16
AlkylationReagent,technical,Annotator2,GLM,model vs. any human annotator,11,1.0
CellLine,biological,Annotator2,GLM,model vs. any human annotator,11,0.22535211267605623
CellType,biological,Annotator2,GLM,model vs. any human annotator,11,0.0
Chromatography,technical,Annotator2,GLM,model vs. any human annotator,11,
CleavageAgent,technical,Annotator2,GLM,model vs. any human annotator,11,
CollisionEnergy,technical,Annotator2,GLM,model vs. any human annotator,11,0.6206896551724135
Compound,biological,Annotator2,GLM,model vs. any human annotator,11,0.0
Disease,biological,Annotator2,GLM,model vs. any human annotator,11,0.47619047619047616
EnrichmentMethod,technical,Annotator2,GLM,model vs. any human annotator,11,0.8196721311475409
FactorValue,experimental_design,Annotator2,GLM,model vs. any human annotator,11,6.784696261598178e-17
FractionIdentifier,experimental_design,Annotator2,GLM,model vs. any human annotator,11,6.106226635438359e-16
FractionationFraction,experimental_design,Annotator2,GLM,model vs. any human annotator,11,0.0
FractionationMethod,technical,Annotator2,GLM,model vs. any human annotator,11,0.6206896551724139
FragmentMassTolerance,technical,Annotator2,GLM,model vs. any human annotator,11,1.0
FragmentationMethod,technical,Annotator2,GLM,model vs. any human annotator,11,0.0
GradientTime,technical,Annotator2,GLM,model vs. any human annotator,11,0.15384615384615385
Instrument,technical,Annotator2,GLM,model vs. any human annotator,11,
IonizationType,technical,Annotator2,GLM,model vs. any human annotator,11,0.6451612903225807
Label,technical,Annotator2,GLM,model vs. any human annotator,11,0.47619047619047616
MS2MassAnalyzer,technical,Annotator2,GLM,model vs. any human annotator,11,-0.17857142857142858
Modification,technical,Annotator2,GLM,model vs. any human annotator,11,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator2,GLM,model vs. any human annotator,11,0.37735849056603776
NumberOfFractions,experimental_design,Annotator2,GLM,model vs. any human annotator,11,0.45901639344262296
NumberOfMissedCleavages,technical,Annotator2,GLM,model vs. any human annotator,11,1.0
NumberOfSamples,experimental_design,Annotator2,GLM,model vs. any human annotator,11,-0.3508771929824562
NumberOfTechnicalReplicates,experimental_design,Annotator2,GLM,model vs. any human annotator,11,0.6451612903225807
Organism,biological,Annotator2,GLM,model vs. any human annotator,11,0.0
OrganismPart,biological,Annotator2,GLM,model vs. any human annotator,11,0.15384615384615374
PooledSample,biological,Annotator2,GLM,model vs. any human annotator,11,0.0
PrecursorMassTolerance,technical,Annotator2,GLM,model vs. any human annotator,11,1.0
ReductionReagent,technical,Annotator2,GLM,model vs. any human annotator,11,0.6206896551724139
SampleTreatment,experimental_design,Annotator2,GLM,model vs. any human annotator,11,
SamplingTime,experimental_design,Annotator2,GLM,model vs. any human annotator,11,
Separation,technical,Annotator2,GLM,model vs. any human annotator,11,0.0
Sex,biological,Annotator2,GLM,model vs. any human annotator,11,-0.09999999999999892
Staining,biological,Annotator2,GLM,model vs. any human annotator,11,0.0
Strain,biological,Annotator2,GLM,model vs. any human annotator,11,0.5600000000000002
SupplementaryFile,technical,Annotator2,GLM,model vs. any human annotator,11,-0.375
Time,experimental_design,Annotator2,GLM,model vs. any human annotator,11,0.0
Treatment,biological,Annotator2,GLM,model vs. any human annotator,11,
AcquisitionMethod,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Age,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
AlkylationReagent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
CellLine,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
CellType,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Chromatography,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
CleavageAgent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
CollisionEnergy,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Compound,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Disease,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
EnrichmentMethod,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
FactorValue,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
FractionIdentifier,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
FractionationFraction,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
FractionationMethod,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
FragmentMassTolerance,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
FragmentationMethod,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
GradientTime,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Instrument,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
IonizationType,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Label,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
MS2MassAnalyzer,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
Modification,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
NumberOfFractions,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
NumberOfMissedCleavages,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
NumberOfSamples,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Organism,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
OrganismPart,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
PooledSample,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
PrecursorMassTolerance,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
ReductionReagent,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
SampleTreatment,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
SamplingTime,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Separation,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Sex,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Staining,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Strain,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,0.0
SupplementaryFile,technical,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Time,experimental_design,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
Treatment,biological,Annotator3,Annotator4,MultiHuman annotator vs. MultiHuman annotator,1,
AcquisitionMethod,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Age,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
AlkylationReagent,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
CellLine,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
CellType,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Chromatography,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
CleavageAgent,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
CollisionEnergy,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Compound,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Disease,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.2
EnrichmentMethod,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FactorValue,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,-0.6
FractionIdentifier,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FractionationFraction,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FractionationMethod,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
FragmentMassTolerance,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FragmentationMethod,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
GradientTime,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
Instrument,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
IonizationType,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Label,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
MS2MassAnalyzer,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Modification,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
NumberOfFractions,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.2
NumberOfMissedCleavages,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfSamples,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
NumberOfTechnicalReplicates,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Organism,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
OrganismPart,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
PooledSample,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
PrecursorMassTolerance,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ReductionReagent,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
SampleTreatment,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
SamplingTime,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.2
Separation,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Sex,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Staining,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Strain,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
SupplementaryFile,technical,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Time,experimental_design,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Treatment,biological,Annotator3,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
AcquisitionMethod,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,-0.5
Age,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
AlkylationReagent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
CellLine,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
CellType,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
Chromatography,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
CleavageAgent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
CollisionEnergy,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Compound,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
Disease,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
EnrichmentMethod,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,-0.3333333333333333
FactorValue,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FractionIdentifier,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FractionationFraction,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
FractionationMethod,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FragmentMassTolerance,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FragmentationMethod,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
GradientTime,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Instrument,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
IonizationType,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Label,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
MS2MassAnalyzer,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
Modification,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
NumberOfBiologicalReplicates,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
NumberOfFractions,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfMissedCleavages,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfSamples,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
Organism,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
OrganismPart,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
PooledSample,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
PrecursorMassTolerance,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ReductionReagent,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
SampleTreatment,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
SamplingTime,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Separation,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Sex,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Staining,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
Strain,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
SupplementaryFile,technical,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Time,experimental_design,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
Treatment,biological,Annotator3,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
AcquisitionMethod,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Age,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
CellLine,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
CellType,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Chromatography,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
CleavageAgent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CollisionEnergy,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Disease,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
EnrichmentMethod,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FactorValue,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationFraction,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationMethod,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentMassTolerance,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FragmentationMethod,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
GradientTime,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Instrument,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
IonizationType,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Label,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
MS2MassAnalyzer,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Modification,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfBiologicalReplicates,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfMissedCleavages,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfSamples,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfTechnicalReplicates,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
OrganismPart,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,-1.0
PooledSample,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
ReductionReagent,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SampleTreatment,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
SamplingTime,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Sex,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Staining,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
SupplementaryFile,technical,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Time,experimental_design,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator3,Annotator7,MultiHuman annotator vs. MultiHuman annotator,2,
AcquisitionMethod,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
Age,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
AlkylationReagent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
CellLine,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
CellType,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.36363636363636376
Chromatography,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
CleavageAgent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
CollisionEnergy,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.2500000000000007
Compound,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Disease,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
EnrichmentMethod,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
FactorValue,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.11764705882352945
FractionIdentifier,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
FractionationFraction,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
FractionationMethod,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
FragmentMassTolerance,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
FragmentationMethod,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
GradientTime,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,6.938893903907228e-17
Instrument,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,
IonizationType,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
Label,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
MS2MassAnalyzer,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Modification,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.6153846153846155
NumberOfBiologicalReplicates,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
NumberOfFractions,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
NumberOfMissedCleavages,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
NumberOfSamples,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.2857142857142856
NumberOfTechnicalReplicates,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
Organism,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
OrganismPart,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.5454545454545455
PooledSample,biological,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
PrecursorMassTolerance,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,1.0
ReductionReagent,technical,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.3636363636363634
SampleTreatment,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,-0.2500000000000007
SamplingTime,experimental_design,Annotator3,Annotator8,MultiHuman annotator vs. MultiHuman annotator,5,0.0
