pxd,cohort,field,kind,score,category,old_values,new_values
PXD058918,abstract_only,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD058918,abstract_only,number_of_biological_replicates,numeric,3.0,disagree,"[""3""]","[""6""]"
PXD058918,abstract_only,number_of_samples,numeric,0.0,agree,"[""18""]","[""18""]"
PXD058918,abstract_only,technology_type,lin,0.5001771032058566,partial,"[""data-independent acquisition"", ""tandem mass tagging""]","[""tmtpro bottom-up targeted proteomics""]"
PXD059054,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059054,with_methods,factor_value,lin,,,"[""atg1 utrs vs pgk1 utr""]","[""atg1 utr vs pgk1 utr"", ""tmt16 plex and label free""]"
PXD059054,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]"
PXD059345,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059345,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059345,with_methods,technology_type,lin,0.7485955935188165,partial,"[""tandem mass spectrometry""]","[""bottom-up proteomics""]"
PXD059474,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059474,abstract_only,factor_value,lin,,,"[""spanxa2-ot1 silencing""]","[""spanxa2-ot1 silencing""]"
PXD059474,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD059593,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059593,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059593,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD059593,with_methods,factor_value,lin,1.0,agree,"[""mcf7 vs mcf10a""]","[""mcf7 vs mcf10a""]"
PXD059593,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059593,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD059593,with_methods,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD059593,with_methods,technology_type,lin,0.9831816498091566,partial,"[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD059892,with_methods,technology_type,lin,0.9379345237403842,partial,"[""phosphoproteomics"", ""proteomics""]","[""bottom-up proteomics"", ""data-independent acquisition""]"
PXD059977,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD060047,abstract_only,technology_type,lin,1.0,agree,"[""proteomics""]","[""bottom-up proteomics""]"
PXD060340,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD060714,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD060714,abstract_only,factor_value,lin,,,"[""10 gy ir vs no ir""]","[""10 gy ir or not""]"
PXD060714,abstract_only,technology_type,lin,0.6150316105465435,partial,"[""mass spectrometry""]","[""data-dependent acquisition""]"
PXD060808,with_methods,experimental_design,exact,1.0,agree,"[""dose response"", ""treated vs control""]","[""treated vs control""]"
PXD060808,with_methods,factor_value,lin,0.0,disagree,"[""aloin"", ""uvb""]","[""uvb and aloin treatment""]"
PXD060808,with_methods,technology_type,lin,1.0,agree,"[""data independent acquisition""]","[""data independent acquisition"", ""label-free quantification""]"
PXD060875,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD060935,abstract_only,technology_type,lin,0.9349158164193165,partial,"[""label-free quantification proteomics""]","[""bottom-up proteomics""]"
PXD061015,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD061015,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD061015,with_methods,technology_type,lin,0.9663632996183132,partial,"[""data-independent acquisition proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""data-independent acquisition""]"
PXD061097,abstract_only,biological_replicate,numeric,,,"[""3""]","[""mice""]"
PXD061097,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD061097,abstract_only,factor_value,lin,,,"[""control vs vwr"", ""wild-type vs flexdux4""]","[""genotype and exercise""]"
PXD061097,abstract_only,number_of_biological_replicates,numeric,3.0,disagree,"[""3""]","[""6""]"
PXD061097,abstract_only,number_of_samples,numeric,6.0,disagree,"[""12""]","[""6""]"
PXD061097,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""mass spectrometry-based proteomics""]","[""bottom-up proteomics""]"
PXD061183,abstract_only,number_of_samples,numeric,0.0,agree,"[""6109""]","[""6109""]"
PXD061183,abstract_only,technology_type,lin,1.0,agree,"[""proteomic analysis""]","[""bottom-up proteomics"", ""data-independent acquisition"", ""faims-dia""]"
PXD061302,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD061302,with_methods,factor_value,lin,,,"[""gmap210 knockout vs control""]","[""gmap210 knockout"", ""golgin-160 knockout""]"
PXD061302,with_methods,number_of_fractions,numeric,0.0,agree,"[""15""]","[""15""]"
PXD061302,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD061454,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD061454,with_methods,factor_value,lin,1.0,agree,"[""mdm2 knockdown""]","[""mdm2 expression"", ""mdm2 knockdown""]"
PXD061454,with_methods,number_of_fractions,numeric,0.0,agree,"[""3""]","[""3""]"
PXD061454,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""homo sapiens (human)"", ""phosphorylated residue"", ""q exactive"", ""silac""]"
PXD061586,abstract_only,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""cross-sectional""]"
PXD061638,abstract_only,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""case vs control""]"
PXD061638,abstract_only,factor_value,lin,0.0701792067866982,disagree,"[""human sperm""]","[""normal control vs asthenozoospermia""]"
PXD061638,abstract_only,technology_type,lin,1.0,agree,"[""discovery proteomics""]","[""data-independent acquisition"", ""top-down proteomics""]"
PXD061848,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD061879,abstract_only,technology_type,lin,0.6956164073570735,partial,"[""bottom-up proteomics""]","[""data-dependent acquisition"", ""data-independent acquisition""]"
PXD062108,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD062108,with_methods,factor_value,lin,0.019660454864551834,disagree,"[""irradiation"", ""time point""]","[""sdir vs control""]"
PXD062108,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""shotgun proteomics""]"
PXD062318,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD062318,with_methods,factor_value,lin,0.7242082206177238,partial,"[""gastritis, preneoplasia, gc, healthy controls""]","[""gastritis vs preneoplasia vs gc vs healthy control""]"
PXD062318,with_methods,number_of_biological_replicates,numeric,29.0,disagree,"[""39""]","[""10""]"
PXD062318,with_methods,number_of_samples,numeric,0.0,agree,"[""39""]","[""39""]"
PXD062318,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD062419,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD062419,abstract_only,factor_value,lin,1.0,agree,"[""als vs control""]","[""als vs non-neurodegenerative control""]"
PXD062419,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""48""]","[""48""]"
PXD062419,abstract_only,number_of_samples,numeric,0.0,agree,"[""48""]","[""48""]"
PXD062419,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""peptidomics"", ""top-down proteomics""]"
PXD062511,abstract_only,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD062511,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD062511,abstract_only,factor_value,lin,1.0,agree,"[""p62 vs control""]","[""p62 vs control""]"
PXD062511,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD062511,abstract_only,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD062511,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD062723,abstract_only,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""treated vs control""]"
PXD062723,abstract_only,factor_value,lin,1.0,agree,"[""immature reticulocytes vs mature reticulocytes vs erythrocytes""]","[""immature bone marrow reticulocytes vs mature circulating reticulocytes""]"
PXD062723,abstract_only,technology_type,lin,0.000315760080068027,disagree,"[""absolute quantification""]","[""bottom-up proteomics""]"
PXD062818,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course"", ""treated vs control""]"
PXD062818,abstract_only,technology_type,lin,1.0,agree,"[""phosphoproteomics""]","[""data-independent acquisition"", ""phosphoproteomics""]"
PXD063082,with_methods,number_of_fractions,numeric,0.0,agree,"[""11"", ""6""]","[""11"", ""6""]"
PXD063082,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD063082,with_methods,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""data-independent acquisition"", ""diapasef""]"
PXD063628,abstract_only,factor_value,lin,0.0,disagree,"[""interferon-gamma with and without metformin""]","[""treated with interferon-gamma (10 ng/ml) with and without metformin 1 mm""]"
PXD063628,abstract_only,technology_type,lin,0.8758690474807684,partial,"[""proteomics""]","[""data-independent acquisition""]"
PXD063969,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD063969,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD063969,with_methods,factor_value,lin,,,"[""lysis method and strain genotype""]","[""detergent-based lysis vs mechanical lysis""]"
PXD063969,with_methods,number_of_fractions,numeric,72.0,disagree,"[""24""]","[""96""]"
PXD063969,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD064064,with_methods,biological_replicate,numeric,0.0,agree,"[""5""]","[""5""]"
PXD064064,with_methods,technical_replicate,numeric,0.0,agree,"[""2""]","[""2""]"
PXD064064,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD064064,with_methods,factor_value,lin,,,"[""lps stimulation time points (0, 5, and 30 min)""]","[""lps stimulation time""]"
PXD064064,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""2""]","[""2""]"
PXD064064,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD064064,with_methods,technology_type,lin,0.9379345237403842,partial,"[""data-dependent acquisition"", ""data-independent acquisition"", ""global proteomics"", ""phosphoproteomics""]","[""data-dependent acquisition"", ""data-independent acquisition""]"
PXD064199,with_methods,biological_replicate,numeric,,,"[""seedlings""]","[""3""]"
PXD064199,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD064199,with_methods,factor_value,lin,0.0,disagree,"[""col-fri non-transgenic"", ""vin3-gfp vrn5vel"", ""vin3-gfp wt""]","[""transgenic line vs col-fri""]"
PXD064199,with_methods,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD064439,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD064439,abstract_only,factor_value,lin,1.0,agree,"[""pdac vs healthy""]","[""pdac vs healthy""]"
PXD064439,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""59""]","[""59""]"
PXD064439,abstract_only,number_of_samples,numeric,0.0,agree,"[""59""]","[""59""]"
PXD064439,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD064568,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD064568,abstract_only,factor_value,lin,0.0,disagree,"[""chaperone deletion""]","[""dnakj deletion"", ""trigger factor deletion""]"
PXD064568,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""limited proteolysis mass-spectrometry""]","[""bottom-up proteomics""]"
PXD064871,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD064871,abstract_only,factor_value,lin,1.0,agree,"[""dexamethasone""]","[""dexamethasone"", ""time""]"
PXD064871,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD065200,abstract_only,technology_type,lin,,,"[""immunopeptidomics""]","[""data-dependent acquisition"", ""immunopeptidomics""]"
PXD065854,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD065854,abstract_only,factor_value,lin,,,"[""wildtype vs rage deficient""]","[""wildtype vs rage deficient""]"
PXD065854,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD066029,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition"", ""data-independent acquisition""]"
PXD066251,abstract_only,technology_type,lin,0.000315760080068027,disagree,"[""crosslinking lc-ms/ms""]","[""bottom-up proteomics""]"
PXD067064,with_methods,number_of_biological_replicates,numeric,39.0,disagree,"[""78""]","[""39""]"
PXD067064,with_methods,number_of_samples,numeric,0.0,agree,"[""78""]","[""78""]"
PXD067213,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD067213,abstract_only,factor_value,lin,,,"[""genotype and pressure overload""]","[""genotype and surgery""]"
PXD067213,abstract_only,technology_type,lin,1.0,agree,"[""tmt-based quantitative mass spectrometry proteomics""]","[""tmt-based quantitative mass spectrometry""]"
PXD067890,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD067890,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD067890,with_methods,factor_value,lin,0.0,disagree,"[""postherpetic neuralgia vs healthy""]","[""phn vs healthy control""]"
PXD067890,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD067890,with_methods,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD067890,with_methods,technology_type,lin,0.9663632996183132,partial,"[""tmt-based quantitative proteomics""]","[""bottom-up proteomics""]"
PXD068127,abstract_only,biological_replicate,numeric,2.0,disagree,"[""1""]","[""3""]"
PXD068127,abstract_only,technical_replicate,numeric,0.0,agree,"[""1""]","[""1""]"
PXD068127,abstract_only,factor_value,lin,,,"[""neutral sphingomyelinase treatment""]","[""mscs vs evs""]"
PXD068127,abstract_only,number_of_technical_replicates,numeric,0.0,agree,"[""1""]","[""1""]"
PXD068127,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD068127,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD068675,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""affinity purification coupled with mass spectrometry proteomics""]","[""bottom-up proteomics""]"
PXD069095,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""time course"", ""treated vs control""]"
PXD069095,abstract_only,factor_value,lin,0.12789029164301483,disagree,"[""sodium arsenite treatment""]","[""rapamycin, sodium arsenite, water""]"
PXD069095,abstract_only,technology_type,lin,0.0004894480848679128,disagree,"[""in-cell limited proteolysis-coupled mass spectrometry""]","[""affinity purification coupled with mass spectrometry proteomics"", ""bottom-up proteomics"", ""targeted proteomics""]"
PXD069666,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD069666,abstract_only,factor_value,lin,1.0,agree,"[""nutrient cocktail vs control""]","[""nutrient cocktail supplementation""]"
PXD069666,abstract_only,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD070491,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD070491,abstract_only,factor_value,lin,1.0,agree,"[""intermittent hypoxia vs normoxia""]","[""intermittent hypoxia vs normoxia"", ""male vs female""]"
PXD070491,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics"", ""data-dependent acquisition""]"
PXD000228,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD000228,abstract_only,factor_value,lin,1.0,agree,"[""par-1 vs par-4 stimulation""]","[""par-1 stimulation"", ""par-4 stimulation""]"
PXD000228,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD000605,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD000605,with_methods,factor_value,lin,0.0,disagree,"[""baseline vs ripc""]","[""ripc vs baseline""]"
PXD000605,with_methods,number_of_fractions,numeric,10.0,disagree,"[""60""]","[""50""]"
PXD000605,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD000605,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD000605,with_methods,technology_type,lin,1.0,agree,"[""bottom-up proteomics""]","[""bottom-up proteomics""]"
PXD001249,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD001249,abstract_only,factor_value,lin,,,"[""snw1 or prpf8 depletion""]","[""snw1 or prpf8 depletion""]"
PXD001415,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""inflammatory activation"", ""treated vs control""]"
PXD001415,abstract_only,factor_value,lin,,,"[""inflammatory activation, dexamethasone treatment""]","[""dexamethasone treatment"", ""inflammatory activation vs rest""]"
PXD001415,abstract_only,technology_type,lin,0.9831816498091566,partial,"[""shotgun proteomics"", ""targeted proteomics""]","[""shotgun proteomics""]"
PXD001423,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD001423,abstract_only,factor_value,lin,1.0,agree,"[""inflammatory activation""]","[""dexamethasone"", ""inflammatory activation""]"
PXD001423,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""targeted proteomics""]","[""shotgun proteomics""]"
PXD001725,with_methods,biological_replicate,numeric,0.0,agree,"[""10""]","[""10""]"
PXD001725,with_methods,experimental_design,exact,1.0,agree,"[""cross-sectional""]","[""cross-sectional""]"
PXD001725,with_methods,factor_value,lin,0.16084999620436424,disagree,"[""pigmentation vs high immune""]","[""metastatic melanoma""]"
PXD001725,with_methods,number_of_fractions,numeric,0.0,agree,"[""6""]","[""6""]"
PXD001725,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""10""]","[""10""]"
PXD001725,with_methods,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD001725,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD002097,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD002097,with_methods,factor_value,lin,1.0,agree,"[""curcumin vs dmso""]","[""curcumin vs dmso""]"
PXD002097,with_methods,technology_type,lin,1.0,agree,"[""silac""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics"", ""silac""]"
PXD002591,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD002960,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD002960,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD003215,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD003215,with_methods,technology_type,lin,0.0,disagree,"[""bottom-up proteomics""]","[""gel-based experiment""]"
PXD003346,abstract_only,factor_value,lin,0.0,disagree,"[""cancer vs noncancer""]","[""e. coli cells grown at two different conditions""]"
PXD003346,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""targeted proteomics""]","[""shotgun proteomics"", ""tmt""]"
PXD003412,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003412,abstract_only,factor_value,lin,0.0,disagree,"[""cell type"", ""fraction"", ""interleukin 1-\u03b2""]","[""interleukin 1-\u03b2 stimulation""]"
PXD003412,abstract_only,number_of_fractions,numeric,0.0,agree,"[""3""]","[""3""]"
PXD003412,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD003533,with_methods,number_of_fractions,numeric,0.0,agree,"[""8""]","[""8""]"
PXD003533,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics"", ""top-down proteomics""]"
PXD003963,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD003963,abstract_only,factor_value,lin,1.0,agree,"[""dexamethasone"", ""inflammatory stimulation""]","[""dexamethasone"", ""inflammatory stimulation""]"
PXD003963,abstract_only,technology_type,lin,0.9684835203822864,partial,"[""label-free quantification""]","[""shotgun proteomics""]"
PXD004143,with_methods,number_of_fractions,numeric,0.0,agree,"[""20""]","[""20""]"
PXD004143,with_methods,number_of_samples,numeric,0.0,agree,"[""2""]","[""2""]"
PXD004143,with_methods,technology_type,lin,0.862158664806786,partial,"[""parallel reaction monitoring"", ""shotgun proteomics"", ""targeted proteomics""]","[""bottom-up proteomics""]"
PXD004443,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD004443,with_methods,factor_value,lin,1.0,agree,"[""sle vs healthy controls""]","[""sle vs healthy controls""]"
PXD004443,with_methods,number_of_fractions,numeric,0.0,agree,"[""20""]","[""20""]"
PXD004443,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD004443,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD004443,with_methods,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD004443,with_methods,technology_type,lin,0.0003642424431682526,disagree,"[""itraq""]","[""bottom-up proteomics""]"
PXD004764,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD005190,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD005190,with_methods,factor_value,lin,,,"[""ir exposure vs no treatment""]","[""ir exposure vs no treatment""]"
PXD005190,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD005436,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD005436,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD005693,with_methods,number_of_fractions,numeric,0.0,agree,"[""3""]","[""3""]"
PXD005693,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD005945,abstract_only,number_of_fractions,numeric,0.0,agree,"[""12""]","[""12""]"
PXD005945,abstract_only,number_of_samples,numeric,0.0,agree,"[""6""]","[""6""]"
PXD006233,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD006233,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""case vs control""]"
PXD006233,with_methods,factor_value,lin,,,"[""ad + cvd vs control"", ""soluble vs particulate""]","[""disease_state: ad+cvd vs control""]"
PXD006233,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD006233,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD006233,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD006401,with_methods,technology_type,lin,0.43895122933337194,disagree,"[""label-free, quantitative liquid chromatography \u2013 tandem mass spectrometry (lc-ms/ms)""]","[""shotgun proteomics""]"
PXD006517,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD006581,with_methods,factor_value,lin,1.58814645846123e-05,disagree,"[""treated vs control""]","[""tofacitinib""]"
PXD006581,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD006723,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD006723,abstract_only,factor_value,lin,,,"[""homozygous w580s mutation vs heterozygous""]","[""time course""]"
PXD006723,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD006833,abstract_only,number_of_samples,numeric,0.0,agree,"[""4""]","[""4""]"
PXD006833,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD007081,with_methods,biological_replicate,numeric,,,"[""7""]","[""conditional immortalized human podocytes"", ""urine-derived cells from fabry patients and healthy controls""]"
PXD007081,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD007081,with_methods,factor_value,lin,1.0,agree,"[""fabry vs healthy controls""]","[""alpha-galactosidase knockdown"", ""fabry disease status""]"
PXD007081,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""7""]","[""7""]"
PXD007081,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD007231,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD007231,with_methods,factor_value,lin,1.4627150416106068e-05,disagree,"[""time""]","[""cancer-associated myofibroblasts"", ""oe21 cancer cells""]"
PXD007231,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD007679,abstract_only,biological_replicate,numeric,,,"[""erap2-positive and erap2-negative cell lines""]","[""3""]"
PXD007679,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD007679,abstract_only,factor_value,lin,,,"[""erap2 expression status""]","[""erap2 expression""]"
PXD007679,abstract_only,number_of_biological_replicates,numeric,1.0,partial,"[""4""]","[""3""]"
PXD007679,abstract_only,number_of_samples,numeric,2.0,disagree,"[""4""]","[""6""]"
PXD007679,abstract_only,technology_type,lin,0.9684835203822864,partial,"[""label-free quantitative mass spectrometry""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD007750,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD007750,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD007750,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD007896,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD007896,abstract_only,factor_value,lin,1.0,agree,"[""ifn-\u03b12a treatment"", ""ifn-\u03bb3 treatment"", ""pbs treatment""]","[""ifn-\u03b12a treatment"", ""ifn-\u03bb3 treatment"", ""pbs treatment""]"
