pxd,cohort,agent,field,old_values,new_values,lin,string_identical
PXD060285,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD060285,with_methods,BiologicalAgent,cell_type,"[""neural progenitor cell"", ""oligodendrocyte progenitor cells""]","[""neural progenitor cell""]",0.7679257381102789,False
PXD060285,with_methods,BiologicalAgent,cell_line,"[""b104"", ""rencell vm""]","[""rencell vm""]",0.0,False
PXD060372,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD060372,abstract_only,BiologicalAgent,tissue,"[""cervix""]","[""cervix""]",,True
PXD060372,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell"", ""malignant cell""]",1.0,False
PXD060372,abstract_only,BiologicalAgent,disease_state,"[""cervical adenocarcinoma""]","[""cervix carcinoma""]",0.9648643418230812,False
PXD060372,abstract_only,BiologicalAgent,cell_line,"[""hela""]","[""hela""]",1.0,True
PXD060572,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD060572,abstract_only,BiologicalAgent,tissue,"[""skin""]","[""skin""]",1.0,True
PXD060572,abstract_only,BiologicalAgent,cell_type,"[""leukemia cell"", ""melanoma cell""]","[""leukemia cell"", ""melanoma cell""]",1.0,True
PXD060572,abstract_only,BiologicalAgent,disease_state,"[""leukemia"", ""melanoma""]","[""melanoma""]",0.7078823531211174,False
PXD060572,abstract_only,BiologicalAgent,cell_line,"[""a375"", ""thp-1""]","[""a375"", ""thp-1""]",1.0,True
PXD060761,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD060761,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD060761,abstract_only,BiologicalAgent,disease_state,"[""alzheimer\u2019s disease"", ""familial ad""]","[""alzheimer's disease""]",0.9919650503655166,False
PXD060812,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD060812,abstract_only,BiologicalAgent,tissue,"[""brown adipose tissue""]","[""brown adipose tissue""]",1.0,True
PXD060812,abstract_only,BiologicalAgent,cell_type,"[""brown adipocytes""]","[""brown adipocyte"", ""brown fat cell""]",1.0,False
PXD060812,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD060883,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD060883,abstract_only,BiologicalAgent,tissue,"[""pancreas""]","[""pancreas""]",1.0,True
PXD060883,abstract_only,BiologicalAgent,cell_type,"[""pancreatic cancer cells""]","[""epithelial cell""]",0.6243752351747708,False
PXD060883,abstract_only,BiologicalAgent,disease_state,"[""pancreatic cancer""]","[""pancreatic carcinoma""]",0.9772698411341353,False
PXD060883,abstract_only,BiologicalAgent,cell_line,"[""mia paca-2""]","[""mia paca-2""]",1.0,True
PXD061104,with_methods,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD061104,with_methods,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD061104,with_methods,BiologicalAgent,disease_state,"[""alzheimer's disease""]","[""alzheimer's disease"", ""disease""]",1.0,False
PXD061212,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD061212,with_methods,BiologicalAgent,cell_type,"[""fibroblast""]","[""fibroblast""]",1.0,True
PXD061212,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal"", ""xeroderma pigmentosum""]",1.0,False
PXD061212,with_methods,BiologicalAgent,cell_line,"[""sv40-transformed human fibroblasts xp2os"", ""u2os"", ""u2os-xpa ko"", ""u2os-xpf ko"", ""xp2os-2-18""]","[""u2os""]",0.25,False
PXD061307,with_methods,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD061307,with_methods,BiologicalAgent,tissue,"[""retina""]","[""retina""]",1.0,True
PXD061307,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""retinopathy of prematurity""]",0.05391121135634567,False
PXD061467,abstract_only,BiologicalAgent,cell_type,"[""peripheral neuron cell""]","[""peripheral neuron cells"", ""schwann cell""]",1.0,False
PXD061596,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD061596,abstract_only,BiologicalAgent,tissue,"[""colon""]","[""colon""]",1.0,True
PXD061596,abstract_only,BiologicalAgent,cell_type,"[""colon epithelial cells""]","[""colon epithelial cells"", ""colon tissue cells""]",1.0,False
PXD061596,abstract_only,BiologicalAgent,disease_state,"[""cancer"", ""normal""]","[""colorectal cancer""]",0.37454816964724547,False
PXD061660,abstract_only,BiologicalAgent,species,"[""e. coli""]","[""escherichia coli""]",1.0,False
PXD061660,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD061791,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD061791,abstract_only,BiologicalAgent,tissue,"[""bone""]","[""bone""]",,True
PXD061791,abstract_only,BiologicalAgent,cell_type,"[""osteosarcoma cell""]","[""osteosarcoma cell""]",1.0,True
PXD061791,abstract_only,BiologicalAgent,disease_state,"[""osteosarcoma""]","[""osteosarcoma""]",1.0,True
PXD061791,abstract_only,BiologicalAgent,cell_line,"[""u2os""]","[""u2os""]",1.0,True
PXD061925,with_methods,BiologicalAgent,species,"[""arabidopsis thaliana""]","[""arabidopsis thaliana""]",1.0,True
PXD061925,with_methods,BiologicalAgent,tissue,"[""leaf"", ""phloem""]","[""phloem""]",0.5020520609056196,False
PXD061925,with_methods,BiologicalAgent,cell_type,"[""leaf cell"", ""phloem""]","[""phloem sap""]",0.0,False
PXD061925,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD062112,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD062112,with_methods,BiologicalAgent,tissue,"[""cervix"", ""kidney""]","[""cervix"", ""kidney""]",1.0,True
PXD062112,with_methods,BiologicalAgent,cell_type,"[""epithelial cell"", ""kidney cell""]","[""epithelial cell""]",0.8574508119888269,False
PXD062112,with_methods,BiologicalAgent,cell_line,"[""hek293t"", ""hela""]","[""hek293t"", ""hela""]",1.0,True
PXD062322,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens"", ""mus musculus""]",1.0,True
PXD062322,abstract_only,BiologicalAgent,tissue,"[""blood"", ""bone marrow""]","[""spleen""]",0.769446960846929,False
PXD062322,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell"", ""leukemia stem cells"", ""osteolineage cells""]","[""stem cell""]",0.5326291030979705,False
PXD062322,abstract_only,BiologicalAgent,disease_state,"[""acute myeloid leukemia"", ""myeloid malignancies""]","[""acute leukemia""]",0.892679379013872,False
PXD062431,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD062431,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD062431,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD062536,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD062536,abstract_only,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD062536,abstract_only,BiologicalAgent,cell_line,"[""hela""]","[""hela""]",1.0,True
PXD062745,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD062745,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""spleen""]",0.7599407274907928,False
PXD062745,abstract_only,BiologicalAgent,cell_type,"[""nk cell""]","[""leukocyte"", ""nk cells""]",1.0,False
PXD062745,abstract_only,BiologicalAgent,disease_state,"[""melanoma""]","[""melanoma""]",1.0,True
PXD062852,abstract_only,BiologicalAgent,cell_type,"[""cell""]","[""epithelial cell""]",0.6916523131934361,False
PXD063002,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD063002,abstract_only,BiologicalAgent,disease_state,"[""cancer""]","[""colon cancer""]",0.6171486518010301,False
PXD063002,abstract_only,BiologicalAgent,cell_line,"[""hct 116""]","[""hct 116""]",1.0,True
PXD063179,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD063179,with_methods,BiologicalAgent,tissue,"[""brain"", ""kidney""]","[""kidney""]",0.6492722914978597,False
PXD063179,with_methods,BiologicalAgent,cell_type,"[""fibroblast"", ""kidney cell""]","[""epithelial cell""]",0.695584233403045,False
PXD063179,with_methods,BiologicalAgent,disease_state,"[""glioblastoma"", ""normal""]","[""normal""]",0.5303934840128505,False
PXD063179,with_methods,BiologicalAgent,cell_line,"[""hek293"", ""hek293t"", ""ln229"", ""mrc-9"", ""u2os""]","[""hek293""]",0.43007567683635045,False
PXD063682,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD063682,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD063682,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell"", ""kidney epithelial cell""]",1.0,False
PXD063682,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""lung adenocarcinoma"", ""normal""]",1.0,False
PXD063682,with_methods,BiologicalAgent,cell_line,"[""hek293t""]","[""hek293t""]",1.0,True
PXD063859,abstract_only,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD063859,abstract_only,BiologicalAgent,tissue,"[""cartilage""]","[""cartilage""]",,True
PXD063859,abstract_only,BiologicalAgent,cell_type,"[""chondrocyte""]","[""articular chondrocytes""]",0.9363396815057367,False
PXD063859,abstract_only,BiologicalAgent,disease_state,"[""osteoarthritis""]","[""osteoarthritis""]",1.0,True
PXD063983,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD063983,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD063983,with_methods,BiologicalAgent,cell_type,"[""kidney cell""]","[""kidney cell""]",1.0,True
PXD063983,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD063983,with_methods,BiologicalAgent,cell_line,"[""hek293t""]","[""hek293t""]",1.0,True
PXD064067,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD064244,abstract_only,BiologicalAgent,species,"[""listeria monocytogenes"", ""mus musculus"", ""mycobacterium tuberculosis""]","[""mus musculus"", ""mycobacterium tuberculosis""]",1.0,False
PXD064244,abstract_only,BiologicalAgent,tissue,"[""bone marrow"", ""lung""]","[""bone marrow"", ""lung""]",1.0,True
PXD064244,abstract_only,BiologicalAgent,cell_type,"[""alveolar macrophages"", ""bone marrow-derived macrophages"", ""macrophages"", ""monocyte-derived cells"", ""neutrophils""]","[""alveolar macrophages"", ""bone marrow-derived cells"", ""monocyte-derived cells"", ""neutrophils""]",0.9951054448003862,False
PXD064244,abstract_only,BiologicalAgent,disease_state,"[""listeria monocytogenes infection"", ""mtb infection""]","[""mycobacterium tuberculosis infection""]",0.0,False
PXD064458,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD064458,with_methods,BiologicalAgent,tissue,"[""bone marrow""]","[""blood""]",0.7247383507044756,False
PXD064458,with_methods,BiologicalAgent,cell_type,"[""bone marrow stromal cells""]","[""blood cell"", ""bone marrow stromal cell""]",1.0,False
PXD064458,with_methods,BiologicalAgent,disease_state,"[""multiple myeloma""]","[""multiple myeloma""]",,True
PXD064458,with_methods,BiologicalAgent,cell_line,"[""hs-5""]","[""hs-5""]",,True
PXD064632,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD064632,abstract_only,BiologicalAgent,cell_type,"[""neuron""]","[""glutamatergic neuron"", ""i3neuron""]",0.9119450147173721,False
PXD064632,abstract_only,BiologicalAgent,disease_state,"[""gm1 gangliosidosis"", ""tay-sachs and sandhoff diseases""]","[""gm1 gangliosidosis"", ""tay-sachs disease""]",1.0,False
PXD064788,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD064788,with_methods,BiologicalAgent,tissue,"[""eye""]","[""eye""]",1.0,True
PXD064788,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD064950,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD064950,abstract_only,BiologicalAgent,tissue,"[""plasma""]","[""blood plasma""]",,False
PXD064950,abstract_only,BiologicalAgent,disease_state,"[""breast cancer""]","[""breast cancer""]",1.0,True
PXD065332,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD065332,with_methods,BiologicalAgent,tissue,"[""lung""]","[""lung""]",1.0,True
PXD065332,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell""]",1.0,True
PXD065332,with_methods,BiologicalAgent,disease_state,"[""non-small cell lung cancer""]","[""non-small cell lung cancer""]",1.0,True
PXD065332,with_methods,BiologicalAgent,cell_line,"[""a549""]","[""a549""]",1.0,True
PXD065517,abstract_only,BiologicalAgent,cell_type,"[""th17 cell""]","[""t cell""]",0.8726819628225376,False
PXD065914,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD065914,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""kidney""]",1.0,True
PXD065914,with_methods,BiologicalAgent,cell_type,"[""renal cancer cell""]","[""renal cell""]",1.0,False
PXD065914,with_methods,BiologicalAgent,disease_state,"[""clear cell renal cell carcinoma""]","[""renal cell carcinoma""]",0.8544346401060009,False
PXD065914,with_methods,BiologicalAgent,cell_line,"[""769-p"", ""caki-1""]","[""769-p"", ""caki-1""]",1.0,True
PXD066393,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD066393,with_methods,BiologicalAgent,tissue,"[""skeletal muscle""]","[""skeletal muscle""]",,True
PXD066393,with_methods,BiologicalAgent,cell_type,"[""muscle fibre""]","[""type i muscle cell"", ""type ii muscle cell""]",1.0,False
PXD066393,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD066795,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD066795,abstract_only,BiologicalAgent,tissue,"[""atrium""]","[""heart""]",0.8410396226186545,False
PXD066795,abstract_only,BiologicalAgent,disease_state,"[""atrial fibrillation"", ""isolated atrial amyloidosis""]","[""atrial fibrillation"", ""isolated atrial amyloidosis""]",1.0,True
PXD067102,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD067102,abstract_only,BiologicalAgent,tissue,"[""spleen""]","[""spleen""]",1.0,True
PXD067102,abstract_only,BiologicalAgent,cell_type,"[""na\u00efve t cells""]","[""t cell""]",0.7260570504119974,False
PXD067229,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD067229,abstract_only,BiologicalAgent,cell_type,"[""induced neurons""]","[""induced neurons"", ""stem cell""]",1.0,False
PXD067229,abstract_only,BiologicalAgent,disease_state,"[""asah1 deficiency""]","[""lysosomal storage disease""]",0.4011806453663788,False
PXD067589,abstract_only,BiologicalAgent,tissue,"[""liver""]","[""liver""]",1.0,True
PXD068150,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD068150,abstract_only,BiologicalAgent,cell_type,"[""excitatory neurons"", ""stem cells""]","[""pluripotent stem cell""]",0.45826131548121496,False
PXD068527,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""mus musculus""]",1.0,True
PXD069113,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD069113,abstract_only,BiologicalAgent,tissue,"[""gracilis muscle"", ""rotator cuff""]","[""fibroblast"", ""tendon""]",0.051883630601400416,False
PXD069113,abstract_only,BiologicalAgent,disease_state,"[""rotator cuff tears""]","[""healthy"", ""rotator cuff tear""]",1.0,False
PXD069754,with_methods,BiologicalAgent,species,"[""homo sapiens"", ""mus musculus""]","[""homo sapiens""]",0.5,False
PXD069754,with_methods,BiologicalAgent,tissue,"[""kidney""]","[""bone"", ""kidney""]",1.0,False
PXD069754,with_methods,BiologicalAgent,cell_type,"[""kidney cell"", ""osteosarcoma cell""]","[""cancer cell"", ""kidney cell""]",0.6882000370114112,False
PXD069754,with_methods,BiologicalAgent,cell_line,"[""hek293t"", ""u2os""]","[""hek293t"", ""u2os""]",1.0,True
PXD071075,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD071075,abstract_only,BiologicalAgent,tissue,"[""brain""]","[""brain""]",1.0,True
PXD071075,abstract_only,BiologicalAgent,cell_type,"[""neuron""]","[""neuronal cells""]",0.9708428601968873,False
PXD000685,abstract_only,BiologicalAgent,species,"[""mus musculus""]","[""homo sapiens""]",0.0,False
PXD000685,abstract_only,BiologicalAgent,cell_type,"[""mammalian cells""]","[""epithelial cell""]",0.8982189875320569,False
PXD000685,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""disease free""]",0.06580369820027723,False
PXD001324,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD001324,abstract_only,BiologicalAgent,tissue,"[""breast""]","[""breast""]",1.0,True
PXD001324,abstract_only,BiologicalAgent,cell_type,"[""cancer-associated fibroblasts"", ""epithelial cell"", ""mammary fibroblasts""]","[""cancer-associated fibroblast"", ""epithelial cell"", ""mammary fibroblast""]",1.0,False
PXD001324,abstract_only,BiologicalAgent,disease_state,"[""breast adenocarcinoma""]","[""breast cancer""]",0.9255418733867644,False
PXD001324,abstract_only,BiologicalAgent,cell_line,"[""zr-75-1""]","[""zr-75-1""]",1.0,True
PXD001417,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD001417,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD001417,abstract_only,BiologicalAgent,cell_type,"[""peripheral blood mononuclear cells""]","[""peripheral blood mononuclear cell""]",1.0,False
PXD001460,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD001460,with_methods,BiologicalAgent,cell_type,"[""breast epithelial cell""]","[""breast epithelial cell""]",1.0,True
PXD001460,with_methods,BiologicalAgent,disease_state,"[""normal""]","[""breast cancer""]",0.0681304960308224,False
PXD001460,with_methods,BiologicalAgent,cell_line,"[""ex20-ki"", ""ex9-ki"", ""mcf10a""]","[""ex20-ki"", ""ex9-ki"", ""mcf10a""]",1.0,True
PXD001862,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD001862,abstract_only,BiologicalAgent,tissue,"[""head and neck"", ""oral""]","[""head and neck""]",0.0,False
PXD001862,abstract_only,BiologicalAgent,cell_type,"[""oral cell"", ""squamous cell""]","[""squamous epithelial cell""]",0.7125585931858542,False
PXD001862,abstract_only,BiologicalAgent,disease_state,"[""head and neck squamous cell carcinoma"", ""normal""]","[""head and neck squamous cell carcinoma"", ""normal""]",1.0,True
PXD001862,abstract_only,BiologicalAgent,cell_line,"[""hnscc cell lines"", ""normal oral cell line""]","[""cal27"", ""fadu"", ""jhu-o11"", ""jhu-o22"", ""jhu-o28"", ""jhu-o29"", ""okf6/tert1""]",0.0,False
PXD002211,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD002211,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""umbilical vein""]",0.05041784566533146,False
PXD002211,abstract_only,BiologicalAgent,cell_type,"[""umbilical vein endothelial cells""]","[""endothelial cell of umbilical vein"", ""primary human umbilical vein endothelial cells""]",1.0,False
PXD002211,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD002620,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD002620,abstract_only,BiologicalAgent,tissue,"[""ureter""]","[""ureter""]",1.0,True
PXD002990,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD002990,with_methods,BiologicalAgent,cell_type,"[""t lymphocytes""]","[""t cell""]",1.0,False
PXD002990,with_methods,BiologicalAgent,cell_line,"[""kit225""]","[""kit225""]",1.0,True
PXD003252,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD003252,with_methods,BiologicalAgent,tissue,"[""ovary""]","[""ovary""]",1.0,True
PXD003252,with_methods,BiologicalAgent,cell_type,"[""ovarian cancer cell""]","[""epithelial cell""]",0.4986183235482724,False
PXD003252,with_methods,BiologicalAgent,disease_state,"[""ovarian cancer""]","[""ovarian cancer""]",1.0,True
PXD003252,with_methods,BiologicalAgent,cell_line,"[""a2780"", ""a2780-dr"", ""a2780-dr/control"", ""a2780-dr/h19si""]","[""a2780"", ""a2780-dr"", ""a2780-dr/control"", ""a2780-dr/h19si""]",1.0,True
PXD003406,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD003406,abstract_only,BiologicalAgent,cell_type,"[""endothelial cells"", ""fibroblasts""]","[""endothelial cell"", ""fibroblast""]",1.0,False
PXD003406,abstract_only,BiologicalAgent,disease_state,"[""normal""]","[""normal""]",1.0,True
PXD003414,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD003414,abstract_only,BiologicalAgent,cell_type,"[""endothelial cell"", ""fibroblast""]","[""endothelial cells"", ""fibroblasts""]",1.0,False
PXD003414,abstract_only,BiologicalAgent,disease_state,"[""inflammation""]","[""inflammation"", ""normal""]",1.0,False
PXD003544,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD003544,with_methods,BiologicalAgent,tissue,"[""breast""]","[""breast""]",1.0,True
PXD003544,with_methods,BiologicalAgent,cell_type,"[""epithelial cell"", ""fibroblast""]","[""epithelial cell"", ""fibroblast""]",1.0,True
PXD003544,with_methods,BiologicalAgent,disease_state,"[""breast cancer"", ""breast cancer associated fibroblast""]","[""breast cancer""]",0.5227898748705176,False
PXD003544,with_methods,BiologicalAgent,cell_line,"[""82t"", ""mda-mb-231""]","[""82t"", ""mda-mb-231""]",1.0,True
PXD003966,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD003966,abstract_only,BiologicalAgent,cell_type,"[""fibroblasts"", ""mesenchymal stem cells""]","[""fibroblast"", ""human mesenchymal stem cells""]",1.0,False
PXD003966,abstract_only,BiologicalAgent,disease_state,"[""inflammation""]","[""normal""]",0.07970347903471453,False
PXD004280,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD004280,abstract_only,BiologicalAgent,tissue,"[""blood""]","[""blood""]",1.0,True
PXD004280,abstract_only,BiologicalAgent,cell_type,"[""t cell""]","[""t cell""]",1.0,True
PXD004280,abstract_only,BiologicalAgent,disease_state,"[""t-cell lymphoma""]","[""t-cell leukemia""]",0.6592173103932727,False
PXD004280,abstract_only,BiologicalAgent,cell_line,"[""jurkat""]","[""jurkat""]",1.0,True
PXD004624,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD004624,abstract_only,BiologicalAgent,tissue,"[""skin""]","[""blood""]",0.06224700447945047,False
PXD004624,abstract_only,BiologicalAgent,disease_state,"[""cachexia"", ""metastatic melanoma""]","[""melanoma""]",0.3955957765832036,False
PXD004788,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD004788,abstract_only,BiologicalAgent,tissue,"[""colon""]","[""colon""]",1.0,True
PXD004788,abstract_only,BiologicalAgent,cell_type,"[""colon carcinoma cell""]","[""colon epithelial cell""]",0.9260051691247101,False
PXD004788,abstract_only,BiologicalAgent,disease_state,"[""colon carcinoma""]","[""colon cancer""]",0.9577057039082206,False
PXD004788,abstract_only,BiologicalAgent,cell_line,"[""hct116"", ""sw480""]","[""hct116"", ""sw480""]",1.0,True
PXD005220,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD005220,with_methods,BiologicalAgent,tissue,"[""knee joint""]","[""synovial tissue""]",0.0,False
PXD005220,with_methods,BiologicalAgent,disease_state,"[""osteoarthritis (oa)""]","[""early osteoarthritis (oa)"", ""osteoarthritis""]",1.0,False
PXD005508,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD005508,with_methods,BiologicalAgent,tissue,"[""skin""]","[""skin""]",1.0,True
PXD005508,with_methods,BiologicalAgent,cell_type,"[""melanoma cell""]","[""melanoma cell""]",1.0,True
PXD005508,with_methods,BiologicalAgent,disease_state,"[""melanoma""]","[""melanoma""]",1.0,True
PXD005508,with_methods,BiologicalAgent,cell_line,"[""a375"", ""a375dr1"", ""estdab102"", ""estdab37"", ""hek293t"", ""m026.x1.cl"", ""m026r.x1.cl"", ""m029.x1.cl"", ""m029r.x1.cl"", ""mnt-1"", ""mnt-1-dr100"", ""sk-mel 24"", ""sk-mel 28"", ""skmel2""]","[""sk-mel 24"", ""sk-mel 28""]",0.41328394742062596,False
PXD005733,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD005733,with_methods,BiologicalAgent,tissue,"[""lung""]","[""lung""]",1.0,True
PXD005733,with_methods,BiologicalAgent,cell_type,"[""epithelial cell""]","[""epithelial cell"", ""squamous cell carcinoma cell""]",1.0,False
PXD005733,with_methods,BiologicalAgent,disease_state,"[""lung squamous cell carcinoma"", ""normal""]","[""lung cancer"", ""lung squamous cell carcinoma"", ""normal""]",1.0,False
PXD006268,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006268,with_methods,BiologicalAgent,tissue,"[""subcutaneous tissue""]","[""skin""]",0.5152927981511742,False
PXD006268,with_methods,BiologicalAgent,cell_type,"[""fibroblast""]","[""fibroblasts""]",1.0,False
PXD006268,with_methods,BiologicalAgent,disease_state,"[""hyaline fibromatosis syndrome""]","[""autosomal recessive disease"", ""hyaline fibromatosis syndrome""]",1.0,False
PXD006419,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006419,with_methods,BiologicalAgent,tissue,"[""bone marrow"", ""lung""]","[""bone marrow"", ""lung""]",1.0,True
PXD006419,with_methods,BiologicalAgent,cell_type,"[""mesenchymal stromal cells""]","[""mesenchymal stromal cells""]",1.0,True
PXD006419,with_methods,BiologicalAgent,disease_state,"[""lung transplant"", ""normal""]","[""normal""]",1.0,False
PXD006561,with_methods,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
PXD006561,with_methods,BiologicalAgent,tissue,"[""prostate""]","[""prostate""]",1.0,True
PXD006561,with_methods,BiologicalAgent,cell_type,"[""prostate cancer cell""]","[""epithelial cell""]",0.6049232332370892,False
PXD006561,with_methods,BiologicalAgent,disease_state,"[""prostate cancer""]","[""prostate cancer"", ""resistance to palbociclib""]",1.0,False
PXD006561,with_methods,BiologicalAgent,cell_line,"[""lapc4"", ""lncap""]","[""lapc4"", ""lncap""]",1.0,True
PXD006590,abstract_only,BiologicalAgent,species,"[""homo sapiens""]","[""homo sapiens""]",1.0,True
