model,arm,agent,field,n_replicates,unknown_rate_mean,unknown_rate_sd
glm4_7,S4,TechnicalAgent,mass_analyzer,3,0.06666666666666667,0.0
glm4_7,S4,TechnicalAgent,ptm,3,0.26666666666666666,0.0
glm4_7,S4,TechnicalAgent,reduction_concentration,3,0.3888888888888889,0.019245008972987553
glm4_7,S4,TechnicalAgent,reduction_reagent,3,0.3,0.0
glm4_7,S5,BiologicalAgent,BMI,3,1.0,0.0
glm4_7,S5,BiologicalAgent,age,3,0.8,0.0
glm4_7,S5,BiologicalAgent,anatomic_site_tumor,3,1.0,0.0
glm4_7,S5,BiologicalAgent,cell_line,3,0.8222222222222223,0.01924500897298752
glm4_7,S5,BiologicalAgent,cell_type,3,0.5777777777777777,0.01924500897298752
glm4_7,S5,BiologicalAgent,developmental_stage,3,0.8777777777777778,0.01924500897298752
glm4_7,S5,BiologicalAgent,disease_state,3,0.03333333333333333,0.0
glm4_7,S5,BiologicalAgent,ethnicity,3,1.0,0.0
glm4_7,S5,BiologicalAgent,material_type,3,0.022222222222222223,0.019245008972987525
glm4_7,S5,BiologicalAgent,sample_source,3,0.0,0.0
glm4_7,S5,BiologicalAgent,sex,3,0.7,0.0
glm4_7,S5,BiologicalAgent,species,3,0.03333333333333333,0.0
glm4_7,S5,BiologicalAgent,strain,3,0.5222222222222223,0.01924500897298752
glm4_7,S5,BiologicalAgent,tissue,3,0.3222222222222222,0.01924500897298752
glm4_7,S5,ExperimentalDesignAgent,biological_replicate,3,0.6888888888888889,0.01924500897298752
glm4_7,S5,ExperimentalDesignAgent,experimental_design,3,0.13333333333333333,0.0
glm4_7,S5,ExperimentalDesignAgent,factor_value,3,0.13333333333333333,0.0
glm4_7,S5,ExperimentalDesignAgent,number_of_biological_replicates,3,0.0,0.0
glm4_7,S5,ExperimentalDesignAgent,number_of_fractions,3,0.0,0.0
glm4_7,S5,ExperimentalDesignAgent,number_of_samples,3,0.2,0.03333333333333334
glm4_7,S5,ExperimentalDesignAgent,number_of_technical_replicates,3,0.07777777777777778,0.03849001794597506
glm4_7,S5,ExperimentalDesignAgent,technical_replicate,3,0.5888888888888889,0.0838870492807861
glm4_7,S5,ExperimentalDesignAgent,technology_type,3,0.03333333333333333,0.0
glm4_7,S5,TechnicalAgent,acquisition_method,3,0.26666666666666666,0.0
glm4_7,S5,TechnicalAgent,alkylation_concentration,3,0.5,0.0
glm4_7,S5,TechnicalAgent,alkylation_reagent,3,0.4,0.0
glm4_7,S5,TechnicalAgent,cleavage_agent,3,0.1,0.0
glm4_7,S5,TechnicalAgent,collision_energy,3,0.4,0.0
glm4_7,S5,TechnicalAgent,enrichment_method,3,0.7666666666666667,0.0
glm4_7,S5,TechnicalAgent,fractionation_method,3,0.5333333333333333,0.0
glm4_7,S5,TechnicalAgent,fragmentation_method,3,0.4,0.0
glm4_7,S5,TechnicalAgent,instrument,3,0.06666666666666667,0.0
glm4_7,S5,TechnicalAgent,ionization_type,3,0.5333333333333333,0.0
glm4_7,S5,TechnicalAgent,labeling,3,0.0,0.0
glm4_7,S5,TechnicalAgent,mass_analyzer,3,0.06666666666666667,0.0
glm4_7,S5,TechnicalAgent,ptm,3,0.26666666666666666,0.0
glm4_7,S5,TechnicalAgent,reduction_concentration,3,0.37777777777777777,0.019245008972987553
glm4_7,S5,TechnicalAgent,reduction_reagent,3,0.3,0.0
