field	raw_value	normalized_to	similarity	count	status
disease	Breast adenocarcinoma	breast cancer	0.799	2	mapped
disease	Pulmonary fibrosis	cystic fibrosis	0.705	2	mapped
disease	acute myeloid leukemia	acute myeloid leukemia	1.000	2	mapped
disease	Skin squamous cell carcinoma	squamous cell carcinoma	0.918	2	mapped
disease	head and neck squamous cell carcinoma	head and neck squamous cell carcinoma	1.000	2	mapped
disease	renal oncocytoma	renal oncocytoma	1.000	2	mapped
disease	Head and neck cancer	head and neck squamous cell carcinoma	0.801	2	mapped
disease	Cervical cancer	cervix carcinoma	0.931	2	mapped
disease	SLE	systemic lupus erythematosus	0.848	2	mapped
disease	Heart failure	heart failure	1.000	2	mapped
disease	Pancreatic ductal carcinoma	pancreatic ductal adenocarcinoma	0.946	2	mapped
disease	Acute t cell leukemia	T-cell acute lymphoblastic leukemia	0.946	2	mapped
disease	non-alcoholic fatty liver disease	NAFLD	0.844	2	mapped
disease	diabetes	type 2 diabetes	0.856	2	mapped
disease	Papillary renal cell carcinoma	papillary renal cell carcinoma	1.000	2	mapped
disease	Kidney cancer	renal cell carcinoma	0.858	2	mapped
disease	malignant melanoma	malignant melanoma	1.000	2	mapped
disease	Stomach carcinoma	stomach carcinoma	1.000	2	mapped
disease	colon cancer	colon cancer	1.000	2	mapped
disease	cutaneous squamous cell carcinoma	squamous cell carcinoma	0.889	2	mapped
disease	Severe acute respiratory syndrome	ARDS	0.723	2	mapped
disease	Covid-19	COVID-19	1.000	2	mapped
disease	acute ischemic stroke	acute myocardial infarction	0.799	2	mapped
disease	COVID-19	COVID-19	1.000	2	mapped
disease	Human immunodeficiency virus infectious disease	HIV	0.858	2	mapped
disease	sepsis	septic shock	0.766	2	mapped
disease	pre-eclampsia	pre-eclampsia	1.000	2	mapped
disease	Chronic kidney disease	chronic kidney disease	1.000	2	mapped
disease	Non-obstructive azoospermia	azoospermia	0.867	2	mapped
disease	Hepatitis e	hepatitis E	1.000	2	mapped
disease	Abdominal aortic aneurysm	aortic aneurysm	0.871	2	mapped
disease	Metabolic dysfunction-associated steatotic liver disease	NAFLD	0.761	2	mapped
disease	Colitis	ulcerative colitis	0.815	2	mapped
disease	cardiomyopathy	dilated cardiomyopathy	0.867	2	mapped
disease	Metabolic dysfunction–associated steatohepatitis	NASH	0.801	2	mapped
disease	epithelial cervix carcinoma	cervix carcinoma	0.920	1	mapped
disease	gastric adenocarcinoma	stomach carcinoma	0.838	1	mapped
disease	glioma	glioblastoma	0.786	1	mapped
disease	Hepatitis c	hepatitis C	1.000	1	mapped
disease	brain glioblastoma multiforme	glioblastoma	0.831	1	mapped
disease	Metastatic melanoma	metastatic melanoma	1.000	1	mapped
disease	acute leukemia	acute leukemia	1.000	1	mapped
disease	Ewing sarcoma	Ewing sarcoma	1.000	1	mapped
disease	Scott syndrome	Scott syndrome	1.000	1	mapped
disease	Cerebrovascular disease	cardiovascular disease	0.714	1	mapped
disease	head and neck cancer	head and neck squamous cell carcinoma	0.801	1	mapped
disease	type 2 diabetes	type 2 diabetes	1.000	1	mapped
disease	septic shock	septic shock	1.000	1	mapped
disease	Diabetes	type 2 diabetes	0.856	1	mapped
disease	T-cell leukemia	T-cell acute lymphoblastic leukemia	0.871	1	mapped
disease	Normal	healthy	0.802	1	mapped
disease	Healthy	healthy	1.000	1	mapped
disease	Childhood medulloblastoma	childhood medulloblastoma	1.000	1	mapped
disease	Hepatic fibrosis	liver cirrhosis	0.753	1	mapped
disease	Trypanosomiasis	sleeping sickness	0.793	1	mapped
disease	amyotrophic lateral sclerosis	amyotrophic lateral sclerosis	1.000	1	mapped
disease	frontotemporal lobar degeneration	frontotemporal dementia	0.875	1	mapped
disease	Triple-negative breast cancer	breast cancer	0.996	1	post_mapped
disease	idiopathic male infertility	male infertility	0.849	1	mapped
disease	gastric carcinoma	gastric cancer	0.964	1	mapped
disease	Cockayne syndrome	Cockayne syndrome	1.000	1	mapped
disease	cardiovascular system disease	cardiovascular disease	0.944	1	mapped
disease	Carcinoma	cancer	0.871	1	mapped
disease	Pulmonary tuberculosis	pulmonary tuberculosis	1.000	1	mapped
disease	Clear cell renal cell carcinoma	clear cell renal cell carcinoma	1.000	1	mapped
disease	chromophobe renal cell carcinoma	clear cell renal cell carcinoma	0.884	1	mapped
disease	Global developmental delay	pervasive developmental disorder	0.731	1	mapped
disease	overweight	obesity	0.884	1	mapped
disease	triple negative breast cancer	breast cancer	1.000	1	post_mapped
disease	renal cell carcinoma	renal cell carcinoma	1.000	1	mapped
disease	Zika virus congenital syndrome	Zika virus congenital syndrome	1.000	1	mapped
disease	Myocardial infarction	acute myocardial infarction	0.870	1	mapped
disease	male infertility	male infertility	1.000	1	mapped
disease	Type 1 diabetes	type 1 diabetes	1.000	1	mapped
disease	liver cirrhosis	liver cirrhosis	1.000	1	mapped
disease	Aortic aneurysm	aortic aneurysm	1.000	1	mapped
disease	cirrhosis	cirrhosis	1.000	1	mapped
disease	type II diabetes mellitus	type 2 diabetes	0.964	1	mapped
disease	Rett syndrome	Rett syndrome	1.000	1	mapped
disease	cardiovascular disease	cardiovascular disease	1.000	1	mapped
disease	Autism Spectrum Disorder	autism spectrum disorder	1.000	1	mapped
disease	Ciliopathy	ciliopathy	1.000	1	mapped
disease	Bladder carcinoma	invasive bladder transitional cell carcinoma	0.715	1	mapped
disease	Neck carcinoma	cervix carcinoma	0.720	1	mapped
disease	liver cancer	hepatocellular carcinoma	0.814	1	mapped
disease	Non-alcoholic steatohepatitis	NASH	0.875	1	mapped
disease	NASH-related HCC	NASH	0.755	1	mapped
disease	NASH-related cirrhosis	NASH	0.808	1	mapped
disease	Periodontitis	periodontitis	1.000	1	mapped
disease	Diabetes mellitus	type 2 diabetes	0.861	1	mapped
disease	azoospermia	azoospermia	1.000	1	mapped
disease	High grade glioma	glioblastoma	0.805	1	mapped
disease	T-cell acute lymphoblastic leukemia	T-cell acute lymphoblastic leukemia	1.000	1	mapped
disease	Lung carcinoma	lung cancer	0.948	1	mapped
disease	chronic myeloid leukemia	acute myeloid leukemia	0.752	1	mapped
disease	multiple myeloma	multiple myeloma	1.000	1	mapped
disease	acute myeloid leukaemia	acute myeloid leukemia	0.991	1	mapped
disease	Molar incisor hypomineralization	dental enamel hypoplasia	0.773	1	mapped
disease	adenocarcinoma	lung adenocarcinoma	0.759	1	mapped
disease	Infertility	male infertility	0.862	1	mapped
disease	Sarcoma	osteosarcoma	0.743	1	mapped
disease	Basal cell carcinoma	basal cell carcinoma	1.000	1	mapped
disease	lupus nephritis	systemic lupus erythematosus	0.784	1	mapped
disease	creatine deficiency syndrome	cerebral creatine deficiency	0.947	1	mapped
disease	mitochondrial disease	mitochondrial metabolism disease	0.879	1	mapped
disease	MASLD	MASLD	1.000	1	mapped
disease	pancreatic adenocarcinoma	pancreatic cancer	0.870	1	mapped
disease	neuroblastoma	neuroblastoma	1.000	1	mapped
disease	Alexander disease	Alexander disease	1.000	1	mapped
disease	acute respiratory distress syndrome	adult respiratory distress syndrome	0.907	1	mapped
disease	Non-small-cell lung cancer	non-small cell lung carcinoma	0.971	1	mapped
disease	Acute monocytic leukemia	acute myeloid leukemia	0.803	1	mapped
disease	Autism	autism spectrum disorder	0.914	1	mapped
disease	Female breast cancer	breast cancer	0.914	1	mapped
disease	Lung small cell carcinoma	non-small cell lung carcinoma	0.823	1	mapped
disease	Ovary epithelial cancer	ovarian cancer	0.865	1	mapped
disease	heart failure	heart failure	1.000	1	mapped
disease	liver fibrosis	liver cirrhosis	0.802	1	mapped
disease	autism spectrum disorder	autism spectrum disorder	1.000	1	mapped
disease	Female reproductive organ cancer	ovarian cancer	0.729	1	mapped
disease	T-cell large granular lymphocyte leukemia	T-cell acute lymphoblastic leukemia	0.747	1	mapped
disease	nephrotic syndrome	nephrotic syndrome	1.000	1	mapped
disease	triple-negative breast cancer	breast cancer	0.996	1	post_mapped
disease	Epithelioid sarcoma	epithelioid sarcoma	1.000	1	mapped
disease	mammary tumors	breast cancer	0.729	1	mapped
disease	pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	1.000	1	mapped
disease	anthracycline cardiomyopathy	dilated cardiomyopathy	0.704	1	mapped
disease	acute lymphoblastic leukemia	acute leukemia	0.842	1	mapped
disease	type II diabetes	type 2 diabetes	0.976	1	mapped
disease	Smoldering myeloma	multiple myeloma	0.851	1	mapped
disease	Coronary artery disease	cardiovascular disease	0.734	1	mapped
disease	Schistosomiasis	sleeping sickness	0.703	1	mapped
disease	lung carcinoma	lung cancer	0.948	1	mapped
disease	nonobstructive azoospermia	azoospermia	0.881	1	mapped
disease	obstructive azoospermia	azoospermia	0.834	1	mapped
disease	Pancreatic carcinoma	pancreatic cancer	0.968	1	mapped
disease	cystic fibrosis	cystic fibrosis	1.000	1	mapped
disease	Lung non-squamous non-small cell carcinoma	non-small cell lung carcinoma	0.943	1	mapped
disease	hematological cancer	leukemia	0.720	1	mapped
disease	asthenozoospermia	azoospermia	0.854	1	mapped
disease	gastric cancer	gastric cancer	1.000	1	mapped
disease	Rectum cancer	colorectal cancer	0.809	1	mapped
disease	Liver fibrosis	liver cirrhosis	0.802	1	mapped
disease	Rheumatoid arthritis	rheumatoid arthritis	1.000	1	mapped
disease	clear cell renal cell carcinoma	clear cell renal cell carcinoma	1.000	1	mapped
disease	Mycobacterium tuberculosis infection	pulmonary tuberculosis	0.795	1	mapped
disease	systemic lupus erythematosus	systemic lupus erythematosus	1.000	1	mapped
disease	atherosclerosis	atherosclerosis	1.000	1	mapped
disease	hip osteoarthritis	osteoarthritis	0.723	1	mapped
disease	Parkinsonism	Parkinson's disease	0.873	1	mapped
disease	progeria syndrome	Werner syndrome	0.763	1	mapped
disease	Endocervical adenocarcinoma	cervix carcinoma	0.715	1	mapped
disease	Autism spectrum disorders	autism spectrum disorder	0.994	1	mapped
disease	steroid-resistant nephrotic syndrome	nephrotic syndrome	0.775	1	mapped
disease	Lysosomal storage disease		0.000	19	unmapped
disease	Simpson-golabi-behmel syndrome type 1		0.000	9	unmapped
disease	Brain cancer		0.000	8	unmapped
disease	Niemann-pick disease type c2		0.000	8	unmapped
disease	Niemann-pick disease type c1		0.000	6	unmapped
disease	Chronic obstructive pulmonary disease		0.000	5	unmapped
disease	Fabry disease		0.000	4	unmapped
disease	Urinary bladder cancer		0.000	4	unmapped
disease	Gaucher's disease		0.000	3	unmapped
disease	Wounds and injuries		0.000	3	unmapped
disease	Traumatic brain injury		0.000	3	unmapped
disease	Duchenne muscular dystrophy		0.000	3	unmapped
disease	Limb muscle		0.000	3	unmapped
disease	B-cell acute lymphoblastic leukemia		0.000	3	unmapped
disease	peritoneal dialysis		0.000	2	unmapped
disease	proteinuric kidney disease		0.000	2	unmapped
disease	Recessive dystrophic epidermolysis bullosa		0.000	2	unmapped
disease	Liver disease		0.000	2	unmapped
disease	Esophagus adenocarcinoma		0.000	2	unmapped
disease	AP-4 deficiency		0.000	2	unmapped
disease	Urinary tract infection		0.000	2	unmapped
disease	hydrocephalus		0.000	2	unmapped
disease	Burkitt's lymphoma		0.000	2	unmapped
disease	Thyroid gland follicular carcinoma		0.000	2	unmapped
disease	Multiple system atrophy		0.000	2	unmapped
disease	Atopic dermatitis		0.000	2	unmapped
disease	Retinal degeneration		0.000	2	unmapped
disease	B-lymphoblastic leukemia/lymphoma		0.000	2	unmapped
disease	Retinopathy of prematurity		0.000	2	unmapped
disease	Degenerative disc disease		0.000	2	unmapped
disease	Simpson-Golabi-Behmel syndrome type 1		0.000	2	unmapped
disease	thyroid cancer		0.000	2	unmapped
disease	Systemic sclerosis		0.000	2	unmapped
disease	colorectal adenoma		0.000	1	unmapped
disease	Lemierre's syndrome		0.000	1	unmapped
disease	rectal adenocarcinoma		0.000	1	unmapped
disease	Diamond-blackfan anemia		0.000	1	unmapped
disease	Idiopathic Pneumonia Syndrome		0.000	1	unmapped
disease	Infectious lung injury		0.000	1	unmapped
disease	Ataxia telangiectasia		0.000	1	unmapped
disease	Bone disease		0.000	1	unmapped
disease	panhypopituitarism		0.000	1	unmapped
disease	Myopathy		0.000	1	unmapped
disease	Ruijs-Aalfs syndrome		0.000	1	unmapped
disease	Multiple sclerosis		0.000	1	unmapped
disease	urinary tract infection		0.000	1	unmapped
disease	Poor ovarian response		0.000	1	unmapped
disease	Dementia		0.000	1	unmapped
disease	Hyaline fibromatosis syndrome		0.000	1	unmapped
disease	Primary immunodeficiency disease		0.000	1	unmapped
disease	rheumatic heart valve disease		0.000	1	unmapped
disease	Esophageal cancer		0.000	1	unmapped
disease	Primary open angle glaucoma		0.000	1	unmapped
disease	Birdshot chorioretinopathy		0.000	1	unmapped
disease	Spinal arteriovenous malformation		0.000	1	unmapped
disease	multifocal demyelinating motor neuropathy		0.000	1	unmapped
disease	Plasmodium falciparum malaria		0.000	1	unmapped
disease	Patent ductus arteriosus		0.000	1	unmapped
disease	urachal carcinoma		0.000	1	unmapped
disease	dilated left atria		0.000	1	unmapped
disease	drug-induced liver injury		0.000	1	unmapped
disease	Viral infectious disease		0.000	1	unmapped
disease	Polycystic kidney		0.000	1	unmapped
disease	Brain disease		0.000	1	unmapped
disease	Diffuse large B-cell lymphoma		0.000	1	unmapped
disease	Cadasil		0.000	1	unmapped
disease	opsoclonus myoclonus ataxia syndrome		0.000	1	unmapped
disease	proteinuria		0.000	1	unmapped
disease	Nephronophthisis		0.000	1	unmapped
disease	Cytomegalovirus infection		0.000	1	unmapped
disease	ethylmalonic encephalopathy		0.000	1	unmapped
disease	anterior skull base meningioma		0.000	1	unmapped
disease	diseased		0.000	1	unmapped
disease	Vesicoureteral reflux		0.000	1	unmapped
disease	Hydrocephalus		0.000	1	unmapped
disease	Retinitis pigmentosa		0.000	1	unmapped
disease	Actinic keratosis		0.000	1	unmapped
disease	Glanders		0.000	1	unmapped
disease	Melioidosis		0.000	1	unmapped
disease	Idiopathic pulmonary fibrosis		0.000	1	unmapped
disease	pelvic organ prolapse		0.000	1	unmapped
disease	seminoma		0.000	1	unmapped
disease	Sialolithiasis		0.000	1	unmapped
disease	asthma		0.000	1	unmapped
disease	Control		0.000	1	unmapped
disease	glaucoma		0.000	1	unmapped
disease	Refsum disease		0.000	1	unmapped
disease	Periventricular nodular heterotopia		0.000	1	unmapped
disease	Cholangiocarcinoma		0.000	1	unmapped
disease	Vascular cancer		0.000	1	unmapped
disease	Amelogenesis imperfecta type 3a		0.000	1	unmapped
disease	Human cytomegalovirus infection		0.000	1	unmapped
disease	2-aminoadipic 2-oxoadipic aciduria		0.000	1	unmapped
disease	Overactive bladder		0.000	1	unmapped
disease	RASopathies		0.000	1	unmapped
disease	Intestinal failure		0.000	1	unmapped
disease	Preterm birth		0.000	1	unmapped
disease	Ischemia		0.000	1	unmapped
disease	Charcot-Marie-Tooth disease type 2		0.000	1	unmapped
disease	Hermansky-pudlak syndrome		0.000	1	unmapped
disease	Substance-related disorder		0.000	1	unmapped
disease	Dementia with Lewy bodies		0.000	1	unmapped
disease	Progressive supranuclear palsy		0.000	1	unmapped
disease	multiple sclerosis		0.000	1	unmapped
disease	Acquired immunodeficiency syndrome		0.000	1	unmapped
disease	benign		0.000	1	unmapped
disease	Helicobacter pylori infection		0.000	1	unmapped
disease	ectopic pregnancy		0.000	1	unmapped
disease	alpha-Synucleinopathies		0.000	1	unmapped
disease	rhabdoid tumor		0.000	1	unmapped
disease	benign pulmonary nodules		0.000	1	unmapped
disease	Angioimmunoblastic T-cell lymphoma		0.000	1	unmapped
disease	Hypertension		0.000	1	unmapped
disease	Uveal melanoma		0.000	1	unmapped
disease	Peripheral primitive neuroectodermal tumor		0.000	1	unmapped
disease	chronic pancreatitis		0.000	1	unmapped
disease	renal fibrosis		0.000	1	unmapped
disease	SEPN1-related myopathy		0.000	1	unmapped
disease	Lewy body dementia		0.000	1	unmapped
disease	alkali burns		0.000	1	unmapped
disease	periprosthetic joint infection		0.000	1	unmapped
disease	aseptic implant loosening		0.000	1	unmapped
disease	stroke		0.000	1	unmapped
disease	3-methylglutaconic aciduria type 9		0.000	1	unmapped
disease	Cholestasis		0.000	1	unmapped
disease	myositis		0.000	1	unmapped
disease	ependymoma		0.000	1	unmapped
disease	Neuronal ceroid lipofuscinosis 3		0.000	1	unmapped
disease	biliary atresia		0.000	1	unmapped
disease	infant cholestasis		0.000	1	unmapped
disease	Angelman syndrome		0.000	1	unmapped
disease	MLL-rearranged leukemia		0.000	1	unmapped
disease	Germ cell cancer		0.000	1	unmapped
disease	ADPKD		0.000	1	unmapped
disease	POFUT1 S162L		0.000	1	unmapped
disease	Relapsing-remitting multiple sclerosis		0.000	1	unmapped
disease	Kabuki syndrome		0.000	1	unmapped
disease	AdipoR1 deficiency		0.000	1	unmapped
disease	nasopharyngeal carcinoma		0.000	1	unmapped
disease	Insulin resistance		0.000	1	unmapped
disease	Upper respiratory tract disease		0.000	1	unmapped
disease	congenital heart disease		0.000	1	unmapped
disease	postoperative pulmonary infections		0.000	1	unmapped
disease	dysmyelination		0.000	1	unmapped
disease	Japanese encephalitis		0.000	1	unmapped
disease	Osteoblastoma		0.000	1	unmapped
disease	Focal segmental glomerulosclerosis		0.000	1	unmapped
disease	meningioma		0.000	1	unmapped
disease	Membranous glomerulonephritis		0.000	1	unmapped
disease	bladder cancer		0.000	1	unmapped
disease	brain edema		0.000	1	unmapped
disease	Alcohol-associated liver disease		0.000	1	unmapped
disease	esophageal cancer		0.000	1	unmapped
disease	Bladder cancer		0.000	1	unmapped
disease	Renal fibrosis		0.000	1	unmapped
disease	polycystic kidney disease		0.000	1	unmapped
disease	Chronic inflammatory demyelinating polyneuropathy		0.000	1	unmapped
disease	Mixed disorder as reaction to stress		0.000	1	unmapped
disease	Combined oxidative phosphorylation deficiency		0.000	1	unmapped
disease	Colorectal adenoma		0.000	1	unmapped
disease	retinoblastoma		0.000	1	unmapped
disease	Legionnaires' disease		0.000	1	unmapped
disease	spastic ataxia		0.000	1	unmapped
disease	Retinal detachment		0.000	1	unmapped
disease	endometrial carcinoma		0.000	1	unmapped
disease	X-linked alport syndrome		0.000	1	unmapped
disease	Krabbe disease		0.000	1	unmapped
disease	Psoriasis		0.000	1	unmapped
disease	Charcot-Marie-Tooth Type 2 A		0.000	1	unmapped
disease	Diabetic retinopathy		0.000	1	unmapped
disease	Burkitt lymphoma		0.000	1	unmapped
disease	MELAS		0.000	1	unmapped
disease	AL amyloidosis		0.000	1	unmapped
disease	Monoclonal gammopathy of uncertain significance		0.000	1	unmapped
disease	Open-angle glaucoma		0.000	1	unmapped
disease	Meniere's disease		0.000	1	unmapped
disease	dermatomyositis		0.000	1	unmapped
disease	Leishmaniasis		0.000	1	unmapped
disease	Sjogren's syndrome		0.000	1	unmapped
disease	Facioscapulohumeral muscular dystrophy		0.000	1	unmapped
disease	Chronic myelomonocytic leukemia		0.000	1	unmapped
disease	Plexiform neurofibroma		0.000	1	unmapped
disease	Dengue disease		0.000	1	unmapped
disease	Dengue shock syndrome		0.000	1	unmapped
disease	Dengue hemorrhagic fever		0.000	1	unmapped
disease	Ataxia-telangiectasia		0.000	1	unmapped
disease	gastritis		0.000	1	unmapped
disease	gastric preneoplasia		0.000	1	unmapped
disease	Acute kidney tubular necrosis		0.000	1	unmapped
disease	CDKL5 deficiency disorder		0.000	1	unmapped
disease	Common variable immunodeficiency		0.000	1	unmapped
disease	natural killer cell lymphoblastic leukemia/lymphoma		0.000	1	unmapped
disease	Rabies		0.000	1	unmapped
disease	Anaplastic thyroid cancer		0.000	1	unmapped
disease	idiopathic inflammatory myopathy		0.000	1	unmapped
disease	Sjögren's disease		0.000	1	unmapped
disease	rhabdomyosarcoma		0.000	1	unmapped
disease	Neurofibromatosis 1		0.000	1	unmapped
disease	Temporal lobe epilepsy		0.000	1	unmapped
disease	kidney transplant rejection		0.000	1	unmapped
disease	Tay-sachs disease		0.000	1	unmapped
disease	Gm1 gangliosidosis		0.000	1	unmapped
disease	Acute pancreatitis		0.000	1	unmapped
disease	Chronic pancreatitis		0.000	1	unmapped
disease	neurodevelopmental disorder		0.000	1	unmapped
disease	Bacterial sepsis		0.000	1	unmapped
disease	chronic liver injury		0.000	1	unmapped
disease	High grade serous ovarian cancer		0.000	1	unmapped
disease	16p11.2 deletion		0.000	1	unmapped
disease	16p11.2 duplication		0.000	1	unmapped
disease	Oculocutaneous albinism type vii		0.000	1	unmapped
disease	Lyme neuroborreliosis		0.000	1	unmapped
disease	viral meningitis		0.000	1	unmapped
disease	Lyme borreliosis		0.000	1	unmapped
disease	Herpes zoster oticus		0.000	1	unmapped
disease	Endometrial cancer		0.000	1	unmapped
disease	Factor viii deficiency		0.000	1	unmapped
disease	neurofibromatosis type 2-related schwannomatosis		0.000	1	unmapped
disease	Autosomal hemophilia a		0.000	1	unmapped
disease	rotator cuff tear		0.000	1	unmapped
disease	Mental depression		0.000	1	unmapped
disease	neonatal brain injury		0.000	1	unmapped
disease	focal-segmental glomerulosclerosis		0.000	1	unmapped
enzymes	Trypsin	trypsin	1.000	1129	mapped
enzymes	trypsin	trypsin	1.000	1113	mapped
enzymes	Lys-C	LysC	0.933	279	mapped
enzymes	LysC	LysC	1.000	231	mapped
enzymes	Trypsin/Lys-C	trypsin	0.844	20	mapped
enzymes	Trypsin/LysC	trypsin	0.854	14	mapped
enzymes	chymotrypsin	chymotrypsin	1.000	11	mapped
enzymes	GluC	GluC	1.000	9	mapped
enzymes	Lys C	LysC	0.910	8	mapped
enzymes	Trypsin/P	trypsin	0.915	8	mapped
enzymes	AspN	AspN	1.000	7	mapped
enzymes	Chymotrypsin	chymotrypsin	1.000	6	mapped
enzymes	Asp-N	AspN	0.804	6	mapped
enzymes	Lys-C/Trypsin	trypsin	0.814	5	mapped
enzymes	lys-c	LysC	0.933	4	mapped
enzymes	ArgC	ArgC	1.000	4	mapped
enzymes	lys-C	LysC	0.933	3	mapped
enzymes	Trypsin/Lys-C Mix	trypsin	0.769	2	mapped
enzymes	Arg-C	ArgC	0.896	2	mapped
enzymes	pepsin	pepsin	1.000	2	mapped
enzymes	Pepsin	pepsin	1.000	2	mapped
enzymes	lysC	LysC	1.000	2	mapped
enzymes	Lys-c	LysC	0.933	1	mapped
enzymes	endoproteinase Asp-N	AspN	0.707	1	mapped
enzymes	LysN	LysC	0.871	1	mapped
enzymes	LysC-trypsin	trypsin	0.854	1	mapped
enzymes	Lys-N	LysC	0.823	1	mapped
enzymes	Endoproteinase LysC	LysC	0.744	1	mapped
enzymes	Trypsin-LysC	trypsin	0.850	1	mapped
enzymes	trypsin/Lys-C	trypsin	0.844	1	mapped
enzymes	HUWE1		0.000	16	unmapped
enzymes	UBA1		0.000	16	unmapped
enzymes	UBE2L3		0.000	16	unmapped
enzymes	Endoproteinase Lys-C		0.000	14	unmapped
enzymes	Glu-C		0.000	12	unmapped
enzymes	Lysyl endopeptidase		0.000	11	unmapped
enzymes	unspecific		0.000	8	unmapped
enzymes	LysargiNase		0.000	7	unmapped
enzymes	OpeRATOR		0.000	5	unmapped
enzymes	SialEXO		0.000	5	unmapped
enzymes	Lysyl Endopeptidase		0.000	5	unmapped
enzymes	non-specific		0.000	5	unmapped
enzymes	PNGase F		0.000	4	unmapped
enzymes	proteinase K		0.000	3	unmapped
enzymes	none		0.000	3	unmapped
enzymes	WALP		0.000	2	unmapped
enzymes	rLysC		0.000	2	unmapped
enzymes	endoLysC		0.000	2	unmapped
enzymes	HaeIII		0.000	2	unmapped
enzymes	Endo-Lys C		0.000	2	unmapped
enzymes	Chondroitinase ABC		0.000	2	unmapped
enzymes	Proteinase K		0.000	2	unmapped
enzymes	benzonase		0.000	2	unmapped
enzymes	Lysyl-endopeptidase		0.000	2	unmapped
enzymes	Endopeptidase Lys C		0.000	2	unmapped
enzymes	TEV protease		0.000	2	unmapped
enzymes	endoproteinase Lys-C		0.000	1	unmapped
enzymes	ADAMTS2		0.000	1	unmapped
enzymes	ADAMTS3		0.000	1	unmapped
enzymes	ADAMTS14		0.000	1	unmapped
enzymes	no enzyme		0.000	1	unmapped
enzymes	Elastase		0.000	1	unmapped
enzymes	Lysyl endoproteinase		0.000	1	unmapped
enzymes	thermolysin		0.000	1	unmapped
enzymes	gingipains		0.000	1	unmapped
enzymes	EndoLysC		0.000	1	unmapped
enzymes	Tryp-N		0.000	1	unmapped
enzymes	glu-c		0.000	1	unmapped
enzymes	Heparin lyases I, II, and III		0.000	1	unmapped
enzymes	chondroitinase ABC		0.000	1	unmapped
enzymes	SmE		0.000	1	unmapped
enzymes	MMP9		0.000	1	unmapped
enzymes	hPARG		0.000	1	unmapped
enzymes	V8		0.000	1	unmapped
enzymes	subtilisin		0.000	1	unmapped
enzymes	GingisREX		0.000	1	unmapped
enzymes	Heparinases		0.000	1	unmapped
enzymes	Neuraminidase		0.000	1	unmapped
enzymes	in-gel digestion		0.000	1	unmapped
enzymes	O-glycoprotease		0.000	1	unmapped
enzymes	PNGaseF		0.000	1	unmapped
enzymes	SpeB		0.000	1	unmapped
enzymes	IdeS		0.000	1	unmapped
enzymes	elastase		0.000	1	unmapped
enzymes	mucinase SmE		0.000	1	unmapped
fragmentation	HCD	HCD	1.000	1657	mapped
fragmentation	CID	CID	1.000	193	mapped
fragmentation	ETD	ETD	1.000	45	mapped
fragmentation	EThcD	EThcD	1.000	25	mapped
fragmentation	EtHCD	EThcD	1.000	1	mapped
fragmentation	MS3		0.000	12	unmapped
fragmentation	ESI		0.000	12	unmapped
fragmentation	CAD		0.000	5	unmapped
fragmentation	PASEF		0.000	5	unmapped
fragmentation	ddMS2		0.000	4	unmapped
fragmentation	SPS-MS3		0.000	3	unmapped
fragmentation	EI		0.000	3	unmapped
fragmentation	TIMS		0.000	2	unmapped
fragmentation	b ion-dominated		0.000	1	unmapped
fragmentation	MS/MS		0.000	1	unmapped
fragmentation	All-ion fragmentation		0.000	1	unmapped
fragmentation	ion trap		0.000	1	unmapped
fragmentation	sHCD		0.000	1	unmapped
fragmentation	CHOPIN		0.000	1	unmapped
fragmentation	ETciD		0.000	1	unmapped
fragmentation	FAIMS		0.000	1	unmapped
fragmentation	Not specified		0.000	1	unmapped
instrument	Q Exactive	Q Exactive	1.000	557	mapped
instrument	Q Exactive HF	Q Exactive HF	1.000	371	mapped
instrument	Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	1.000	348	mapped
instrument	Orbitrap Exploris 480	Orbitrap Exploris 480	1.000	251	mapped
instrument	Q Exactive Plus	Q Exactive Plus	1.000	179	mapped
instrument	Orbitrap Eclipse	Orbitrap Eclipse	1.000	133	mapped
instrument	LTQ Orbitrap Velos	LTQ Orbitrap Velos	1.000	127	mapped
instrument	Orbitrap Fusion	Orbitrap Fusion	1.000	125	mapped
instrument	Q Exactive HF-X	Q Exactive HF-X	1.000	93	mapped
instrument	LTQ Orbitrap Elite	LTQ Orbitrap Elite	1.000	87	mapped
instrument	Orbitrap Astral	Orbitrap Astral	1.000	42	mapped
instrument	Q-Exactive HF	Q Exactive HF	1.000	28	mapped
instrument	LTQ Orbitrap	LTQ Orbitrap XL	0.973	27	mapped
instrument	Orbitrap Exploris 240	Orbitrap Exploris 240	1.000	27	mapped
instrument	Orbitrap Fusion Tribrid	Orbitrap Fusion	0.929	24	mapped
instrument	LTQ Orbitrap XL	LTQ Orbitrap XL	1.000	20	mapped
instrument	Orbitrap Ascend	Orbitrap Elite	0.865	18	mapped
instrument	Q-Exactive Plus	Q Exactive Plus	1.000	16	mapped
instrument	Orbitrap Fusion Lumos Tribrid	Orbitrap Fusion Lumos	0.937	16	mapped
instrument	Q-Exactive	Q Exactive	1.000	15	mapped
instrument	TripleTOF 5600	TripleTOF 5600	1.000	13	mapped
instrument	Q Exactive Plus Orbitrap	Q Exactive Plus	0.801	11	mapped
