pxd	run	coverage	scoring_mode	tissue_assigned	label_source	k	hamlet_terms	pred_tissue	confidence	chosen_conf	chosen_rank	mlmarker_agrees	in_training	native	material_type	disease_state
PXD020192	PXD020192-Sample 15	0.2788	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.7342	0.7342	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 16	0.2713	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.8067	0.8067	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 17	0.2552	predict_proba	Placenta	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Placenta	0.5956	0.5956	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 18	0.2564	predict_proba	Placenta	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Placenta	0.6225	0.6225	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 19	0.3982	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Thyroid	0.1175	0.0914	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 2	0.3358	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.891	0.891	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 20	0.4016	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Thyroid	0.1251	0.0892	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 21	0.3664	predict_proba	Testis	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Adrenal gland	0.3118	0.0727	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 22	0.3338	predict_proba	Testis	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Adrenal gland	0.3198	0.0699	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 23	0.19	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.2084	0.2084	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 24	0.1997	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.2727	0.2727	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 25	0.251	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.289	0.289	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 26	0.2534	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.2763	0.2763	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 27	0.2492	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Liver	0.9235	0.9235	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 28	0.2492	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Liver	0.8707	0.8707	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 29	0.198	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Heart	0.4482	0.4482	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 3	0.3357	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.8918	0.8918	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 30	0.1888	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Heart	0.4604	0.4604	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 31	0.2281	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.3261	0.3261	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 32	0.2306	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.3334	0.3334	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 33	0.2285	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Esophagus	0.3356	0.1602	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 34	0.231	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Esophagus	0.3346	0.1795	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 35	0.2905	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Stomach	0.5501	0.0436	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 36	0.2805	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Stomach	0.5257	0.0444	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 37	0.2283	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Duodenum	0.239	0.2071	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 38	0.2358	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Duodenum	0.2072	0.1737	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 39	0.2504	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Liver	0.0816	0.0816	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 4	0.3338	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.8865	0.8865	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 40	0.2562	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Esophagus	0.1158	0.0811	4.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 41	0.3114	predict_proba	Kidney	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Kidney	0.776	0.776	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 42	0.3091	predict_proba	Kidney	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Kidney	0.818	0.818	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 43	0.201	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Esophagus	0.2186	0.06	5.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 44	0.1975	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Esophagus	0.2338	0.0663	4.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 45	0.2189	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Urinary bladder	0.09	0.0768	4.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 46	0.1627	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Endometrium	0.0897	0.0725	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 47	0.2522	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Adipose tissue	0.1039	0.0653	5.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 48	0.2268	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Salivary gland	0.1003	0.0806	4.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 49	0.2358	predict_proba	Spleen	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Spleen	0.1623	0.1623	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 5	0.3332	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.8403	0.8403	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 50	0.2273	predict_proba	Spleen	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Spleen	0.1934	0.1934	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 51	0.1209	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Stomach	0.156	0.1068	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 52	0.1209	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.1432	0.1432	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 53	0.2412	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.0886	0.0886	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 54	0.2335	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.0991	0.0991	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 55	0.1617	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Stomach	0.1077	0.0919	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 56	0.1567	predict_proba	Colon	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Colon	0.1059	0.1059	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 57	0.2213	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Urinary bladder	0.1276	0.0839	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 58	0.2148	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Urinary bladder	0.1151	0.0951	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 59	0.2213	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Thyroid	0.1908	0.0683	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 6	0.338	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.8639	0.8639	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 60	0.2059	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Thyroid	0.2025	0.0599	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 63	0.2303	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Adipose tissue	0.1815	0.0993	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 64	0.2347	predict_proba	Liver	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Adipose tissue	0.2023	0.1007	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 65	0.2909	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.1382	0.1382	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 66	0.2775	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Lung	0.1449	0.1449	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 67	0.2629	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Salivary gland	0.5239	0.0634	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 68	0.2676	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Salivary gland	0.5257	0.0696	3.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 69	0.1831	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Heart	0.2926	0.2926	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 7	0.3569	predict_proba	Brain	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Brain	0.9113	0.9113	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 70	0.1863	predict_proba	Heart	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Heart	0.2429	0.2429	1.0	True	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 71	0.252	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Prostate	0.5058	0.0469	2.0	False	True	True	tissue; biofluid	healthy
PXD020192	PXD020192-Sample 72	0.2392	predict_proba	Lung	HAMLET list + MLMarker choice	11	['spleen', 'bone marrow', 'zone of skin', 'lymph node', 'colon', 'liver', 'lung', 'kidney', 'brain', 'heart', 'placenta', 'testis', 'urine', 'cerebrospinal fluid', 'synovial fluid', 'seminal fluid', 'sweat', 'vaginal fluid', 'nipple aspirate fluid']	Prostate	0.5213	0.0542	2.0	False	True	True	tissue; biofluid	healthy
