pxd,agent,field,earlier,expanded,category,similarity,earlier_id,expanded_id,hops
PXD059976,TechnicalAgent,reduction_concentration,5 mm,5 mm,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD060046,TechnicalAgent,acquisition_method,dia,data-independent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003215,MS:1003215,0
PXD060046,TechnicalAgent,alkylation_reagent,chloroacetamide,chloroacetamide,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,alkylation_concentration,10 mm,10 mm,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,alkylation_concentration,5 mm,5 mm,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,cleavage_agent,lys-c endopeptidase,lys-c,SEMANTIC_CANDIDATE,0.7416726350784302,,MS:1001309,
PXD060046,TechnicalAgent,cleavage_agent,modified sequencing-grade trypsin,trypsin,SEMANTIC_CANDIDATE,0.8282764554023743,,MS:1001251,
PXD060046,TechnicalAgent,collision_energy,20% nce,20% nce,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,collision_energy,25%,25%,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,collision_energy,27%,27%,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,enrichment_method,gst-tagged af1521 macrodomain beads,gst-tagged af1521 macrodomain beads,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,enrichment_method,zrimac-hp beads,zrimac-hp beads,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,fragmentation_method,electron-transfer/higher-energy collision dissociation (ethcd),ethcd,SEMANTIC_CANDIDATE,0.7315890192985535,,MS:1002631,
PXD060046,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,instrument,orbitrap exploris 480,orbitrap exploris 480,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,instrument,orbitrap fusion lumos tribrid ms,orbitrap fusion lumos tribrid ms,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,ionization_type,electrospray ionization (esi),electrospray ionization,SEMANTIC_CANDIDATE,0.9658845067024231,,MS:1000073,
PXD060046,TechnicalAgent,labeling,label-free,label-free quantification,SEMANTIC_CANDIDATE,0.8372437953948975,,,
PXD060046,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,ptm,"adpr on cysteine, aspartic acid, glutamic acid, histidine, lysine, arginine, serine, threonine, and tyrosine residues",adpr,SEMANTIC_CANDIDATE,0.806739330291748,,,
PXD060046,TechnicalAgent,ptm,cysteine carbamidomethylation,cysteine carbamidomethylation,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,ptm,methionine oxidation,methionine oxidation,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,ptm,n-terminal acetylation,n-terminal acetylation,EXACT_LEXICAL,1.0,,,
PXD060046,TechnicalAgent,ptm,"phosphorylation on serine, threonine, and tyrosine",phosphorylation,SEMANTIC_CANDIDATE,0.80110764503479,,,
PXD060046,TechnicalAgent,reduction_reagent,tris(2-carboxyethyl)phosphine (tcep),tcep,SEMANTIC_CANDIDATE,0.7668837904930115,,CHEBI:63213,
PXD060046,TechnicalAgent,reduction_concentration,5 mm,5 mm,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD060153,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,collision_energy,stepped nce of 35 with 2 steps,stepped nce of 35 with 2 steps,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,enrichment_method,lectin-based enrichment,lectin-based enrichment,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,instrument,qexactive plus,qexactive plus,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,ptm,carbamidomethylcysteine,carbamidomethylcysteine,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,ptm,oxidation of methionine,oxidation of methionine,EXACT_LEXICAL,1.0,,,
PXD060153,TechnicalAgent,reduction_reagent,dtt,dtt,EXACT_LEXICAL,1.0,,,
PXD060326,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD060708,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,alkylation_concentration,50 mm,50 mm,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,cleavage_agent,trypsin,solu-trypsin,SEMANTIC_CANDIDATE,0.8722701072692871,MS:1001251,,
PXD060854,TechnicalAgent,collision_energy,35,35,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,collision_energy,38,38,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,collision_energy,45%,45%,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,enrichment_method,hunter,hunter,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,fractionation_method,brp,brp,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,fractionation_method,faims,high‐faims,SEMANTIC_CANDIDATE,0.8139576315879822,,,
PXD060854,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,instrument,orbitrap fusion lumos,orbitrap fusion lumos,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,labeling,tmtpro,tmtpro,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,ptm,acetylation,n-terminal acetylation,SEMANTIC_CANDIDATE,0.774315357208252,,,
PXD060854,TechnicalAgent,ptm,carbamidomethylation,cysteine carbamidomethylation,SEMANTIC_CANDIDATE,0.8876978158950806,,,
PXD060854,TechnicalAgent,ptm,tmt‐labeling,n-terminal and lysine tmtpro-labelling,SEMANTIC_CANDIDATE,0.8085291385650635,,,
PXD060854,TechnicalAgent,reduction_reagent,dtt,dtt,EXACT_LEXICAL,1.0,,,
PXD060854,TechnicalAgent,reduction_concentration,20 mm,20 mm,EXACT_LEXICAL,1.0,,,
PXD060982,TechnicalAgent,ptm,phosphorylation,phosphorylation,EXACT_LEXICAL,1.0,,,
PXD061092,TechnicalAgent,labeling,label-free,label-free quantification,SEMANTIC_CANDIDATE,0.8372437953948975,,,
PXD061290,TechnicalAgent,acquisition_method,dda,dda,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,alkylation_reagent,2-chloroacetamide (caa),2-chloroacetamide (caa),EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,alkylation_concentration,50 mm,50 mm,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,collision_energy,27% normalized collision energy,27% normalized collision energy,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,fragmentation_method,higher-energy collision dissociation (hcd),hcd,SEMANTIC_CANDIDATE,0.7146260738372803,,MS:1000422,
PXD061290,TechnicalAgent,instrument,q exactive hf mass spectrometer,q exactive hf mass spectrometer,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,reduction_reagent,tris (2-carboxyethyl) phosphine hydrochloride (tcep),tris (2-carboxyethyl) phosphine hydrochloride (tcep),EXACT_LEXICAL,1.0,,,
PXD061290,TechnicalAgent,reduction_concentration,10 mm,10 mm,EXACT_LEXICAL,1.0,,,
PXD061427,TechnicalAgent,labeling,label-free,label free,SEMANTIC_CANDIDATE,0.9735952019691467,,,
PXD061576,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD061698,TechnicalAgent,acquisition_method,data-independent acquisition (dia),data-independent acquisition,SEMANTIC_CANDIDATE,0.9597733020782471,,MS:1003215,
PXD061698,TechnicalAgent,instrument,orbitrap astral mass spectrometer,orbitrap astral mass spectrometer,EXACT_LEXICAL,1.0,,,
PXD061698,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD061698,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD062079,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,alkylation_concentration,50 mm iaa in ua buffer,50 mm iaa in ua buffer,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,cleavage_agent,trypsin,trypsin/lysc,SEMANTIC_CANDIDATE,0.8541996479034424,MS:1001251,,
PXD062079,TechnicalAgent,collision_energy,28,28,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,instrument,q exactive plus,q exactive plus,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,ionization_type,esi,esi,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,ptm,carbamidomethylation (c),carbamidomethylation,SEMANTIC_CANDIDATE,0.979387104511261,,,
PXD062079,TechnicalAgent,ptm,"deamidation (n, q)","deamidation (n, q)",EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,ptm,oxidation (m),oxidation (m),EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,reduction_reagent,dithiothreitol,dithiothreitol,EXACT_LEXICAL,1.0,,,
PXD062079,TechnicalAgent,reduction_concentration,50 mm dtt in ua buffer,50 mm dtt in ua buffer,EXACT_LEXICAL,1.0,,,
PXD062315,TechnicalAgent,labeling,label-free,label free,SEMANTIC_CANDIDATE,0.9735952019691467,,,
PXD062354,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD062354,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,alkylation_concentration,18.75 mm,18.75 mm,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,alkylation_concentration,20 mm,20 mm,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,alkylation_concentration,50 mm,50 mm,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,collision_energy,30–60 v,30–60 v,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,collision_energy,35%,35%,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,collision_energy,60%,60%,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,fractionation_method,high ph reversed-phase chromatography,high ph reversed-phase chromatography,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,fragmentation_method,cid,cid,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,instrument,orbitrap fusion lumos,orbitrap fusion lumos,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,ionization_type,nano-electrospray ionisation,nano-electrospray ionisation,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,labeling,tmt,tmt,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,labeling,tmtpro,tmtpro,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,ptm,carbamidomethylation of cysteine,carbamidomethylation of cysteine (+57.02146 da),SEMANTIC_CANDIDATE,0.8488267660140991,,,
PXD062354,TechnicalAgent,ptm,n-terminal acetylation,n-terminal acetylation (+42.0106 da),SEMANTIC_CANDIDATE,0.7753413915634155,,,
PXD062354,TechnicalAgent,ptm,n-terminal tmtpro labelling,n-terminal tmtpro labelling (+304.20715 da),SEMANTIC_CANDIDATE,0.8490070104598999,,,
PXD062354,TechnicalAgent,ptm,oxidation of methionine,oxidation of methionine (+15.9949 da),SEMANTIC_CANDIDATE,0.8751886487007141,,,
PXD062354,TechnicalAgent,ptm,tmtpro labelling of lysine,tmtpro labelling of lysine (+304.20715 da),SEMANTIC_CANDIDATE,0.8525257706642151,,,
PXD062354,TechnicalAgent,reduction_reagent,dithiothreitol,dithiothreitol,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,reduction_reagent,tcep,tcep,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,reduction_concentration,10 mm,10 mm,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,reduction_concentration,12.5 mm,12.5 mm,EXACT_LEXICAL,1.0,,,
PXD062354,TechnicalAgent,reduction_concentration,83.3 mm,83.3 mm,EXACT_LEXICAL,1.0,,,
PXD062474,TechnicalAgent,acquisition_method,dia,data-independent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003215,MS:1003215,0
PXD062474,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD062474,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD062474,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD062474,TechnicalAgent,instrument,orbitrap astral mass spectrometer,orbitrap astral,SEMANTIC_CANDIDATE,0.8547564744949341,,MS:1003378,
PXD062474,TechnicalAgent,ionization_type,easy-spray source,easy-spray,SEMANTIC_CANDIDATE,0.9052795171737671,,,
PXD062474,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD062474,TechnicalAgent,mass_analyzer,orbitrap astral,orbitrap,SEMANTIC_CANDIDATE,0.77342289686203,MS:1003378,MS:1000484,
PXD062474,TechnicalAgent,reduction_reagent,tris(2-carboxyethyl)phosphine,tris(2-carboxyethyl)phosphine,EXACT_LEXICAL,1.0,,,
PXD062944,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,collision_energy,27%,27%,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,instrument,orbitrap fusion tribrid,orbitrap fusion,SEMANTIC_CANDIDATE,0.9287940859794617,,MS:1002416,
PXD063060,TechnicalAgent,ionization_type,esi,esi,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,ptm,carbamidomethyl,carbamidomethylation,SEMANTIC_CANDIDATE,0.8428014516830444,,,
PXD063060,TechnicalAgent,ptm,n-terminal protein acetylation,n-terminal protein acetylation,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,ptm,oxidation,oxidation,EXACT_LEXICAL,1.0,,,
PXD063060,TechnicalAgent,reduction_reagent,dithiothreitol,dithiothreitol (dtt),SEMANTIC_CANDIDATE,0.9569664001464844,,,
PXD063349,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD063595,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD063965,TechnicalAgent,ptm,phosphorylation,phosphorylation,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,acquisition_method,dda,dda,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,alkylation_reagent,2‐chloroacetamide,chloroacetamide,SEMANTIC_CANDIDATE,0.94248366355896,,,
PXD064062,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,fragmentation_method,cid,cid,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,instrument,orbitrap eclipse tribrid,orbitrap eclipse,SEMANTIC_CANDIDATE,0.9067347645759583,,MS:1003029,
PXD064062,TechnicalAgent,instrument,orbitrap fusion lumos,orbitrap fusion lumos,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD064062,TechnicalAgent,reduction_reagent,dtt,dtt,EXACT_LEXICAL,1.0,,,
PXD064197,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD064434,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD064434,TechnicalAgent,ptm,phosphorylation,phosphorylated residue,SEMANTIC_CANDIDATE,0.8687477111816406,,MOD:00696,
PXD064564,TechnicalAgent,acquisition_method,dia,dia,EXACT_LEXICAL,1.0,,,
PXD064564,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD064564,TechnicalAgent,instrument,orbitrap astral,orbitrap astral,EXACT_LEXICAL,1.0,,,
PXD064564,TechnicalAgent,ionization_type,esi,esi,EXACT_LEXICAL,1.0,,,
PXD064564,TechnicalAgent,labeling,label-free,label-free quantification,SEMANTIC_CANDIDATE,0.8372437953948975,,,
PXD064564,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD064751,TechnicalAgent,labeling,tmt,tmt,EXACT_LEXICAL,1.0,,,
PXD064858,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,alkylation_concentration,20 mm,20 mm,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,cleavage_agent,lysc,lys-c,SEMANTIC_CANDIDATE,0.9327704906463623,,MS:1001309,
PXD065168,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,collision_energy,20 ev,20 ev,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,labeling,tmt,tmt,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,reduction_reagent,tcep,tcep,EXACT_LEXICAL,1.0,,,
PXD065168,TechnicalAgent,reduction_concentration,5 mm,5 mm,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD066224,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,enrichment_method,tio2,tio2,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,fractionation_method,brplc,brplc,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,instrument,q-exactive hf-x,q exactive hf-x,SEMANTIC_CANDIDATE,0.9815266132354736,,MS:1002877,
PXD066224,TechnicalAgent,labeling,tmt,tmt,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD066224,TechnicalAgent,ptm,phosphorylation,phosphorylated residue,SEMANTIC_CANDIDATE,0.8687477111816406,,MOD:00696,
PXD066224,TechnicalAgent,ptm,tmt reporter ion tags,tmt reporter ion tags (229.1629 da) on n-termini and lysyl residues,SEMANTIC_CANDIDATE,0.7771910429000854,,,
PXD066622,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,acquisition_method,dda,dda,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,cleavage_agent,trypsin/lysc,trypsin/lysc,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,collision_energy,30%,30%,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,instrument,exploris 240,exploris 240 mass spectrometer,SEMANTIC_CANDIDATE,0.84684157371521,,,
PXD066998,TechnicalAgent,labeling,label-free,label-free quantification,SEMANTIC_CANDIDATE,0.8372437953948975,,,
PXD066998,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,ptm,carbamidomethylation,carbamidomethylation,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,ptm,deamidation,deamidation,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,ptm,oxidation,oxidation,EXACT_LEXICAL,1.0,,,
PXD066998,TechnicalAgent,ptm,phosphorylation,phosphorylation,EXACT_LEXICAL,1.0,,,
PXD067201,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD067474,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD068424,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD068424,TechnicalAgent,collision_energy,30,30,EXACT_LEXICAL,1.0,,,
PXD068424,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD068424,TechnicalAgent,instrument,orbitrap fusion lumos tribrid mass spectrometer,orbitrap fusion lumos tribrid,SEMANTIC_CANDIDATE,0.9116756916046143,,,
PXD068424,TechnicalAgent,labeling,label-free,label free,SEMANTIC_CANDIDATE,0.9735952019691467,,,
PXD068424,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD068665,TechnicalAgent,ptm,adp-ribosylation,adp-ribosylation of aspartic acid (d),SEMANTIC_CANDIDATE,0.8111914396286011,,,
PXD069084,TechnicalAgent,acquisition_method,dda,data-dependent acquisition,ONTOLOGY_EQUIVALENT,1.0,MS:1003221,MS:1003221,0
PXD069084,TechnicalAgent,alkylation_reagent,iodoacetamide,iodoacetamide,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,alkylation_concentration,0.05m,0.05m,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,collision_energy,28,28,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,fractionation_method,sax,sax,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,instrument,q exactive orbitrap,q exactive orbitrap mass spectrometer,SEMANTIC_CANDIDATE,0.9509732723236084,,,
PXD069084,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD069084,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD000218,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD000218,TechnicalAgent,ptm,phosphorylation,phosphorylated residue,SEMANTIC_CANDIDATE,0.8687477111816406,,MOD:00696,
PXD000561,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,fractionation_method,brplc,brplc,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,instrument,ltq-orbitrap elite,ltq orbitrap elite,SEMANTIC_CANDIDATE,0.9820635914802551,,MS:1001910,
PXD000561,TechnicalAgent,instrument,ltq-orbitrap velos,ltq orbitrap velos,SEMANTIC_CANDIDATE,0.9832617044448853,,MS:1001742,
PXD000561,TechnicalAgent,ionization_type,nanoesi,nanoesi,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,ptm,acetylation,acetylation,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,ptm,carbamidomethylation,carbamidomethylation,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,ptm,cyclization,cyclization,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,ptm,oxidation,oxidation,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,reduction_reagent,dtt,dtt,EXACT_LEXICAL,1.0,,,
PXD000561,TechnicalAgent,reduction_concentration,100 mm,100 mm,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,acquisition_method,dda,dda,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,cleavage_agent,trypsin,trypsin,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,fragmentation_method,cid,cid,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,fragmentation_method,hcd,hcd,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,instrument,orbitrap velos pro,orbitrap velos pro,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,instrument,q-exactive,q-exactive,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,labeling,label-free,label-free,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,mass_analyzer,orbitrap,orbitrap,EXACT_LEXICAL,1.0,,,
PXD001118,TechnicalAgent,ptm,acetyl[k],acetyl[k]/+42.011,SEMANTIC_CANDIDATE,0.7380406856536865,,,
PXD001118,TechnicalAgent,ptm,dimethyl[k],dimethyl[k]/+28.031,SEMANTIC_CANDIDATE,0.7612295150756836,,,
PXD001118,TechnicalAgent,ptm,methyl_propionyl[k],methyl_propionyl[k]/+70.042,SEMANTIC_CANDIDATE,0.701812744140625,,,
PXD001118,TechnicalAgent,ptm,propionyl[peptide n-term],peptide n-terminal propionylation,SEMANTIC_CANDIDATE,0.7059087753295898,,,
