field,value,ontology_id
instrument,orbitrap velos pro,MS:1003096
instrument,orbitraptm astraltm,
instrument,orbitraptm astraltm mass spectrometer,
instrument,orbitrap‐fusion,
instrument,oritrap exploris 480,
instrument,q exactive,MS:1001911
instrument,q exactive hf,MS:1002523
instrument,q exactive hf hybrid quadrupole orbitrap mass spectrometer,
instrument,q exactive hf hybrid quadrupole orbitrap mass spectrometer (thermo fisher scientific),
instrument,q exactive hf hybrid quadrupole-orbitrap ms,
instrument,q exactive hf hybrid quadrupole-orbitraptm mass spectrometer,
instrument,q exactive hf mass spectrometer,
instrument,q exactive hf orbitrap,
instrument,q exactive hf orbitrap mass spectrometer,
instrument,q exactive hf orbitrap ms,
instrument,q exactive hf-x,MS:1002877
instrument,q exactive hf-x hybrid quadrupole-orbitrap mass spectrometer,
instrument,q exactive hf-x hybrid quadrupole-orbitrap ms,
instrument,q exactive hf-x orbitrap,
instrument,q exactive hf/hf-x,
instrument,q exactive hfx,
instrument,q exactive hfx mass spectrometer,
instrument,"q exactive hfx, thermo scientific",
instrument,q exactive hf‐x,
instrument,"q exactive hf‐x mass spectrometer (thermofisher, bremen, de) coupled with an lc evosep one system (evosep, odense, dk).",
instrument,q exactive hybrid,
instrument,q exactive hybrid quadrupole-orbitrap mass spectrometer,
instrument,q exactive mass spectrometer,
instrument,"q exactive mass spectrometer (thermofisher scientific, bremen, de) coupled to an easy‐nlctm 1200 chromatography system (thermofisher scientific).",
instrument,q exactive orbitrap,
instrument,q exactive orbitrap mass spectrometer,
instrument,q exactive orbitrap ms,
instrument,q exactive plus,MS:1002634
instrument,q exactive plus hybrid quadrupole-orbitrap,
instrument,q exactive plus hybrid quadrupole-orbitrap mass spectrometer,
instrument,q exactive plus mass spectrometer,
instrument,q exactive plus or hf,
instrument,q exactive spectrometer,
instrument,q exactivetm hf mass spectrometer,
instrument,q exactivetm plus,
instrument,q-exactive,
instrument,q-exactive (thermo scientific),
instrument,q-exactive +,
instrument,q-exactive hf,
instrument,q-exactive hf (thermo scientific),
instrument,q-exactive hf electrospray ionization-hybrid quadrupole-orbitrap mass spectrometer,
instrument,q-exactive hf hybrid quadrupole-orbitrap,
instrument,q-exactive hf mass spectrometer,
instrument,q-exactive hf ms,
instrument,q-exactive hf orbitrap,
instrument,q-exactive hf orbitrap mass spectrometer,
instrument,q-exactive hf quadrupole orbitrap mass spectrometer,
instrument,q-exactive hf quadrupole orbitrap tandem mass spectrometer,
instrument,q-exactive hf-x,
instrument,q-exactive hf-x mass spectrometer,
instrument,q-exactive high field x,
instrument,q-exactive high field x quadrupole-orbitrap mass spectrometer,
instrument,q-exactive hybrid quadrupole orbitrap,
instrument,q-exactive hybrid quadrupole-orbitrap mass spectrometer,
instrument,q-exactive mass spectrometer,
instrument,q-exactive orbitrap,
instrument,q-exactive orbitrap and lumos mass spectrometer,
instrument,q-exactive orbitrap mass spectrometer,
instrument,q-exactive plus,
instrument,q-exactive plus biopharma,
instrument,q-exactive plus hybrid quadrupole-orbitrap,
instrument,q-exactive plus hybrid quadrupole-orbitrap mass spectrometer,
instrument,q-exactive plus mass spectrometer,
instrument,q-exactive plus ms,
instrument,q-exactive plus orbitrap mass spectrometer,
instrument,q-exactive quadrupole orbitrap mass spectrometer,
instrument,q-exactive quadrupole-orbitrap instrument,
instrument,q-exactive-hf,
instrument,q-exactive-orbitrap mass spectrometer,
instrument,q-exactive-plus,
instrument,q-exactivetm plus hybrid-quadrupol orbitraptm mass spectrometer,
instrument,"qe-hf, thermofisher scientific",
instrument,qe-hfx,
instrument,qexactive,
instrument,qexactive exploris,
instrument,qexactive hf,
instrument,qexactive hf mass spectrometer,
instrument,qexactive mass spectrometers,
instrument,qexactive orbitrap,
instrument,qexactive orbitrap mass spectrometer,
instrument,qexactive plus,
instrument,qexactive plus (thermo fisher scientific),
instrument,qexactive plus mass spectrometer,
instrument,qexavtive-hf,
instrument,quadrupole based qexactive instrument,
instrument,quadrupole orbitrap mass spectrometer,
instrument,q‐exactive,
instrument,q‐exactive + mass spectrometer,
instrument,q‐exactive hf,
instrument,q‐exactive hf‐x,
instrument,q‐exactive orbitrap mass spectrometer,
instrument,scie triple tof 5600+,
instrument,sciex 6500+,
instrument,sciex tripletof 5600+,
instrument,thermo electron ltq orbitrap hybrid mass spectrometer system,
instrument,thermo exploris 480,
instrument,thermo fisher qe-hfx,
instrument,thermo fisher scientific q-exactive mass spectrometer,
instrument,thermo fisher velos orbitrap,
instrument,thermo fisher velos orbitrap mass spectrometer,
instrument,thermo ltq-orbitrap elite,
instrument,thermo orbitrap exploris 240,
instrument,thermo orbitrap exploris 480,
instrument,thermo orbitrap fusion,
instrument,thermo orbitrap fusion lumos,
instrument,thermo q exactive hf-x mass spectrometer,
instrument,thermo q exactive hybrid quadrupole-orbitrap plus mass spectrometer,
instrument,thermo q exactive mass spectrometer,
instrument,thermo q-exactive hf,
instrument,thermo q-exactive plus,
instrument,thermo q-exactive plus orbitrap,
instrument,thermo qe plus obritrap,
instrument,thermo scientific fusion,
instrument,thermo scientific orbitrap exploris 480,
instrument,thermo scientific orbitrap fusion tribrid mass spectrometer,
instrument,thermo scientific q exactive,
instrument,thermo scientific q exactive hf,
instrument,thermo scientific q exactive hf mass spectrometer,
instrument,thermo scientific q exactive hf-x,
instrument,thermo scientific q exactive hf-x orbitrap,
instrument,thermo scientific q exactive mass spectrometer,
instrument,thermo scientific q exactive-hf,
instrument,thermofisher scientific qexactive,
instrument,thermoscientifictmorbitraptmexploris480tmmass spectrometer,
instrument,tims quadrupole time-of-flight timstof pro 2 instrument (bruker daltonics),
instrument,tims tof pro,
instrument,tims tof pro mass spectrometer,
instrument,timstof ht,MS:1003404
instrument,timstof ht mass spectrometer (bruker daltonics),
instrument,timstof ht-evosep,
instrument,timstof pro,MS:1003005
instrument,timstof pro 2,MS:1003230
instrument,timstof pro mass spectrometer,
instrument,trapped ion mobility spectrometry time-of-flight pro2,
instrument,triple quadrupole (qqq) 6460 ms from agilent technologies,
instrument,triple-quadrupole mass spectrometer,
instrument,tripletof,
instrument,"tripletof 5,600 ms",
instrument,tripletof 5600,MS:1000932
instrument,tripletof 5600 system,
instrument,tripletof 5600+,MS:1002584
instrument,tsq quantiva,MS:1002418
instrument,tsq vantage triple quadrupole,
instrument,velos orbitrap,
instrument,velos pro elite mass spectrometer,
instrument,waters xevo tq-xs triple quadrupole mass spectrometer,
instrument,xevo g2-xs,
instrument,xevo tq-xs,MS:1002730
instrument,xevo tq-xs triple quadrupole mass spectrometer (waters),
instrument,xevo-tqs,
instrument,zenotrap time-of-flight 7600,
ionization_type,captive spray ion source,
ionization_type,captivespray nanoelectrospray,
ionization_type,captivespray source,
ionization_type,directly electrosprayed,
ionization_type,easy-spray,
ionization_type,easy-spray ion source,
ionization_type,easy-spray source,
ionization_type,easyspray,
ionization_type,easyspray ionization,
ionization_type,easyspray nanospray source,
ionization_type,easyspray source,
ionization_type,easy‐spray column,
ionization_type,easy‐spray esi source,
ionization_type,easy‐spray source,
ionization_type,electro spray ionization,
ionization_type,electrospray,
ionization_type,electrospray ionization,MS:1000073
ionization_type,electrospray ionization (esi),
ionization_type,electrospray-ionized,
ionization_type,electrosprayed,
ionization_type,eletrosprayed,
ionization_type,esi,MS:1000073
ionization_type,faims pro,
ionization_type,ion spray,
ionization_type,lc-esi,
ionization_type,maldi,MS:1000075
ionization_type,nano electrospray,
ionization_type,nano electrospray ion source,
ionization_type,nano electrospray source,
ionization_type,nano electro‐spray,
ionization_type,nano electro‐spray ion source,
ionization_type,nano esi,
ionization_type,nano spray ion source,
ionization_type,nano-electroionization,
ionization_type,nano-electrospray,
ionization_type,nano-electrospray emitter,
ionization_type,nano-electrospray ion source,
ionization_type,nano-electrospray ionisation,
ionization_type,nano-electrospray ionization,
ionization_type,nano-electrospray ionization (nesi),
ionization_type,nano-flow,
ionization_type,nano-hplc interface,
ionization_type,nano-hplc-ms/ms,
ionization_type,nano-spray electroionization,
ionization_type,nano-spray electroionization source,
ionization_type,nanoelectrospray,MS:1000398
ionization_type,nanoelectrospray ion source,
ionization_type,nanoelectrospray ionization,
ionization_type,nanoelectrospray ionization source,
ionization_type,nanoesi,
ionization_type,nanoflex,
ionization_type,nanoflex ion source,
ionization_type,nanoflex source,
ionization_type,nanoflex source interface,
ionization_type,nanoflow,
ionization_type,nanolc,
ionization_type,nanolc-ms/ms,
ionization_type,nanolcms/ms,
ionization_type,nanospray,MS:1000398
ionization_type,nanospray flex,
ionization_type,nanospray flex (nsi) ion source,
ionization_type,nanospray flex ion source,
ionization_type,nanospray flextm,
ionization_type,nanospray ion source,
ionization_type,nanospray ionization,
ionization_type,nanosprayflex,
ionization_type,nanosprayflextm,
ionization_type,nanospray‐flex ion source,
ionization_type,nano‐electrospray,
ionization_type,nano‐electrospray ion source,
ionization_type,nesi,
ionization_type,nesl,
ionization_type,nsi,
ionization_type,picoview ion source,
ionization_type,positive esi,
ionization_type,positive ion mode,
ionization_type,positive ionization,
ionization_type,positive ionization mode,
ionization_type,positive mode,
ionization_type,sprayed,
ionization_type,thermo nanospray flex ion source,
ionization_type,triversa nanomate system,
labeling,(tmtpro)-16plex,
labeling,10-plex tmt,
labeling,11-plex isobaric labeling tmt reagent,
labeling,11-plex tandem mass tag,
labeling,11plex tmt,
labeling,12c3 light,
labeling,13c3 heavy,
labeling,16-plex tandem-mass-tag (tmt) labeling,
labeling,16-plex tmtpro,
labeling,16plex tmt labeling,
labeling,18o,
labeling,18o labeling,
labeling,2x(13)c,
labeling,"2x(13)c,4x(2)h labeled dimethylated l-lysine",
labeling,"2x(13)c,6x(2)h labeled dimethylated l-arginine",
labeling,4-plex itraq,
labeling,8-plex itraq,
labeling,absolute quantification,
labeling,apex - absolute protein expression,
labeling,aqua,
labeling,biotinylated,
labeling,bottom-up proteomics,MS:1003355
labeling,data independent acquisition,
labeling,data-dependent acquisition,MS:1003221
labeling,data-independent acquisition,MS:1003215
labeling,deuterium-labeled,
labeling,dileu,
labeling,dileu labeling,
labeling,dimethyl,
labeling,dimethyl labeled,
labeling,dimethyl labeling,
labeling,dimethyl labelling,
labeling,dimethyl lys 0 and n-term 0,
labeling,dimethyl lys 4 and n-term 4,
labeling,dimethylated l-lysine,
labeling,dimethylated residue,
labeling,dimethylation,
labeling,dimethylation (2plex),
labeling,dynamic silac,
labeling,dynamic silac labeling,
labeling,easi-tag,
labeling,empai,
labeling,heavy formaldehyde (c13d2),
labeling,heavy isotope absolute quantification,
labeling,heavy stable isotope label residue,
labeling,hytane,
labeling,ibaq (intensity based absolute quantitation),
labeling,icat,
labeling,in-gel stable isotope labelling,
labeling,iodoacetamide,
labeling,irtkit,
labeling,isobaric labeling,
labeling,isobaric quantitative protein interaction reporter (iqpir),
labeling,isobaric tagging,
labeling,isobaric tags for relative and absolute quantification,
labeling,isobaric tandem mass tags (tmt)-10plex,
labeling,isobarically labeled,
labeling,isotope labeling,
labeling,isotope ratio mass spectrometry,
labeling,isotopic labeling,
labeling,isotopically labeled biotin,
labeling,itraq,
labeling,itraq 8-plex,
labeling,itraq-8plex,
labeling,itraq-tagged,
labeling,itraq8plex,
labeling,label free,
labeling,label free analysis,
labeling,label free quantification,
labeling,label free quantification (lfq),
labeling,label free quantitation,
labeling,label free sample,MS:1002038
labeling,label-based,
labeling,label-free,
labeling,label-free protein quantification,
labeling,label-free quantification,
labeling,label-free quantification (lfq),
labeling,label-free quantification method,
labeling,label-free quantification mode,
labeling,label-free quantitation (lfq),
labeling,label-free quantitation was set with a retention time alignment window of 3 min.,
labeling,label-free quantitative proteomics,
labeling,label‐free (lfq),
labeling,label‐free quantitation (lfq),
labeling,lf,
labeling,lfq,
labeling,light and heavy iodoacetamide (iaa),
labeling,light formaldehyde (c12h2),
labeling,light/medium dimethylation,
labeling,maxlfq,
labeling,maxquant,MS:1001583
labeling,ms1 based isotope labeling,
labeling,ms1 intensity based label-free quantification method,
labeling,normalized spectral abundance factor - nsaf,
labeling,nsaf,
labeling,parallel reaction monitoring (prm),
labeling,peptide counting,
labeling,protein abundance index - pai,
labeling,pulse silac,
labeling,pulse-silac,
labeling,relative quantification,
labeling,selected ion chromatogram,
labeling,shtmtpro,
labeling,sil,
labeling,silac,
labeling,sis,
labeling,spectral abundance factor - saf,
labeling,spectral counting,
labeling,spectrum count/molecular weight,
labeling,spectrum counting,
labeling,srm-sis,
labeling,stable isotope dimethyl labeling,
labeling,stable isotope dynamic labelling,
labeling,stable isotope labeling with tandem mass tags (tmt-18plex),
labeling,stable isotope labelling,
labeling,stable isotope ratio,
labeling,stable isotope-labeled peptides,
labeling,stable isotope-labeled reference peptides,
labeling,stable isotope-labeled standards,
labeling,super-silac,
labeling,swath ms,
labeling,tails,
labeling,tandem mass tag,
labeling,tandem mass tag (tmt),
labeling,tandem mass tag (tmt) assays,
labeling,tandem mass tag (tmt) labeling approach,
labeling,tandem mass tag (tmt) multiplexes,
labeling,tandem mass tag (tmt)-based proteomics,
labeling,tandem mass tag (tmt10plex) labels (thermo fisher scientific),
labeling,tandem mass tag 10plex kits (thermo fisher scientific),
labeling,tandem mass tag pro reagents,
labeling,terminal isotopic labeling,
labeling,three-state silac,
labeling,three-state silac labeling,
labeling,tic,MS:1000285
labeling,tmt,
labeling,tmt 10-plex,
labeling,tmt 10plex,
labeling,tmt 11plex,
labeling,tmt isobaric tags,
labeling,tmt labeling,
labeling,tmt labels,
labeling,tmt-10-plex,
labeling,tmt-10plex,
labeling,tmt-6-plex,
labeling,tmt10-plex,
labeling,tmt10plex,
labeling,tmt10plex label reagent,
labeling,tmt10plextm isobaric label reagents,
labeling,tmt11,
labeling,tmt11-plex,
labeling,"tmt126–tmt131 (thermo, 90061)",
labeling,tmt16plex,
labeling,tmt18plex,
labeling,tmt6-126 and tmt6-127,
labeling,tmt6plex,
labeling,tmt6plex-126,
labeling,tmt6plex-126 reporter+balance reagent acylated residue,
labeling,tmtpro,
labeling,tmtpro 16 plex,
labeling,tmtpro 16 plex labeling kit,
labeling,tmtpro 16-plex,
labeling,tmtpro 16plex,
labeling,tmtpro 16plex reagents,
labeling,tmtpro 18-plex,
labeling,tmtpro 18-plex label reagent set,
labeling,tmtpro 18-plex labeling,
labeling,tmtpro 18plex,
labeling,tmtpro 18plex reagents,
labeling,tmtpro 18plex reagents (k562) or tmtpro 6plex (nalm-6),
labeling,tmtpro 6plex,
labeling,tmtpro reagents (16plex),
labeling,tmtpro tags,
labeling,tmtpro-16plex,
labeling,tmtprotm 16plex,
labeling,tmtsixplex,
labeling,triplex silac,
mass_analyzer,astral,MS:1003379
mass_analyzer,dual-pressure linear ion trap (itms2),
mass_analyzer,hybrid quadrupole-orbitrap,
mass_analyzer,ion trap,MS:1000264
mass_analyzer,ion trap-orbitrap,
mass_analyzer,ion-routing multipole,
mass_analyzer,ion-trap,
mass_analyzer,iontrap,
mass_analyzer,linear ion trap,MS:1000291
mass_analyzer,ltq ion trap,
mass_analyzer,ltq-orbitrap,
mass_analyzer,orbitrap,MS:1000484
mass_analyzer,orbitrap astral,MS:1003378
mass_analyzer,orbitrap exploris 480,MS:1003028
mass_analyzer,orbitrap positive mode,
mass_analyzer,orbitrap tribrid,
mass_analyzer,orbitraptm astraltm,
mass_analyzer,qtof,
mass_analyzer,quadrupole,MS:1000081
mass_analyzer,quadrupole mass filter,
mass_analyzer,quadrupole orbitrap,
mass_analyzer,quadrupole time-of-flight,
mass_analyzer,quadrupole-orbital ion trap,
mass_analyzer,quadrupole-orbitrap,
mass_analyzer,survey spectra were acquired in the orbitrap,
mass_analyzer,tandem quadrupole,
mass_analyzer,time-of-flight,MS:1000084
mass_analyzer,timstof,MS:1003229
mass_analyzer,tof,MS:1000084
mass_analyzer,tribrid,
mass_analyzer,tribrion,
mass_analyzer,triple quadruple,
mass_analyzer,triple quadrupole,
mass_analyzer,triple-quadrupole,
mass_analyzer,triple-tof,
mass_analyzer,tripletof,
ptm,(r)-5-oxo-1,
ptm,10-plex tmt modifications,
ptm,10-plex tmt modifications on lys and n-terminal amines,
ptm,13c (6) silac label (+ 6.02),
ptm,13c(6) arginine (+6.020 da at arginine),
ptm,13c(6)15n(2) lysine (+8.014 da at lysine),
ptm,13c6-arginine,
ptm,"13c6-arginine and 13c6,15n2-arginine",
ptm,18o labeling of deglycosylated asparagine,
ptm,18o-labeled,
ptm,18o-labelled c-terminus,
ptm,2-hydroxyisobutyryl,
ptm,2-pyrrolidone-5-carboxylic acid (gln),MOD:00040
ptm,2-pyrrolidone-5-carboxylic acid (glu),MOD:00420
ptm,2h4-lysine,
ptm,"2x(13)c,4x(2)h labeled dimethylated l-lysine",MOD:01357
ptm,4-hydroxynonenal addition,
ptm,4-hydroxynonenal and/or 4-oxononenal addition to arginine and lysine residues,
ptm,4-oxononenal addition,
ptm,6x(13)c,
ptm,6x(13)c labeled residue,MOD:00544
ptm,8-plex itraq fixed modifications,
ptm,8-plex itraq labeling of lysines and peptide n-termini,
ptm,acetoacetylation,
ptm,acetyl,
ptm,acetyl (k),
ptm,acetyl (n-term),
ptm,acetyl (n‐term),
ptm,acetyl (protein n terminus),
ptm,acetyl (protein n-term),
ptm,acetyl (protein n-terminus),
ptm,acetyl (protein nterm),
ptm,acetyl (protein n‐term),
ptm,acetyl (protein n‐terminal),
ptm,"acetyl group modification at k, s, t and y residues",
ptm,"acetyl(protein, n-term)",
ptm,"acetyl, met-loss, or met-loss+acetyl (protein n-term)",
ptm,acetyl[k],
ptm,acetyl[k]/+42.011,
ptm,acetylated,
ptm,acetylated protein n-termini,
ptm,acetylated residue,MOD:02078
ptm,acetylation,
ptm,acetylation (k),
ptm,acetylation (lys and protein n-term),
ptm,acetylation (n terminus),
ptm,acetylation (n-term),
ptm,acetylation (protein n-term),
ptm,acetylation (protein n-terminus),
ptm,acetylation (protein n‐term),
ptm,acetylation (r),
ptm,acetylation at lysine,
ptm,acetylation at lysine and serine,
ptm,acetylation at lysine residue,
ptm,acetylation at n-terminal of proteins,
ptm,acetylation at protein n-termini,
ptm,acetylation at protein n-terminus,
ptm,acetylation at serine,
ptm,acetylation at the protein n-terminus,
ptm,acetylation at the protein n‐terminus,
ptm,acetylation of k,
ptm,acetylation of lysine,
ptm,acetylation of lysine (k),
ptm,acetylation of lysines,
ptm,acetylation of n termini,
ptm,acetylation of n-terminal,
ptm,acetylation of n-terminus,
ptm,acetylation of protein n termini,
ptm,acetylation of protein n terminus,
ptm,acetylation of protein n-termini,
ptm,acetylation of protein ntermini,
ptm,acetylation of protein n‐termini,
ptm,acetylation of proteins’ n-termini,
ptm,acetylation of the n-terminus,
ptm,acetylation of the protein n terminus,
ptm,acetylation of the protein n-term,
ptm,acetylation of the protein n-terminal,
ptm,acetylation of the protein n-terminus,
ptm,acetylation of the protein n-terminus (42 da),
ptm,"acetylation on lysine (k, 42.0106)",
ptm,acetylation on protein n-terminal,
ptm,acetylation on protein n‐term,
ptm,acetylation on protein n‐terminus,
ptm,acetylation with methionine loss,
ptm,addition of the tmt mass tag,
ptm,adenosine diphosphoribosyl (adp-ribosyl) modified residue,MOD:02087
ptm,adp-ribosylation,
ptm,adp-ribosylation of aspartic acid (d),
ptm,"adp-ribosylation of aspartic acid (d), glutamic acid (e), asparagine (n), glutamine (q), lysine (k), arginine (r), serine (s), cysteine (c), and histidine (h)",
ptm,"adp-ribosylation of aspartic acid (d), glutamic acid (e), asparagine (n), lysine (k), arginine (r), serine (s), cysteine (c), and histidine (h)",
ptm,"adp-ribosylation on cysteine, aspartic acid, glutamic acid, histidine, lysine, arginine, serine, threonine, and tyrosine residues",
ptm,adpr,
ptm,"adpr on cysteine, aspartic acid, glutamic acid, histidine, lysine, arginine, serine, threonine, and tyrosine residues",
ptm,alexa 488 fluorophore,
ptm,alkylated residue,MOD:00001
ptm,alkylation,
ptm,alkylation on cysteine,
ptm,alpha-amino propanoylated residue,MOD:00451
ptm,amidated,
ptm,amidated (c-term),
ptm,amidated residue,MOD:00674
ptm,ammonia loss of the n terminus,
ptm,ammonia-loss,
ptm,ammonia-loss at the n-terminus,
ptm,ampylation,
ptm,arg10 (r),
ptm,arginine (mono and di),
ptm,arginine (r),
ptm,arginine dimethylated,
ptm,arginine hydroimidazolone derivatives,
ptm,"arginine hydroimidazolone derivatives (g-h1, mg-h1, 3dg-h1)",
ptm,arginine methylation,
ptm,arginine pyrimidine,
ptm,arginine to phosphoserine,
ptm,arginine to serine,
ptm,arginine-methylated,
ptm,arginine-methylation,
ptm,asn deamidation,
ptm,asparagine (n),
ptm,asparagine and glutamine deamidation,
ptm,asparagine deamidation,
ptm,asparagine deamination,
ptm,asparagine/glutamine deamidation,
ptm,asymmetric dimethyl-l-arginine,MOD:00077
ptm,auto-sumoylation,
ptm,benzylpenicillin-modified,
ptm,biotin,
ptm,biotin-phenol conjugation of tyrosine,
ptm,biotin-phenol on tyrosine,
ptm,biotinylated iodoacetamide,
ptm,biotinylated residue,MOD:01885
ptm,biotinylation,MOD:01885
ptm,bp modification on cysteinylated cys (cysbp) (+453.10),
ptm,bp modifications on lys/arg/his/cys (+334.10),
ptm,bs3,
ptm,butyryl (k),
ptm,c carbamidomethylation,
ptm,c-mannose,
ptm,c-terminal amidation,
ptm,carba-midomethylation of cysteines,
ptm,"carbamidimethylation, oxidation, deamidation, phosphorylation",
ptm,carbamido- methyl,
ptm,carbamido-methyl,
ptm,carbamidometheylation,
ptm,carbamidometheylation on cysteinyl residues,
ptm,carbamidomethlylation of cysteines,
ptm,carbamidomethyl,
ptm,carbamidomethyl (+57.021 da) on cysteine,
ptm,carbamidomethyl (c),
ptm,carbamidomethyl (c) (fixed modification),
ptm,carbamidomethyl (cam),
ptm,carbamidomethyl (cys),
ptm,carbamidomethyl +57.021 da (c),
ptm,carbamidomethyl [c],
ptm,carbamidomethyl at cysteine,
ptm,carbamidomethyl at cysteine residues,
ptm,carbamidomethyl cys,
ptm,carbamidomethyl cysteine,
ptm,carbamidomethyl cysteine (+57.0215 on c),
ptm,carbamidomethyl modification,
ptm,carbamidomethyl modifications to cysteine,
ptm,carbamidomethyl of cysteine,
ptm,carbamidomethyl on cys,
ptm,carbamidomethyl on cysteine,
ptm,carbamidomethyl on cysteine residues,
ptm,carbamidomethyl on cysteines,
ptm,carbamidomethyl(c),
ptm,carbamidomethylated,
ptm,carbamidomethylated cysteine,
ptm,carbamidomethylation,
ptm,carbamidomethylation (c),
ptm,carbamidomethylation (cys),
ptm,"carbamidomethylation (cysteine), oxidation (methionine), and pyroglutamic acid (glutamic acid)",
ptm,carbamidomethylation at cys,
ptm,carbamidomethylation at cysteine,
ptm,carbamidomethylation at cysteine residues,
ptm,carbamidomethylation for cysteines,
ptm,carbamidomethylation of c,
ptm,carbamidomethylation of cys,
ptm,carbamidomethylation of cysteine,
ptm,carbamidomethylation of cysteine (+57.02146 da),
ptm,carbamidomethylation of cysteine (c),
ptm,carbamidomethylation of cysteine (c) residues,
ptm,carbamidomethylation of cysteine residues,
ptm,carbamidomethylation of cysteine residues (+57.0215 da),
ptm,carbamidomethylation of cysteine residues was a fixed modification.,
ptm,carbamidomethylation of cysteines,
ptm,carbamidomethylation of cysteines (+57.021 da),
ptm,carbamidomethylation of cysteines (c[160]),
ptm,carbamidomethylation on cysteine,
ptm,"carbamidomethylation on cysteine (c, 57.0215)",
ptm,carbamidomethylation on cysteine residues,
ptm,carbamidomethylation on cysteines,
ptm,carbamidomethylcysteine,
ptm,carbamidometylation,
ptm,carbamindomethyl (c),
ptm,carbaminomethylation,
ptm,carbaminomethylation on cysteine,
ptm,carbamoylated residue,MOD:00398
ptm,carbamydomethylation,
ptm,carbamydomethylation of cysteine,
ptm,carbamyl,
ptm,carbamylated (lys),
ptm,carbamylation,
ptm,carbamylation (k),
ptm,carbamylation c,
ptm,carbidomethylation,
ptm,carbonylation,
ptm,carboxamidomethylation,
ptm,carboxyamidomethylation,
ptm,carboxyethyl lysine,
ptm,carboxylated residue,MOD:01152
ptm,carboxymethyl lysine,
ptm,carboxymethylation,
ptm,carboxymethylation of cysteine residues,
ptm,cenp-a,
ptm,chondroitin sulfate hexasaccharide,
ptm,citrullinated (arg),
ptm,citrullination,
ptm,complex glycosylation,MOD:00725
ptm,compound covalent modification,
ptm,conjugation of isg15 (isgylation),
ptm,conversion of gln (-17.027 da) or glu (- 18.011 da) to pyro-glu at the peptide n-term,
ptm,conversion of glutamine to pyroglutamate,
ptm,cross-linked,
ptm,cross-linking,
ptm,crosslinked l-lysine residue,MOD:02051
ptm,crosslinking,
ptm,cyclisation,
ptm,cyclization,
ptm,cyclization of n-terminal glutamine,
ptm,cyclization of n-terminal glutamine residues to pyroglutamine residues,
ptm,cyclization of n-terminal glutamine to pyro-glutamate,
ptm,cys carbamidomethylation,
ptm,cys carbamidomethylation (+57.021 da),
ptm,cys carbamidomethylation of 57.02146 on cysteine,
ptm,cystein carbamido-methylation,
ptm,cysteine,
ptm,"cysteine (57 da, alkylation with iodoacetamide)",
ptm,cysteine (c),
ptm,cysteine alkylation,
ptm,cysteine carbamidomethyl,
ptm,cysteine carbamidomethylation,
ptm,cysteine carbamidomethylation (cys),
ptm,cysteine carbamidometylation,
ptm,cysteine carbamylation,
ptm,cysteine carboxamidomethylation,
ptm,cysteine carboxamidomethylation (c),
ptm,"cysteine carboxamidomethylation (cys, + 57.021464 da)",
ptm,cysteine methylthiolation,
ptm,cysteine methylthiomethane,
ptm,cysteine oxidation,
ptm,cysteine residue alkylation,
ptm,cysteine residues,
ptm,cysteinyl,
ptm,cysteinylation,MOD:00765
ptm,cysteinylation (disulfide with free l-cysteine),MOD:00765
ptm,cysteinylation of cys (+119.00),
ptm,cystmt6plex reporter+balance reagent cysteine disulfide,MOD:01821
ptm,dbia,
ptm,dbia on cysteine residues,
ptm,dcp-bio1 (+394.1557 da),
ptm,deacetylation,
ptm,deamidated,
ptm,deamidated (nq),
ptm,deamidated asparagine and glutamine,
ptm,deamidated asparagine/glutamine,
ptm,deamidated residue,MOD:00400
ptm,deamidation,
ptm,deamidation (asn and asp),
ptm,deamidation (asn),
ptm,"deamidation (asparagine, glutamine)",
ptm,deamidation (n and q),
ptm,deamidation (n),
ptm,"deamidation (n, q)",
ptm,"deamidation (n,q)",
ptm,deamidation (n/q),
ptm,deamidation (nq),
ptm,"deamidation (q, n)",
ptm,deamidation at asn and glu,
ptm,deamidation at asparagine,
ptm,deamidation at asparagine and glutamine,
ptm,deamidation at glutamine,
ptm,deamidation of asn,
ptm,deamidation of asn/gln,
ptm,deamidation of asn/gln (+0.98),
ptm,deamidation of asp and glu,
ptm,deamidation of asparagine,
ptm,deamidation of asparagine and glutamine,
ptm,deamidation of asparagine and glutamine (nq),
ptm,deamidation of asparagine and glutamine (nq-0.98),
ptm,deamidation of asparagine and glutamine residues,
ptm,deamidation of asparagine or glutamine,
ptm,deamidation of gln and asn,
ptm,deamidation of gln/asn,
ptm,deamidation of glutamine and asparagine,
ptm,deamidation of n or q,
ptm,deamidation of nq,
ptm,deamidation-iso-asp (104.05 da),
ptm,deaminated asn and gln,
ptm,deaminated residue,MOD:01160
ptm,deamination,
ptm,deamination at asparagine and glutamine,
ptm,deammidation of asn to asp residues,
ptm,dehydrated,
ptm,dehydrated residue,MOD:00704
ptm,dehydroalanine (cys),MOD:00793
ptm,dehydroalanine (ser),MOD:00189
ptm,dehydrobutyrine (thr),MOD:00190
ptm,deoxyhexosylated residue,MOD:00736
ptm,desthiobiotinylation,
ptm,dhex,MOD:00736
ptm,di-gly,
ptm,differential modification on the peptide n-terminal glutamic acid residues,
ptm,differential mono-bs3 modification on lysine residue,
ptm,differential oxidation modification on methionines,
ptm,digly remnant,
ptm,dihydroxy tryptophan (w),
ptm,dihydroxylated residue,MOD:00428
ptm,dileu labeling,
