pxd,cohort,agent,field,old_values,new_values
PXD062441,abstract_only,TechnicalAgent,fragmentation_method,[],[]
PXD062441,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap ascend""]"
PXD062441,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD062441,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""silac""]"
PXD062441,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD062441,abstract_only,TechnicalAgent,ptm,[],"[""iodoacetamide derivatized residue""]"
PXD062441,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dtt""]"
PXD062441,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD062628,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD062628,abstract_only,TechnicalAgent,alkylation_reagent,[],[]
PXD062628,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD062628,abstract_only,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""gluc"", ""trypsin""]"
PXD062628,abstract_only,TechnicalAgent,collision_energy,[],"[""15% nce"", ""30% normalized collision energy""]"
PXD062628,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD062628,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD062628,abstract_only,TechnicalAgent,fragmentation_method,"[""collisional dissociation methods"", ""electron-based methods""]","[""etd"", ""ethcd"", ""hcd""]"
PXD062628,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap eclipse tribrid mass spectrometer"", ""orbitrap fusion""]"
PXD062628,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD062628,abstract_only,TechnicalAgent,labeling,[],"[""relative quantification""]"
PXD062628,abstract_only,TechnicalAgent,mass_analyzer,[],"[""ion trap"", ""orbitrap""]"
PXD062628,abstract_only,TechnicalAgent,ptm,"[""glycosylation""]","[""asn deamidation"", ""carbamidomethyl cys"", ""complex glycosylation"", ""n1"", ""n1f1""]"
PXD062628,abstract_only,TechnicalAgent,reduction_reagent,[],[]
PXD062628,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD062777,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition (dda)"", ""dda""]"
PXD062777,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD062777,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD062777,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD062777,abstract_only,TechnicalAgent,collision_energy,[],"[""normalized collision energy (nce) of 28""]"
PXD062777,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD062777,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD062777,abstract_only,TechnicalAgent,fragmentation_method,[],"[""hcd""]"
PXD062777,abstract_only,TechnicalAgent,instrument,[],"[""q exactive hf""]"
PXD062777,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD062777,abstract_only,TechnicalAgent,labeling,[],"[""label free sample"", ""label-free""]"
PXD062777,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD062777,abstract_only,TechnicalAgent,ptm,[],"[""acetylated residue"", ""carbamidomethylation"", ""iodoacetamide derivatized residue"", ""methionine oxidation"", ""monohydroxylated residue"", ""protein amino-terminal acetylation""]"
PXD062777,abstract_only,TechnicalAgent,reduction_reagent,[],[]
PXD062777,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD062870,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition"", ""data-dependent acquisition mode""]"
PXD062870,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD062870,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""10 mm iodoacetamide""]"
PXD062870,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD062870,abstract_only,TechnicalAgent,collision_energy,[],"[""34""]"
PXD062870,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD062870,abstract_only,TechnicalAgent,fractionation_method,[],"[""basic reverse phase (brp)""]"
PXD062870,abstract_only,TechnicalAgent,fragmentation_method,[],[]
PXD062870,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap exploris 480""]"
PXD062870,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD062870,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt"", ""tmtpro""]"
PXD062870,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD062870,abstract_only,TechnicalAgent,ptm,[],"[""acetylation of the protein n-terminus"", ""carbamidomethylation on cysteine"", ""cyclization to pyroglutamic acid"", ""deamidated residue"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue"", ""n-term deamidation"", ""oxidation of methionine""]"
PXD062870,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dtt""]"
PXD062870,abstract_only,TechnicalAgent,reduction_concentration,[],"[""4 mm dtt""]"
PXD063024,abstract_only,TechnicalAgent,acquisition_method,[],"[""dia""]"
PXD063024,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""chloroacetamide""]"
PXD063024,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""10 mm""]"
PXD063024,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD063024,abstract_only,TechnicalAgent,collision_energy,[],"[""27"", ""28""]"
PXD063024,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD063024,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD063024,abstract_only,TechnicalAgent,fragmentation_method,[],"[""hcd""]"
PXD063024,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap astral"", ""orbitrap exploris 480"", ""q exactive""]"
PXD063024,abstract_only,TechnicalAgent,ionization_type,[],[]
PXD063024,abstract_only,TechnicalAgent,labeling,[],"[""label-free""]"
PXD063024,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD063024,abstract_only,TechnicalAgent,ptm,[],"[""acetylated residue"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue""]"
PXD063024,abstract_only,TechnicalAgent,reduction_reagent,[],"[""tris-(2-carboxyethyl)phosphine""]"
PXD063024,abstract_only,TechnicalAgent,reduction_concentration,[],"[""5 mm""]"
PXD063283,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD063283,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iam"", ""iodoacetamide""]"
PXD063283,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""22 mm""]"
PXD063283,abstract_only,TechnicalAgent,cleavage_agent,[],"[""chymotrypsin"", ""chymotrypsin/lysin c"", ""lys-c""]"
PXD063283,abstract_only,TechnicalAgent,collision_energy,[],"[""25 ev"", ""nce""]"
PXD063283,abstract_only,TechnicalAgent,enrichment_method,[],"[""fc""]"
PXD063283,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD063283,abstract_only,TechnicalAgent,fragmentation_method,[],"[""nce""]"
PXD063283,abstract_only,TechnicalAgent,instrument,[],"[""q exactive"", ""q exactive orbitrap""]"
PXD063283,abstract_only,TechnicalAgent,ionization_type,[],"[""positive ion mode""]"
PXD063283,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""relative quantification""]"
PXD063283,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD063283,abstract_only,TechnicalAgent,ptm,[],"[""deamidated residue"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue""]"
PXD063283,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dtt""]"
PXD063283,abstract_only,TechnicalAgent,reduction_concentration,[],"[""8 mm""]"
PXD063466,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD063466,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""2- chloroacetamide""]"
PXD063466,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""40 mm""]"
PXD063466,abstract_only,TechnicalAgent,cleavage_agent,[],"[""lys-c/trypsin""]"
PXD063466,abstract_only,TechnicalAgent,collision_energy,[],"[""30% normalized collision energy""]"
PXD063466,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD063466,abstract_only,TechnicalAgent,fractionation_method,[],"[""high ph reversed-phase c18 uplc""]"
PXD063466,abstract_only,TechnicalAgent,fragmentation_method,[],"[""hcd""]"
PXD063466,abstract_only,TechnicalAgent,instrument,[],"[""q exactive hf-x""]"
PXD063466,abstract_only,TechnicalAgent,ionization_type,[],[]
PXD063466,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]"
PXD063466,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD063466,abstract_only,TechnicalAgent,ptm,[],"[""cysteine carbamidomethylation"", ""methionine oxidation"", ""protein n-terminal acetylation""]"
PXD063466,abstract_only,TechnicalAgent,reduction_reagent,[],"[""tris(2-carboxyethylphosphine) (tcep)""]"
PXD063466,abstract_only,TechnicalAgent,reduction_concentration,[],"[""10 mm""]"
PXD063553,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition"", ""dia""]"
PXD063553,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetimide""]"
PXD063553,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""10 mm iodoacetimide""]"
PXD063553,abstract_only,TechnicalAgent,cleavage_agent,[],"[""lys-c"", ""trypsin""]"
PXD063553,abstract_only,TechnicalAgent,collision_energy,[],"[""nce 35%"", ""nce 36%"", ""nce of 55%""]"
PXD063553,abstract_only,TechnicalAgent,enrichment_method,[],"[""imac""]"
PXD063553,abstract_only,TechnicalAgent,fractionation_method,[],"[""scx""]"
PXD063553,abstract_only,TechnicalAgent,fragmentation_method,[],"[""cid"", ""hcd""]"
PXD063553,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap eclipse"", ""orbitrap fusion lumos""]"
PXD063553,abstract_only,TechnicalAgent,ionization_type,[],"[""nanoesi""]"
PXD063553,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""tmt""]"
PXD063553,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD063553,abstract_only,TechnicalAgent,ptm,[],"[""carbamidomethylation"", ""oxidation"", ""phosphorylated residue""]"
PXD063553,abstract_only,TechnicalAgent,reduction_reagent,[],"[""tcep""]"
PXD063553,abstract_only,TechnicalAgent,reduction_concentration,[],"[""5 mm tcep""]"
PXD063819,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition"", ""multi-notch ms3""]"
PXD063819,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD063819,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD063819,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD063819,abstract_only,TechnicalAgent,collision_energy,[],"[""normalized collision energy of 31.0"", ""normalized collision energy of 55.0""]"
PXD063819,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD063819,abstract_only,TechnicalAgent,fractionation_method,[],"[""basic ph""]"
PXD063819,abstract_only,TechnicalAgent,fragmentation_method,[],"[""cid"", ""hcd""]"
PXD063819,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap eclipse""]"
PXD063819,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD063819,abstract_only,TechnicalAgent,labeling,[],"[""tmt""]"
PXD063819,abstract_only,TechnicalAgent,mass_analyzer,[],"[""ion trap"", ""orbitrap""]"
PXD063819,abstract_only,TechnicalAgent,ptm,[],"[""acetylated residue"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue""]"
PXD063819,abstract_only,TechnicalAgent,reduction_reagent,[],[]
PXD063819,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD063955,with_methods,TechnicalAgent,acquisition_method,"[""dia""]","[""data-dependent mode"", ""dda""]"
PXD063955,with_methods,TechnicalAgent,alkylation_reagent,[],[]
PXD063955,with_methods,TechnicalAgent,alkylation_concentration,[],[]
PXD063955,with_methods,TechnicalAgent,cleavage_agent,[],[]
PXD063955,with_methods,TechnicalAgent,collision_energy,"[""10"", ""26"", ""30"", ""50 ev""]","[""10"", ""26"", ""30"", ""50 ev""]"
PXD063955,with_methods,TechnicalAgent,enrichment_method,[],[]
PXD063955,with_methods,TechnicalAgent,fractionation_method,[],[]
PXD063955,with_methods,TechnicalAgent,fragmentation_method,"[""cid""]","[""cid""]"
PXD063955,with_methods,TechnicalAgent,instrument,"[""ltq orbitrap xl hybrid ion trap-orbitrap mass spectrometer"", ""triple quadrupole (qqq) 6460 ms from agilent technologies"", ""xevo tq-xs triple quadrupole mass spectrometer (waters)""]","[""ltq orbitrap xl hybrid ion trap-orbitrap mass spectrometer"", ""orbitrap fusion"", ""triple quadrupole (qqq) 6460 ms from agilent technologies"", ""xevo tq-xs triple quadrupole mass spectrometer (waters)""]"
PXD063955,with_methods,TechnicalAgent,ionization_type,"[""esi""]","[""esi"", ""positive ionization mode""]"
PXD063955,with_methods,TechnicalAgent,labeling,[],"[""18-plex isobaric tmt labelling"", ""tmt""]"
PXD063955,with_methods,TechnicalAgent,mass_analyzer,"[""ion trap-orbitrap"", ""triple quadrupole""]","[""ion trap"", ""orbitrap"", ""triple quadrupole""]"
PXD063955,with_methods,TechnicalAgent,ptm,[],"[""phosphorylated residue""]"
PXD063955,with_methods,TechnicalAgent,reduction_reagent,"[""tcep""]","[""tcep""]"
PXD063955,with_methods,TechnicalAgent,reduction_concentration,[],"[""10 mm""]"
PXD064007,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD064007,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD064007,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD064007,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD064007,abstract_only,TechnicalAgent,collision_energy,[],"[""28%""]"
PXD064007,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD064007,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD064007,abstract_only,TechnicalAgent,fragmentation_method,[],"[""higher energy collision-induced dissociation""]"
PXD064007,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap exploris 480""]"
PXD064007,abstract_only,TechnicalAgent,ionization_type,[],"[""positive ionization mode""]"
PXD064007,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]"
PXD064007,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD064007,abstract_only,TechnicalAgent,ptm,[],"[""acetylation at the protein n-terminus"", ""carbamidomethylated cysteine"", ""iodoacetamide derivatized residue"", ""oxidation of methionine""]"
PXD064007,abstract_only,TechnicalAgent,reduction_reagent,[],"[""2-mercaptoethanol""]"
PXD064007,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD064125,with_methods,TechnicalAgent,acquisition_method,"[""dia""]","[""data-independent acquisition"", ""dia""]"
PXD064125,with_methods,TechnicalAgent,alkylation_reagent,[],[]
PXD064125,with_methods,TechnicalAgent,alkylation_concentration,[],[]
PXD064125,with_methods,TechnicalAgent,cleavage_agent,[],"[""sp3 protocol""]"
PXD064125,with_methods,TechnicalAgent,collision_energy,[],[]
PXD064125,with_methods,TechnicalAgent,enrichment_method,[],[]
PXD064125,with_methods,TechnicalAgent,fractionation_method,[],[]
PXD064125,with_methods,TechnicalAgent,fragmentation_method,[],[]
PXD064125,with_methods,TechnicalAgent,instrument,"[""orbitrap exploris 240""]","[""orbitrap exploris 240"", ""orbitrap fusion lumos""]"
PXD064125,with_methods,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD064125,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""relative quantification""]"
PXD064125,with_methods,TechnicalAgent,mass_analyzer,"[""orbitrap""]","[""orbitrap""]"
PXD064125,with_methods,TechnicalAgent,ptm,[],"[""no ptms are included in the dataset""]"
PXD064125,with_methods,TechnicalAgent,reduction_reagent,[],[]
PXD064125,with_methods,TechnicalAgent,reduction_concentration,[],[]
PXD064265,abstract_only,TechnicalAgent,acquisition_method,"[""dia""]","[""data-independent acquisition"", ""dia-nn""]"
PXD064265,abstract_only,TechnicalAgent,alkylation_reagent,[],[]
PXD064265,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD064265,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD064265,abstract_only,TechnicalAgent,collision_energy,[],[]
PXD064265,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD064265,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD064265,abstract_only,TechnicalAgent,fragmentation_method,[],[]
PXD064265,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap exploris 480""]"
PXD064265,abstract_only,TechnicalAgent,ionization_type,[],[]
PXD064265,abstract_only,TechnicalAgent,labeling,[],"[""mtraq""]"
PXD064265,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD064265,abstract_only,TechnicalAgent,ptm,[],"[""acetlyation"", ""no ptms are included in the dataset"", ""oxidation""]"
PXD064265,abstract_only,TechnicalAgent,reduction_reagent,[],[]
PXD064265,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD064523,with_methods,TechnicalAgent,acquisition_method,"[""data-dependent acquisition""]","[""data-dependent acquisition""]"
PXD064523,with_methods,TechnicalAgent,alkylation_reagent,"[""iodoacetamide""]","[""iodoacetamide""]"
PXD064523,with_methods,TechnicalAgent,alkylation_concentration,"[""100 mm""]","[""100 mm""]"
PXD064523,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]"
PXD064523,with_methods,TechnicalAgent,collision_energy,"[""normalized collision energy of 28%""]","[""28%""]"
PXD064523,with_methods,TechnicalAgent,enrichment_method,[],[]
PXD064523,with_methods,TechnicalAgent,fractionation_method,[],[]
PXD064523,with_methods,TechnicalAgent,fragmentation_method,"[""hcd"", ""higher energy collisional dissociation""]","[""hcd"", ""higher energy collisional dissociation""]"
PXD064523,with_methods,TechnicalAgent,instrument,"[""exploris 480 orbitrap""]","[""exploris 480 orbitrap"", ""orbitrap exploris 480""]"
PXD064523,with_methods,TechnicalAgent,ionization_type,"[""positive ionization""]","[""positive ionization""]"
PXD064523,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""relative quantification""]"
PXD064523,with_methods,TechnicalAgent,mass_analyzer,"[""orbitrap""]","[""orbitrap""]"
PXD064523,with_methods,TechnicalAgent,ptm,"[""carbamidomethylation"", ""methionine oxidation""]","[""carbamidomethylation"", ""iodoacetamide derivatized residue"", ""methionine oxidation""]"
PXD064523,with_methods,TechnicalAgent,reduction_reagent,"[""dithiothreitol""]","[""dithiothreitol""]"
PXD064523,with_methods,TechnicalAgent,reduction_concentration,"[""50 mm""]","[""50 mm""]"
PXD064671,with_methods,TechnicalAgent,acquisition_method,"[""dda"", ""pasef""]","[""data-dependent acquisition""]"
PXD064671,with_methods,TechnicalAgent,alkylation_reagent,[],[]
PXD064671,with_methods,TechnicalAgent,alkylation_concentration,[],[]
PXD064671,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin"", ""trypsin/lysc""]","[""trypsin"", ""trypsin/lysc""]"
PXD064671,with_methods,TechnicalAgent,collision_energy,"[""normalized collision energies of 27""]","[""27""]"
PXD064671,with_methods,TechnicalAgent,enrichment_method,[],[]
PXD064671,with_methods,TechnicalAgent,fractionation_method,[],[]
PXD064671,with_methods,TechnicalAgent,fragmentation_method,"[""higher-energy collision dissociation""]","[""higher-energy collision dissociation""]"
PXD064671,with_methods,TechnicalAgent,instrument,"[""q exactive plus"", ""timstof ht""]","[""q exactive plus"", ""timstof ht""]"
PXD064671,with_methods,TechnicalAgent,ionization_type,"[""captive spray ion source"", ""nano-electrospray ion source""]","[""captive spray ion source"", ""nano-electrospray ion source""]"
PXD064671,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free quantification""]"
PXD064671,with_methods,TechnicalAgent,mass_analyzer,"[""orbitrap""]","[""orbitrap""]"
PXD064671,with_methods,TechnicalAgent,ptm,[],"[""acetylated residue"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue""]"
PXD064671,with_methods,TechnicalAgent,reduction_reagent,[],[]
PXD064671,with_methods,TechnicalAgent,reduction_concentration,[],[]
PXD064844,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD064844,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD064844,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD064844,abstract_only,TechnicalAgent,cleavage_agent,[],"[""endoproteinase lys-c"", ""trypsin""]"
PXD064844,abstract_only,TechnicalAgent,collision_energy,[],[]
PXD064844,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD064844,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD064844,abstract_only,TechnicalAgent,fragmentation_method,[],[]
PXD064844,abstract_only,TechnicalAgent,instrument,[],"[""q exactive hf""]"
PXD064844,abstract_only,TechnicalAgent,ionization_type,[],[]
PXD064844,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]"
PXD064844,abstract_only,TechnicalAgent,mass_analyzer,"[""orbitrap""]","[""orbitrap""]"
PXD064844,abstract_only,TechnicalAgent,ptm,[],"[""no ptms are included in the dataset""]"
PXD064844,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dithiothreitol""]"
PXD064844,abstract_only,TechnicalAgent,reduction_concentration,[],"[""20mm""]"
PXD065024,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition"", ""dda""]"
PXD065024,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""carbamidomethylation"", ""iodoacetamide""]"
PXD065024,abstract_only,TechnicalAgent,alkylation_concentration,[],[]
PXD065024,abstract_only,TechnicalAgent,cleavage_agent,[],"[""porcine trypsin"", ""trypsin""]"
PXD065024,abstract_only,TechnicalAgent,collision_energy,[],"[""27.5% nce"", ""35% nce""]"
PXD065024,abstract_only,TechnicalAgent,enrichment_method,[],"[""hilic""]"
PXD065024,abstract_only,TechnicalAgent,fractionation_method,[],[]
PXD065024,abstract_only,TechnicalAgent,fragmentation_method,[],"[""hcd""]"
PXD065024,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap exploris 240"", ""q exactive hf-x""]"
PXD065024,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD065024,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label-free"", ""spectrum counting""]"
PXD065024,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD065024,abstract_only,TechnicalAgent,ptm,"[""lewis fucosylation"", ""\u03b1-1-acid-glycoprotein""]","[""carbamidomethylation"", ""complex glycosylation"", ""iodoacetamide derivatized residue"", ""monohydroxylated residue"", ""oxidation""]"
PXD065024,abstract_only,TechnicalAgent,reduction_reagent,[],[]
PXD065024,abstract_only,TechnicalAgent,reduction_concentration,[],[]
PXD065424,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD065424,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""caa""]"
PXD065424,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""5 mm caa""]"
PXD065424,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD065424,abstract_only,TechnicalAgent,collision_energy,[],"[""27% normalized collision energy""]"
PXD065424,abstract_only,TechnicalAgent,enrichment_method,[],"[""antibody""]"
PXD065424,abstract_only,TechnicalAgent,fractionation_method,[],"[""sdp-rp stagetips""]"
PXD065424,abstract_only,TechnicalAgent,fragmentation_method,[],"[""higher-energy collisional dissociation""]"
PXD065424,abstract_only,TechnicalAgent,instrument,[],"[""q exactive plus""]"
PXD065424,abstract_only,TechnicalAgent,ionization_type,[],[]
PXD065424,abstract_only,TechnicalAgent,labeling,"[""label-free""]","[""label free""]"
PXD065424,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD065424,abstract_only,TechnicalAgent,ptm,[],"[""monohydroxylated residue""]"
PXD065424,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dtt""]"
PXD065424,abstract_only,TechnicalAgent,reduction_concentration,[],"[""1 mm dtt""]"
PXD065571,abstract_only,TechnicalAgent,acquisition_method,[],"[""data-dependent acquisition""]"
PXD065571,abstract_only,TechnicalAgent,alkylation_reagent,[],"[""iodoacetamide""]"
PXD065571,abstract_only,TechnicalAgent,alkylation_concentration,[],"[""40 mm""]"
PXD065571,abstract_only,TechnicalAgent,cleavage_agent,[],"[""trypsin""]"
PXD065571,abstract_only,TechnicalAgent,collision_energy,[],"[""32% hcd""]"
PXD065571,abstract_only,TechnicalAgent,enrichment_method,[],[]
PXD065571,abstract_only,TechnicalAgent,fractionation_method,[],"[""high ph reversed-phase peptide fractionation kit""]"
PXD065571,abstract_only,TechnicalAgent,fragmentation_method,[],"[""hcd""]"
PXD065571,abstract_only,TechnicalAgent,instrument,[],"[""orbitrap exploris 480""]"
PXD065571,abstract_only,TechnicalAgent,ionization_type,[],"[""esi""]"
PXD065571,abstract_only,TechnicalAgent,labeling,[],"[""relative quantification"", ""tmt"", ""tmtpro 16plex""]"
PXD065571,abstract_only,TechnicalAgent,mass_analyzer,[],"[""orbitrap""]"
PXD065571,abstract_only,TechnicalAgent,ptm,[],"[""acetylation (+42.011 da"", ""c)"", ""carbamidomethylation (+57.021 da"", ""iodoacetamide derivatized residue"", ""l-methionine removal"", ""m n-terminus)"", ""m)"", ""met-loss (\u2013131.04 da"", ""met-loss combined with acetylation (\u201389.03 da"", ""monohydroxylated residue"", ""n-terminus)"", ""oxidation (+15.995 da"", ""phosphorylated residue""]"
PXD065571,abstract_only,TechnicalAgent,reduction_reagent,[],"[""dtt""]"
PXD065571,abstract_only,TechnicalAgent,reduction_concentration,[],"[""20 mm""]"
PXD065993,with_methods,TechnicalAgent,acquisition_method,"[""dda""]","[""dda""]"
PXD065993,with_methods,TechnicalAgent,alkylation_reagent,"[""d5-nem"", ""nem""]","[""n-ethylmaleimide""]"
PXD065993,with_methods,TechnicalAgent,alkylation_concentration,"[""100 mm d5-nem (dissolved in ethanol) (final concentration)"", ""100 mm n-ethylmaleimide (nem)"", ""5 mm (final concentration) d5-nem""]","[""100 mm"", ""5 mm""]"
PXD065993,with_methods,TechnicalAgent,cleavage_agent,"[""trypsin""]","[""trypsin""]"
PXD065993,with_methods,TechnicalAgent,collision_energy,[],[]
PXD065993,with_methods,TechnicalAgent,enrichment_method,[],[]
PXD065993,with_methods,TechnicalAgent,fractionation_method,"[""high-ph reversed-phase separation""]","[""high-ph""]"
PXD065993,with_methods,TechnicalAgent,fragmentation_method,"[""hcd""]","[""hcd""]"
PXD065993,with_methods,TechnicalAgent,instrument,"[""orbitrap fusion lumos""]","[""orbitrap exploris 480"", ""orbitrap fusion lumos""]"
PXD065993,with_methods,TechnicalAgent,ionization_type,"[""nanoesi""]","[""nanoesi""]"
PXD065993,with_methods,TechnicalAgent,labeling,"[""label-free""]","[""label-free""]"
PXD065993,with_methods,TechnicalAgent,mass_analyzer,"[""orbitrap""]","[""orbitrap""]"
PXD065993,with_methods,TechnicalAgent,ptm,"[""n-ethylmaleimide + water on c"", ""n-ethylmaleimide on c"", ""nem:2h(5) + h2o on c"", ""nem:2h(5) on c""]","[""hydrolyzed n-methylmaleimide cysteine adduct"", ""monohydroxylated residue"", ""n-ethylmaleimide derivatized cysteine""]"
PXD065993,with_methods,TechnicalAgent,reduction_reagent,"[""tcep""]","[""tcep""]"
PXD065993,with_methods,TechnicalAgent,reduction_concentration,"[""5.5 mm""]","[""5.5 mm""]"
