source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD062847	shard_4	unknown	SW480	B cell	unknown	Colon cancer	Cell culture	cell culture	unknown	Homo sapiens	unknown	0.886	1.0	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.794	0.944	0.111	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	['antibody', 'RAD23B antibody']	unknown	unknown	Q Exactive	unknown	['Relative quantification', 'label-free']	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.865	0.941	0.471	1.0
PXD062969	shard_4	unknown	unknown	Epithelial cell	unknown	Colorectal cancer	tissue	small intestine	unknown	Mus musculus	Small intestine	0.882	0.993	0.429	1.0	unknown	unknown	unknown	unknown	21	unknown	unknown	unknown	Bottom-up proteomics	0.844	1.0	0.222	1.0	['Data-dependent acquisition', 'DDA']	55 mM	Iodoacetamide	['Endoproteinase Lys-C', 'trypsin']	unknown	unknown	high pH reverse phase chromatography	Higher energy collisional dissociation	['Q Exactive HF', 'Orbitrap Q-Exactive HF']	nanoESI	TMT16PLEX	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'Carbamidomethylation', 'Methionine oxidation', 'N-terminal acetylation']	10mM	DTT	0.95	0.936	0.909	1.0
PXD063142	shard_4	unknown	unknown	brain tumor-initiating cells	unknown	Brain glioblastoma multiforme	cell culture	cell culture	unknown	Homo sapiens	brain	0.864	0.957	0.429	1.0	['unknown', 'unknown']	['treated vs control', 'unknown']	['unknown', 'unknown']	['unknown', 'unknown']	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.812	0.962	0.154	1.0	DDA	10mM	iodoacetamide	trypsin	30	Affinity purification coupled with mass spectrometry proteomics	Gel-based experiment	HCD	Q Exactive HF-X	unknown	label-free quantification	Orbitrap	['deaminated residue', 'iodoacetamide derivatized residue', 'oxidation on methionine', 'carbamidomethylated on cysteine']	4.5mM	DTT	0.964	0.95	0.944	1.0
PXD063447	shard_4	unknown	unknown	root tissue	unknown	normal	tissue	root cultures	unknown	Arabidopsis thaliana	Root	0.871	0.971	0.429	1.0	3	treated vs control	treatment	3	unknown	3	unknown	unknown	['bottom-up proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.875	0.87	0.7	1.0	DDA	55 mM	iodoacetamide	trypsin/Lys-C	26%	antibody	unknown	HCD	Q Exactive	ESI	Relative quantification	Orbitrap	iodoacetamide derivatized residue	10 mM	dithiothreitol	0.957	0.94	0.933	1.0
PXD063526	shard_4	unknown	HB-95	unknown	unknown	normal	cell line	cell culture	unknown	Homo sapiens	blood	0.814	0.857	0.429	1.0	unknown	unknown	mAb vs pAb	unknown	unknown	2	unknown	unknown	['Top-down proteomics', 'Bottom-up proteomics']	0.85	0.94	0.4	1.0	['DDA', 'Data-dependent acquisition']	unknown	unknown	['SpeB', 'IdeS']	35 V	unknown	unknown	['ETD', 'HCD', 'EThcD']	Orbitrap Eclipse	H-ESI	['Spectrum counting', 'label-free']	Orbitrap	['monohydroxylated residue', 'deamidated residue']	5mM	TCEP	0.948	0.971	0.81	1.0
PXD063671	shard_4	unknown	unknown	urothelial cell	unknown	Urinary bladder cancer	tissue	FFPE tissues	unknown	Homo sapiens	Urinary bladder	0.864	0.957	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.822	1.0	0.111	1.0	Data-dependent acquisition	10 mM iodoacetamide	iodoacetamide	trypsin	['nce of 20%', 'stepped nce of 35 with 2 steps']	aga-rose-bound GNL	unknown	HCD	Q Exactive Plus	ESI	label-free quantification	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'Methionine oxidation (+15.9949 Da)', 'carbamidomethylcysteine (+57.02146 Da)']	5 mM dithiothreitol	dithiothreitol	0.974	0.968	0.947	1.0
PXD063840	shard_4	unknown	unknown	Chondrocyte	unknown	Osteoarthritis	cell culture	cell culture	unknown	Homo sapiens	unknown	0.871	1.0	0.357	1.0	unknown	treated vs control	unknown	unknown	unknown	unknown	unknown	unknown	['Data-independent acquisition', 'SWATH MS']	0.835	0.95	0.3	1.0	['Data-independent acquisition', 'SWATH MS']	40 mM	iodoacetamide	Trypsin	unknown	unknown	unknown	unknown	['Orbitrap Astral', 'Orbitrap Astral']	unknown	label-free	Orbitrap	No PTMs are included in the dataset	10 mM	['TCEP', 'Tris (2-carboxyethyl) phosphine']	0.914	0.939	0.722	1.0
PXD063977	shard_4	unknown	SH-SY5Y	neuron	unknown	unknown	cell line	cell culture	unknown	Homo sapiens	brain	0.811	0.85	0.429	1.0	unknown	dose response	Pla-B concentration	unknown	unknown	18	unknown	unknown	['bottom-up proteomics', 'isobaric tag-based quantitative proteomics', 'phosphoproteomics']	0.873	0.927	0.545	1.0	Data-dependent acquisition	10 mM	iodoacetamide	['LysC protease', 'trypsin']	unknown	unknown	C18 solid-phase extraction (SPE)	unknown	Orbitrap Astral	unknown	TMT	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'oxidation of methionine residues']	5 mM	tris (2-carboxyethyl) phosphine	0.957	0.995	0.8	1.0
PXD064066	shard_4	unknown	unknown	['vocal fold epithelial cells', 'Epithelial cell']	unknown	unknown	primary cells	primary human VFE	unknown	Homo sapiens	unknown	0.84	0.947	0.333	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.778	0.911	0.111	1.0	Data-dependent acquisition	15 mM iodoacetamide	iodoacetamide	['Trypsin/Lys-C', 'trypsin/P']	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label-free	Orbitrap	No PTMs are included in the dataset	5 mM dithiothreitol (DTT)	dithiothreitol (DTT)	0.934	0.994	0.688	1.0
PXD064236	shard_4	unknown	unknown	ectomesenchyme	embryonic	normal	cell culture	cell culture	unknown	Mus musculus	unknown	0.8	0.829	0.429	1.0	unknown	treated vs control	FLAG +Dox vs FLAG -Dox vs IgG	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.783	0.833	0.333	1.0	Data-dependent acquisition	40 mM	iodoacetamide	['trypsin', 'Lys-C']	unknown	unknown	unknown	unknown	Orbitrap Fusion Lumos	unknown	label-free	Orbitrap	No PTMs are included in the dataset	20 mM	TCEP	0.881	0.887	0.688	1.0
PXD064455	shard_4	unknown	HeLa	cervical epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.8	0.8	0.5	1.0	unknown	treated vs control	unknown	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.817	0.944	0.222	1.0	Data-dependent acquisition	10 mM	iodoacetamide	trypsin	unknown	antibody	unknown	unknown	Orbitrap Fusion Lumos	unknown	SILAC	Orbitrap	['No PTMs are included in the dataset', 'carbamidomethylation', 'oxidation', 'acetylation']	10 mM	dithiothreitol	0.933	0.956	0.778	1.0
PXD064573	shard_4	unknown	['HeLa', 'JY', 'GR', 'Jurkat']	['epithelial cell', 'T cell']	unknown	['cervical adenocarcinoma', 'T-cell lymphoma']	cell line	cell culture	unknown	Homo sapiens	['cervix', 'blood']	0.845	0.83	0.65	1.0	1	treated vs control	fragmentation method	3	2	3	2	2	['targeted proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.895	0.79	1.0	1.0	Data-dependent acquisition	20 mM iodoacetamide	iodoacetamide	elastase	unknown	affinity	unknown	['HCD', 'EThcD']	['Orbitrap Excedion Pro', 'Orbitrap Exploris 480']	nanoESI	label-free	Orbitrap	['monohydroxylated residue', 'monomethylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation', 'methionine oxidation', 'N-terminal acetylation', 'N-terminal pyro-glu', 'N-terminal glutamate to pyroglutamate conversion', 'cysteinylation', 'monomethylation', 'dimethylation']	5 mM dithiothreitol	dithiothreitol	0.961	0.952	0.926	1.0
PXD064787	shard_4	unknown	unknown	['stem cell', 'neuron']	unknown	normal	cell line	cell culture	unknown	Homo sapiens	unknown	0.843	0.927	0.4	1.0	3	time course	time points	10	unknown	10	3	3	bottom-up proteomics	0.883	0.811	0.889	1.0	['DIA', 'Data-independent acquisition']	40 mM	CAA (chloroacetamide	trypsin (Trypsin Gold, Mass Spectrometry Grade, Promega V5280)	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	['label-free', 'Relative quantification']	Orbitrap	iodoacetamide derivatized residue	10 mM	TCEP [tris(2-carboxyethyl)phosphine]	0.938	0.994	0.706	1.0
PXD064926	shard_4	unknown	293	epithelial cell	unknown	normal	cell line	cell culture	unknown	Homo sapiens	kidney	0.825	0.85	0.5	1.0	unknown	['treated vs control', 'dose response']	['MPP vs no MPP', 'MnCl2 concentration']	unknown	unknown	unknown	3	3	['bottom-up proteomics', 'data-dependent acquisition']	0.846	0.825	0.667	1.0	['Data-dependent acquisition', 'PRM']	['10 mM', '10 mM']	['MMTS', 'iodoacetamine']	trypsin	28 NCE	affinity	unknown	HCD	['Orbitrap Fusion Lumos', 'Q Exactive HF']	ESI	['TMT', 'TMT, 10-plex']	Orbitrap	['monohydroxylated residue', 'TMT6plex-126 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue', 'Methionine oxidation', 'cysteine alkylation', 'TMT on lysine and peptide N-termini']	['5 mM', '5 mM']	['TECP', 'DTT']	0.989	0.993	0.963	1.0
PXD065292	shard_4	unknown	unknown	prostate cancer cell	unknown	Prostate adenocarcinoma	cell culture	cell culture	unknown	Homo sapiens	prostate	0.829	0.886	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Data-dependent acquisition	0.822	1.0	0.111	1.0	Data-dependent acquisition	10 mM	iodoacetamide	trypsin	NCE 28%	anti-acetyl-lysine antibody beads (Cell Signaling Technology)	unknown	HCD	Q Exactive HF	ESI	label-free	Orbitrap	['acetylated residue', 'Carbamidomethylation (C)', 'Oxidation (M)', 'Acetyl (K)', 'Acetyl (Protein N-term)', 'Acetyl (N-term)']	4.5 mM	DTT	0.952	0.925	0.95	1.0
PXD065497	shard_4	unknown	['U2OS', 'HeLa']	Epithelial cell	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	kidney	0.877	0.967	0.467	1.0	4	treated vs control	TFEB overexpression	4	unknown	8	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.85	0.833	0.667	1.0	DDA	10 mM chloroacetamide	chloroacetamide	['Lys-C', 'trypsin']	unknown	antibody	unknown	HCD	Q Exactive HF	ESI	label-free	Orbitrap	['acetylated residue', 'carbamoylated residue', 'Methionine oxidation (15.994946)', 'N-terminal protein acetylation (42.010565)', 'diGly remnant (114.042927; excluded from the C terminus)', 'carbamidomethylation of cysteine']	5 mM DTT	DTT	0.931	0.9	0.905	1.0
PXD065898	shard_4	unknown	unknown	Mammary gland epithelial cell	unknown	Breast cancer	tissue	tissue	unknown	Homo sapiens	breast	0.846	0.921	0.429	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['shotgun proteomics', 'bottom-up proteomics']	0.79	0.9	0.2	1.0	Data-dependent acquisition	unknown	unknown	Trypsin/P	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	Label free	Orbitrap	['monohydroxylated residue', 'deamidated residue', 'iodoacetamide derivatized residue', 'Carbamidomethylation', 'oxidation', 'deamidation']	unknown	unknown	0.907	0.995	0.55	1.0
PXD066033	shard_4	unknown	U2OS	unknown	unknown	unknown	cell culture	cell culture	unknown	Homo sapiens	unknown	0.8	0.886	0.286	1.0	4	['treated vs control', 'unknown']	['PARP1 WT, 4SA, or HPF1 KO', 'MMS or H2O2 treatment', 'in vitro PARP1 WT or E988K']	4	unknown	unknown	unknown	unknown	['bottom-up proteomics', 'affinity purification coupled with mass spectrometry proteomics', 'data-dependent acquisition']	0.868	0.879	0.643	1.0	DDA	unknown	unknown	Lys-C	20 NCE	affinity	unknown	EThcD	Orbitrap Fusion Lumos	ESI	label-free	Orbitrap	['adenosine diphosphoribosyl (ADP-ribosyl) modified residue', 'N-terminal acetylation', 'Met oxidation', 'Cys carbamidomethylation', 'ADP-ribosylation on C, D, E, H, K, R, S, T, and Y']	['0.1 mM', '0.1 mM', '0.5 mM', '0.1 mM']	['DTT', 'TCEP']	0.959	0.97	0.87	1.0
PXD066260	shard_4	unknown	unknown	['Stem cell', 'embryonic stem cell']	embryonic	normal	cell line	cell culture	unknown	Mus musculus	unknown	0.823	0.86	0.467	1.0	unknown	treated vs control	treatment	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.811	0.889	0.333	1.0	Data-dependent acquisition	unknown	unknown	trypsin	unknown	unknown	unknown	unknown	Orbitrap Exploris 480	unknown	label free sample	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'Carbamidomethylation (C)', 'Oxidation (M)', 'Acetyl (Protein N-term)']	unknown	DTT	0.913	0.995	0.579	1.0
PXD066711	shard_4	unknown	unknown	['cardiomyocytes', 'cardiocyte']	unknown	Cardiovascular system disease	cell culture	cell culture	unknown	Homo sapiens	heart	0.84	0.893	0.467	1.0	unknown	treated vs control	treatment	unknown	9	unknown	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'Data-dependent acquisition']	0.81	0.82	0.5	1.0	Data-dependent acquisition	unknown	iodoacetamide derivatized residue	trypsin	unknown	unknown	unknown	unknown	['LTQ Orbitrap', 'Orbitrap Exploris 240']	Nanospray Flex ion source	Relative quantification	Orbitrap	iodoacetamide derivatized residue	unknown	unknown	0.909	0.994	0.562	1.0
PXD067088	shard_4	unknown	['HEK293T', 'HEK293T']	['Epithelial cell', 'epithelial cell']	unknown	Breast cancer	cell culture	cell culture	unknown	Homo sapiens	unknown	0.888	0.975	0.5	1.0	HEK293T cells	treated vs control	BI8626 vs DMSO	4	unknown	8	1	1	['bottom-up proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.895	0.83	0.9	1.0	['data-dependent acquisition', 'DDA']	['55 mM', '20 mM', '10 mM', '10 mM']	['chloroacetamide', 'iodoacetamide', 'chloroacetamide', 'chloroacetamide']	['LysC', 'trypsin', 'LysC', 'trypsin', 'Lys-C', 'trypsin']	['28%', '28']	['anti-diGly antibody', 'anti-diGly antibody', 'Ubiquitin-Trap Magnetic Agarose beads']	unknown	['HCD', 'HCD']	['Q Exactive HF', 'Orbitrap Exploris 480', 'hybrid quadruple-Obitrap Exploris480']	['NanoFlex', 'Nanospray Flex Ion Source', 'Nanospray Flex Ion Source']	['Spectrum counting', 'Peptide counting', 'label-free', 'label-free']	Orbitrap	['acetylated residue', 'carbamoylated residue', 'carbamidomethylation', 'methionine oxidation', 'N-terminal protein acetylation', 'diGly remnant']	['10 mM', '10 mM', '5 mM', '5 mM']	['DTT', 'TCEP', 'DTT', 'DTT']	0.966	0.941	0.98	1.0
PXD067220	shard_4	unknown	A549	['Epithelial cell', 'alveolar, type-2']	unknown	lung adenocarcinoma	cell culture	cell culture	unknown	Homo sapiens	lung	0.88	0.947	0.533	1.0	unknown	treated vs control	['bortezomib', 'senescence']	unknown	['12', '4']	unknown	unknown	unknown	bottom-up proteomics	0.877	0.936	0.545	1.0	['Data-dependent acquisition', 'DDA', 'SPS MS3']	['40 mM', '20 mM']	2-chloroacetamide	trypsin	['CE 35%', 'CE 55%']	affinity	high-pH	['CID', 'HCD']	['Orbitrap Fusion', 'Orbitrap Eclipse MS']	nanoESI	['TMT', 'TMTpro']	Orbitrap	['iodoacetamide derivatized residue', 'carbamidomethyl', 'TMTpro', 'acetyl', 'Met-loss', 'Met-loss+acetyl', 'Oxidation', 'GlyGly+TMTpro']	10 mM	TCEP	0.962	0.924	1.0	1.0
PXD067583	shard_4	unknown	unknown	unknown	unknown	['Lyme neuroborreliosis', 'viral meningitis', 'Lyme borreliosis', 'normal']	biofluid	['CSF samples', 'plasma samples']	unknown	Homo sapiens	nervous system	0.856	0.911	0.5	1.0	['308 CSF and 207 plasma samples', 'unknown']	case vs control	['LNB, viral meningitis, Lyme borreliosis, controls', 'CSF and plasma']	['515', '308', '207']	unknown	515	unknown	unknown	['bottom-up proteomics', 'data-independent acquisition']	0.811	0.736	0.714	1.0	['data-independent acquisition', 'DIA']	unknown	iodoacetamide	LysC/trypsin	30%	unknown	unknown	HCD	Orbitrap Exploris 480	positive ion mode	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.928	0.967	0.722	1.0
PXD067905	shard_4	unknown	HEK 293	Fibroblast	unknown	unknown	cell line	cell culture	unknown	Homo sapiens	unknown	0.825	0.907	0.357	1.0	unknown	case vs control	SHP2 mutant vs wild-type	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.783	0.833	0.333	1.0	Data-dependent acquisition	10 mM	iodoacetamide (IAA)	['trypsin', 'Trypsin/P']	28	antibody	unknown	HCD	Q Exactive HF	unknown	label-free	Orbitrap	['No PTMs are included in the dataset', 'Carbamidomethylation on cysteines', 'Oxidation of methionine', 'protein N-terminal acetylation']	4 mM	Dithiothreitol (DTT)	0.929	0.9	0.895	1.0
PXD068129	shard_4	unknown	unknown	muscle cell	unknown	normal	tissue	healthy volunteers	male	Homo sapiens	muscle	0.836	0.871	0.5	1.0	2	unknown	unknown	2	unknown	2	unknown	unknown	['Chemical cross-linking coupled with mass spectrometry proteomics', 'Data-dependent acquisition']	0.895	0.99	0.5	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.83	0.9	0.4	1.0
PXD068485	shard_4	unknown	unknown	Plant cell	unknown	unknown	cell culture	cell culture	unknown	Arabidopsis thaliana	Leaf	0.836	0.929	0.357	1.0	unknown	treated vs control	Af1521 Macro domain vs G42E mutant variant	unknown	15	unknown	unknown	unknown	['bottom-up proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.85	0.9	0.5	1.0	['Data-dependent acquisition', 'data-dependent mode']	unknown	unknown	trypsin	30% NCE	affinity	unknown	HCD	['Orbitrap Fusion Lumos', 'Fusion Lumos Tribrid']	electrospray	['label-free quantification', 'Spectrum counting']	Orbitrap	['adenosine diphosphoribosyl (ADP-ribosyl) modified residue', 'Carbamidomethylation of cysteine (C)', 'oxidation of methionine (M)', 'acetylated protein N-termini', 'ADP-ribosylation of aspartic acid (D), glutamic acid (E), asparagine (N), glutamine (Q), lysine (K), arginine (R), serine (S), cysteine (C), and histidine (H)']	5 mM	DTT	0.964	0.982	0.864	1.0
PXD068739	shard_4	unknown	unknown	Plant cell	unknown	unknown	unknown	plant leaf material	unknown	Arabidopsis thaliana	Leaf	0.857	1.0	0.286	1.0	unknown	treated vs control	enrichment method	unknown	15	unknown	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'Bottom-up proteomics', 'Gel-based experiment']	0.864	0.909	0.545	1.0	Data-dependent acquisition	unknown	unknown	trypsin	30% NCE	affinity	unknown	HCD	Orbitrap Fusion Lumos	ESI	label-free quantification	Orbitrap	['adenosine diphosphoribosyl (ADP-ribosyl) modified residue', 'Carbamidomethylation of cysteine', 'oxidation of methionine', 'acetylated protein N-termini', 'ADP-ribosylation']	5 mM	DTT	0.961	0.984	0.842	1.0
PXD069096	shard_4	unknown	unknown	monocyte-derived dendritic cells	unknown	Autosomal hemophilia a	blood	healthy donors	unknown	Homo sapiens	Blood	0.889	0.979	0.5	1.0	unknown	case vs control	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.772	0.856	0.222	1.0	Data-dependent acquisition	unknown	unknown	unknown	unknown	unknown	unknown	Higher-energy collisional dissociation	Orbitrap Fusion Lumos	nanoelectrospray	Label free	unknown	monohydroxylated residue	unknown	unknown	0.853	0.947	0.4	1.0
PXD069667	shard_4	unknown	unknown	unknown	unknown	cataract	unknown	cataract surgery patients	unknown	Homo sapiens	['Eye', 'aqueous humor', 'anterior lens capsule', 'phaco cassette']	0.862	0.959	0.412	1.0	unknown	treated vs control	ARC, DC, PVC, control	unknown	unknown	unknown	3	3	bottom-up proteomics	0.833	0.844	0.556	1.0	Data-independent acquisition	unknown	iodoacetamide	['Trypsin', 'LysC']	26	unknown	unknown	NCE	Q Exactive HF-X	nanoESI	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'methionine oxidation', 'removal of the N-terminal methionine', 'protein N-terminal acetylation', 'carbamidomethylation']	0.1 M	dithiothreitol	0.948	0.952	0.857	1.0
PXD071042	shard_4	10-12 weeks	['A549', 'HeLa']	epithelial cell	unknown	Lung adenocarcinoma	cell line	cell culture	['male', 'female']	['Homo sapiens', 'Mus musculus']	lung	0.897	0.888	0.765	1.0	unknown	treated vs control	TMEM160 Co-IP vs negative control	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.767	0.8	0.333	1.0	['DIA', 'DIA-MS']	unknown	iodoacetamide	trypsin	NCE of 28	unknown	unknown	unknown	['Q Exactive HF', 'Q-Exactive HF-X mass spectrometer']	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	dithiothreitol (DTT)	0.897	0.928	0.667	1.0
PXD000412	shard_5	unknown	unknown	neutrophil	unknown	Periodontitis	tissue	archaeological human dental tissues	unknown	Homo sapiens	Alveolar bone	0.879	0.986	0.429	1.0	4	treated vs control	ancient vs modern	14	unknown	14	2	2	shotgun proteomics	0.872	0.789	0.889	1.0	['DDA', 'DDA', 'DDA']	unknown	iodoacetamide	['trypsin', 'trypsin']	40%	unknown	unknown	['HCD', 'CID']	['LTQ-Orbitrap Velos', 'Q Exactive', 'maXis']	['ESI', 'nanoESI']	label-free	['Orbitrap', 'QTOF']	['monohydroxylated residue', 'deaminated residue', 'acetylated residue', 'iodoacetamide derivatized residue', 'deamidated residue', 'carbamidomethylation', 'acetylation', 'deamidation', 'Gln→ pyro-Glu', 'oxidation']	unknown	unknown	0.881	0.825	0.844	1.0
PXD000674	shard_5	unknown	['HeLa', 'HeLa S3']	epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.83	0.847	0.533	1.0	1	unknown	unknown	1	unknown	1	unknown	unknown	shotgun proteomics	0.839	0.9	0.444	1.0	DDA	20 mM IAA	['IAA', 'iodoacetamide derivatized amino-terminal residue']	trypsin	27	unknown	unknown	unknown	Q Exactive	nanoESI	label-free	Orbitrap	['iodoacetamide derivatized amino-terminal residue', 'acetylated residue', '2-pyrrolidone-5-carboxylic acid (Gln)', 'phosphorylated residue', '2-pyrrolidone-5-carboxylic acid (Glu)', 'monohydroxylated residue', 'carbamidomethylation of Cys', 'oxidation of Met', 'phosphorylation of Ser/Thr/Tyr']	10 mM DTT	DTT	0.921	0.892	0.875	1.0
PXD001279	shard_5	unknown	E14TG2a	['embryonic stem cell', 'Stem cell']	embryonic	normal	cell line	cell culture	unknown	Mus musculus	unknown	0.893	0.973	0.533	1.0	3	cross-sectional	subcellular fraction	3	10	30	unknown	unknown	shotgun proteomics	0.9	0.889	0.778	1.0	data-dependent mode	375 mM	iodoacetamide	trypsin	['40% normalized collision energy', '35% normalized collision energy', '55% normalized collision energy']	unknown	high-pH reversed-phase liquid chromatography	['HCD', 'CID']	Orbitrap Fusion	electrospray	TMT	['Orbitrap', 'linear ion trap']	carbamidomethylation	200 mM	tris(2-carboxyethyl)phosphine	0.926	0.874	0.947	1.0
PXD001416	shard_5	unknown	unknown	peripheral blood mononuclear cell	unknown	normal	primary cells	healthy volunteers	unknown	Homo sapiens	Blood	0.846	0.921	0.429	1.0	3	treated vs control	dexamethasone treatment	3	4	3	2	2	Shotgun proteomics	0.906	0.811	1.0	1.0	['Shotgun proteomics', 'DDA']	unknown	['IAA', 'iodoacetamide']	trypsin	30% normalized collision energy	unknown	unknown	HCD	Q Exactive	nanospray ion source	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	DTT	0.918	0.921	0.789	1.0
PXD001425	shard_5	unknown	unknown	unknown	unknown	Lemierre's syndrome	biofluid	patient plasma	unknown	Homo sapiens	blood	0.832	0.921	0.357	1.0	unknown	case vs control	survivors vs non-survivors	10	unknown	20	unknown	unknown	['Shotgun proteomics', 'glycoproteomics']	0.87	0.9	0.6	1.0	DDA	unknown	iodoacetamide	trypsin	30	solid-phase extraction	unknown	HCD	Q Exactive	ESI	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue', 'carbamidomethylation', 'deamidation', 'oxidation']	unknown	unknown	0.89	0.86	0.8	1.0
PXD001861	shard_5	unknown	unknown	['platelet', 'platelet sub-cellular fractions']	unknown	['Cardiovascular system disease', 'Cardiovascular']	biofluid	venous blood	unknown	Homo sapiens	blood	0.866	0.931	0.5	1.0	6	case vs control	high vs low platelet reactivity	12	3	12	3	3	['shotgun proteomics', 'targeted proteomics']	0.91	0.82	1.0	1.0	unknown	unknown	unknown	Trypsin	unknown	unknown	Off-gel electrophoresis	['CID', 'HCD']	LTQ Orbitrap Velos	unknown	['TMT', 'Tandem-Mass-Tag']	unknown	oxidized methionine	unknown	unknown	0.894	1.0	0.471	1.0
PXD002145	shard_5	unknown	unknown	spermatozoa	unknown	Male infertility	biofluid	['SP retrieved from SCI patients', 'normal controls']	unknown	Homo sapiens	Seminal plasma	0.867	0.947	0.467	1.0	unknown	treated vs control	SCI vs control	12	48	23	unknown	unknown	shotgun proteomics	0.833	0.8	0.667	1.0	unknown	unknown	unknown	['Lys-C/Trypsin', 'Trypsin/P']	unknown	unknown	hSAX	unknown	['LTQ Orbitrap Elite', 'LTQ Orbitrap XL ETD']	unknown	['dimethyl', 'dimethyl Lys 0 and N-term 0', 'dimethyl Lys 4 and N-term 4', 'Stable isotope ratio', 'dimethylated residue; 2x(13)C']	['Orbitrap', 'Ion Trap']	['Carbamidomethylation of cysteine residues', 'Acetyl (Protein N-term)', 'Oxidation (M)', 'dimethylated residue', '2x(13)C']	unknown	unknown	0.919	0.977	0.654	1.0
PXD002598	shard_5	unknown	['EA.hy926', 'HEK293']	['endothelial cells', 'HUVECs']	unknown	normal	['cell line', 'primary cells']	['cell culture', 'cell culture']	unknown	Homo sapiens	endothelium	0.867	0.889	0.611	1.0	unknown	treated vs control	eNOS S1179A or S1179D vs eGFP	unknown	unknown	unknown	unknown	unknown	Affinity purification coupled with mass spectrometry proteomics	0.811	0.889	0.333	1.0	data-dependent mode	5.5 mM	iodoacetamide	['LysC', 'trypsin']	25	tandem affinity purification	unknown	higher-energy collision dissociation	Q Exactive	ESI	label-free	Orbitrap	['Carbamidomethylation', 'methionine oxidation', 'N-terminal acetylation']	1 mM	DTT	0.972	0.967	0.944	1.0
