agent,pxd_id,field,golden,llm,match_type,score,replicate,model,model_dir,arm,lin
BiologicalAgent,PXD029997,cell_type,yeast,yeast cell,HIERARCHICAL,0.9,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,BY4742,SEMANTIC,0.70179283618927,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD030403,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD030403,organ,thyroid,thyroid,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,thyroid epithelial cell,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD030403,disease,normal,normal,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfuromonas acetexigens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD036655,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,liver,SEMANTIC,0.610184,2,Qwen3.8-27B,qwen3_8_27b,S4,0.5788642011785764
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585,2,Qwen3.8-27B,qwen3_8_27b,S4,0.6666666666666666
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S4,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD040722,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,"skin, brain, muscle, heart, kidney, liver, lung, aorta",SEMANTIC,0.88913,2,Qwen3.8-27B,qwen3_8_27b,S4,0.8391693419894811
BiologicalAgent,PXD041681,species,homo sapiens,Homo sapiens,NORMALIZED,0.95,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),oral squamous cell carcinoma,SEMANTIC,0.9196428060531616,2,Qwen3.8-27B,qwen3_8_27b,S4,0.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,mesenchymal stem cell,HIERARCHICAL,0.9,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,
BiologicalAgent,PXD060381,disease,degenerative disc disease,intervertebral disc degeneration,SEMANTIC,0.9417638778686525,2,Qwen3.8-27B,qwen3_8_27b,S4,
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,"Lys-C, trypsin",EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),SILAC,NO_MATCH,0.40862,2,Qwen3.8-27B,qwen3_8_27b,S4,0.09558584363919939
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD002619,label,SILAC,SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD005982,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,"trypsin, Lys-C",EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD006847,label,Label-free,label-free,NORMALIZED,0.95,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD013543,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,trypsin,SEMANTIC,0.710153,2,Qwen3.8-27B,qwen3_8_27b,S4,0.7981399255485768
TechnicalAgent,PXD013809,label,SILAC,SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD014762,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD015272,label,SILAC (light: Lys/Arg; heavy: Lys/Arg),SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD015289,cleavage_agent,trypsin; Lys-C,Trypsin/Lys-C mix,SEMANTIC,0.891432,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD015289,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD018830,instrument,Q Exactive HF-X,Q-Exactive HF-X,SEMANTIC,0.9815266132354736,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD018830,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD019394,instrument,LTQ Orbitrap,LTQ-Orbitrap mass spectrometer,SEMANTIC,0.9257041215896606,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD019394,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD021383,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD022741,instrument,Orbitrap Fusion Lumos,Orbitrap Fusion Lumos,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD022741,label,TMT126; TMT127N; TMT127C; TMT128N; TMT128C; TMT129N; TMT129C; TMT130N; TMT130C; TMT131N; TMT131C,TMT,SEMANTIC,0.7174053192138672,2,Qwen3.8-27B,qwen3_8_27b,S4,0.8037566069090535
TechnicalAgent,PXD026287,instrument,LTQ Orbitrap Velos,LTQ Orbitrap Velos Pro,SEMANTIC,0.9835607409477234,2,Qwen3.8-27B,qwen3_8_27b,S4,0.6892382405219826
TechnicalAgent,PXD026287,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD028781,cleavage_agent,Trypsin; Lys-C,Trypsin/LysC,SEMANTIC,0.966385,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD028781,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD029966,instrument,TripleTOF 6600,TripleTOF 6600,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD029966,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD029997,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD030403,instrument,LTQ-Orbitrap,LTQ-Orbitrap,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD030403,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD032098,instrument,1; 2; 3; 4,Orbitrap Fusion Tribrid,NO_MATCH,0.328304,2,Qwen3.8-27B,qwen3_8_27b,S4,0.000315760080068027
TechnicalAgent,PXD032098,label,run 1; run 2; run 3; run 4; run 5; run 6; run 7; run 8,inferred: No isobaric labels or quantification strategy are mentioned in the LC-MS/MS analysis section; the text describes identifying unique crosslinks from isotopically labeled crosslinking reagents used for the specific structural technique,NO_MATCH,0.35615,2,Qwen3.8-27B,qwen3_8_27b,S4,0.030169733855628482
TechnicalAgent,PXD034195,cleavage_agent,trypsin,,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S4,0.0
TechnicalAgent,PXD036655,cleavage_agent,trypsin,"Lys-C, trypsin",SEMANTIC,0.8283900022506714,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD036655,label,TMT10plex,TMT10 plex,SEMANTIC,0.9192981719970704,2,Qwen3.8-27B,qwen3_8_27b,S4,0.0
TechnicalAgent,PXD036832,instrument,Q Exactive HF-X,Q Exactive HF-X,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD036832,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD040176,instrument,Orbitrap Fusion,Orbitrap Fusion,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD040176,label,Label free,label-free,SEMANTIC,0.9735952019691468,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD040722,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD040722,label,TMT16plex,TMT,SEMANTIC,0.7098262310028076,2,Qwen3.8-27B,qwen3_8_27b,S4,0.8037566069090535
TechnicalAgent,PXD041681,instrument,Orbitrap Fusion Lumos Tribrid,Orbitrap Fusion™ Lumos™ Tribrid™ Mass Spectrometer,SEMANTIC,0.8979113101959229,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD041681,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
TechnicalAgent,PXD042574,cleavage_agent,proteinase K; trypsin,trypsin,SEMANTIC,0.846173,2,Qwen3.8-27B,qwen3_8_27b,S4,0.7981399255485768
TechnicalAgent,PXD043392,cleavage_agent,trypsin,,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S4,0.0
TechnicalAgent,PXD060381,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S4,1.0
BiologicalAgent,PXD001856,species,human (Homo sapiens),Homo sapiens,SEMANTIC,0.9592809677124025,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD002619,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD002619,organ,breast cancer cell,breast,NO_MATCH,0.5746214389801025,2,Qwen3.8-27B,qwen3_8_27b,S5,0.05434852694957474
BiologicalAgent,PXD002619,disease,breast cancer,breast cancer,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD005982,species,Oryza sativa L.,Oryza sativa,SEMANTIC,0.9900140166282654,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD005982,organ,pistil; seed,seed,SEMANTIC,0.796161,2,Qwen3.8-27B,qwen3_8_27b,S5,0.5209182988182708
BiologicalAgent,PXD006847,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD006847,organ,pancreas; islet,pancreas,SEMANTIC,0.796864,2,Qwen3.8-27B,qwen3_8_27b,S5,0.9272778454978727
BiologicalAgent,PXD006847,cell_type,cultured cells,epithelial cell,NO_MATCH,0.630479633808136,2,Qwen3.8-27B,qwen3_8_27b,S5,0.5268914938427182
BiologicalAgent,PXD006847,cell_line,HeLa,HeLa,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD006847,disease,Healthy control; Type 1 diabetes,type 1 diabetes,SEMANTIC,0.644048,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD012439,species,Riftia pachyptila,Riftia pachyptila,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD012439,organ,trophosome; vestimentum; plume,trophosome,SEMANTIC,0.638186,2,Qwen3.8-27B,qwen3_8_27b,S5,0.8822079991196204
BiologicalAgent,PXD013543,species,Rattus norvegicus,Rattus norvegicus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD013543,organ,left ventricle,heart,SEMANTIC,0.7162191271781921,2,Qwen3.8-27B,qwen3_8_27b,S5,0.7768907515685064
BiologicalAgent,PXD013543,disease,obesity,obesity,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD013809,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD013809,cell_line,HeLa,HeLa,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD014762,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD014762,organ,alveoli; blood vessels,lung,NO_MATCH,0.491871,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD014762,disease,Idiopathic Pulmonary Fibrosis (IPF),Idiopathic Pulmonary Fibrosis,SEMANTIC,0.9312148094177246,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015272,cell_line,HeLa,"HEK293T, HT1080, HeLa",NO_MATCH,0.6652183532714844,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,organ,prostate,prostate,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD015289,disease,prostate cancer; benign prostatic hyperplasia (BPH); bladder cancer; renal cell carcinoma,"prostate cancer, bladder cancer, renal cell carcinoma, benign prostatic hyperplasia",SEMANTIC,0.987907,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD018830,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD018830,organ,Breast epithelium,breast,NO_MATCH,0.6563327312469482,2,Qwen3.8-27B,qwen3_8_27b,S5,0.7672979805131644
BiologicalAgent,PXD018830,disease,Breast cancer (BC); Control,breast cancer,NO_MATCH,0.588221,2,Qwen3.8-27B,qwen3_8_27b,S5,0.9880989524001719
BiologicalAgent,PXD019394,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD019394,organ,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,"brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, and testis",EXACT,0.977778,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD019394,cell_type,brain; brown adipose tissue; heart; kidney; liver; lung; pancreas; spleen; testis,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD019394,disease,normal,normal,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD021383,species,Dermatophagoides pteronyssinus; Dermatophagoides farinae; Suidasia medanensis; Cicer arietinum; Saccharomyces cerevisiae; Homo sapiens,Dermatophagoides pteronyssinus,SEMANTIC,0.541721,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD022741,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD026287,species,Arabidopsis thaliana,Arabidopsis thaliana,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD026287,organ,whole seedlings,seedling,HIERARCHICAL,0.9,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD026287,cell_type,plant cell,nuclei,NO_MATCH,0.4566670656204223,2,Qwen3.8-27B,qwen3_8_27b,S5,0.28385226299176414
BiologicalAgent,PXD028781,species,Toxoplasma gondii,Toxoplasma gondii,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD028781,cell_line,HFF-1,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD029966,species,Homo sapiens; Mus musculus,Mus musculus,SEMANTIC,0.708607,2,Qwen3.8-27B,qwen3_8_27b,S5,0.5
BiologicalAgent,PXD029966,organ,serum,spleen,NO_MATCH,0.5117127895355225,2,Qwen3.8-27B,qwen3_8_27b,S5,0.6472369077565886
BiologicalAgent,PXD029997,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD029997,cell_type,yeast,yeast cell,HIERARCHICAL,0.9,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD029997,cell_line,Saccharomyces cerevisiae BY4742,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD030403,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD030403,organ,thyroid,thyroid,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD030403,cell_type,thyroid epithelial cell,thyroid epithelial cell,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD030403,cell_line,Nthy-ORI,Nthy-ORI,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD030403,disease,normal,normal,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD034195,species,Desulfuromonas acetexigens,Desulfuromonas acetexigens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD034195,cell_line,Desulfuromonas acetexigens,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD036655,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD036832,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD036832,organ,Liver; Lungs; Spleen; Plasma,"liver, lung, spleen, heart, kidney",SEMANTIC,0.838748,2,Qwen3.8-27B,qwen3_8_27b,S5,0.9998240589651163
BiologicalAgent,PXD036832,disease,"""naive, sepsis""; sepsis",sepsis,SEMANTIC,0.817585,2,Qwen3.8-27B,qwen3_8_27b,S5,0.6666666666666666
BiologicalAgent,PXD040176,species,Diplonema papillatum,Diplonema papillatum,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD040176,organ,Mitochondrial mitoribosomes,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD040176,cell_type,Diplonema papillatum,unknown,NO_MATCH,0.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD040722,species,Mus musculus,Mus musculus,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD040722,organ,thoracic aorta; brain (cerebrum); gastrocnemius muscle; heart; kidney; liver; lung; abdominal skin,multiple tissues,NO_MATCH,0.366978,2,Qwen3.8-27B,qwen3_8_27b,S5,0.18031441639797366
BiologicalAgent,PXD041681,species,homo sapiens,Homo sapiens,NORMALIZED,0.95,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD042574,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD042574,disease,oral squamous cell carcinoma (OSCC),oral squamous cell carcinoma,SEMANTIC,0.9196428060531616,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
BiologicalAgent,PXD043392,species,Saccharomyces cerevisiae,Saccharomyces cerevisiae,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD060381,species,Homo sapiens,Homo sapiens,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD060381,cell_type,mesenchymal stem cells,mesenchymal stem cell,HIERARCHICAL,0.9,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
BiologicalAgent,PXD060381,cell_line,ASC52telo,ASC52telo,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,
BiologicalAgent,PXD060381,disease,degenerative disc disease,normal,NO_MATCH,0.248071014881134,2,Qwen3.8-27B,qwen3_8_27b,S5,
TechnicalAgent,PXD001856,cleavage_agent,Lys-C; trypsin,"Lys-C, trypsin",EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD001856,label,Lys8/Arg10 (heavy); Lys4/Arg6 (medium); Light (unlabeled),SILAC,NO_MATCH,0.40862,2,Qwen3.8-27B,qwen3_8_27b,S5,0.09558584363919939
TechnicalAgent,PXD002619,instrument,Q Exactive,Q Exactive,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD002619,label,SILAC,SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD005982,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD005982,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD006847,cleavage_agent,trypsin; Lys-C,"Lys-C, trypsin",EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD006847,label,Label-free,label-free,NORMALIZED,0.95,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD012439,cleavage_agent,trypsin,Tryptic,SEMANTIC,0.7483850121498108,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013543,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013543,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD013809,cleavage_agent,Lys-C; trypsin,trypsin,SEMANTIC,0.710153,2,Qwen3.8-27B,qwen3_8_27b,S5,0.7981399255485768
TechnicalAgent,PXD013809,label,SILAC,SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD014762,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015272,label,SILAC (light: Lys/Arg; heavy: Lys/Arg),SILAC,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015289,cleavage_agent,trypsin; Lys-C,Trypsin/Lys-C mix,SEMANTIC,0.891432,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD015289,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD018830,instrument,Q Exactive HF-X,Q-Exactive HF-X,SEMANTIC,0.9815266132354736,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD018830,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD019394,instrument,LTQ Orbitrap,LTQ-Orbitrap,SEMANTIC,0.9744685888290404,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD019394,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD021383,cleavage_agent,trypsin,trypsin,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD022741,instrument,Orbitrap Fusion Lumos,Orbitrap Fusion Lumos,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD022741,label,TMT126; TMT127N; TMT127C; TMT128N; TMT128C; TMT129N; TMT129C; TMT130N; TMT130C; TMT131N; TMT131C,TMT11,SEMANTIC,0.732702374458313,2,Qwen3.8-27B,qwen3_8_27b,S5,0.0
TechnicalAgent,PXD026287,instrument,LTQ Orbitrap Velos,LTQ Orbitrap Velos Pro,SEMANTIC,0.9835607409477234,2,Qwen3.8-27B,qwen3_8_27b,S5,0.6892382405219826
TechnicalAgent,PXD026287,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD028781,cleavage_agent,Trypsin; Lys-C,Trypsin/LysC,SEMANTIC,0.966385,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD028781,label,label-free,label-free,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD029966,instrument,TripleTOF 6600,TripleTOF 6600,EXACT,1.0,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
TechnicalAgent,PXD029966,label,label free sample,label-free,SEMANTIC,0.809843897819519,2,Qwen3.8-27B,qwen3_8_27b,S5,1.0
