pxd	run	acquisition	cell_line	cell_part	disease	enrichment	fractionation	fragmentation	instrument	labeling	organism	tissue
PXD061019	PF_210409_Abaqua-S-a-ABA-R2-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F3-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R3-F1-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R2-F2-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R3-F3-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R3-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R1-F3-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R4-F3-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F1-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F3-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R2-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R2-F3-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R4-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R1-F2-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R3-F3-C-Phos_20210420084659					phospho-enrichment	True					
PXD061019	PF_210409_Abaqua-S-a-Control-R1-F2-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F3-Phos						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R2-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R2-F1-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R4-F3-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R1-F3-Tot						True					
PXD061019	PF_210409_Abaqua-WT-Control-R4-F2-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F2-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-Control-R1-F3-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R2-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R4-F2-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R2-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R4-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F3-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R1-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R2-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-WT-Control-R2-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R3-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R2-F2-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R3-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R2-F2-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F1-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R2-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R3-F3-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R1-F3-Phos						True					
PXD061019	PF_210409_Abaqua-WT-Control-R4-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R2-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R4-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R3-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R3-F2-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R2-F2-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R3-F2-C-Phos_20210420205915					phospho-enrichment	True					
PXD061019	PF_210409_Abaqua-WT-Control-R4-F1-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R2-F3-Tot						True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-Control-R3-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R1-F1-Tot						True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F2-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R4-F2-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R2-F3-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R4-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F2-Phos						True					
PXD061019	PF_210409_Abaqua-WT-Control-R3-F2-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-Control-R4-F3-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R4-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R4-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R3-F1-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F2-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F1-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R4-F1-Tot						True					
PXD061019	PF_210409_Abaqua-WT-Control-R2-F3-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R3-F3-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R1-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R3-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R2-F3-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R4-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R1-F2-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R3-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R4-F1-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R1-F3-Phos						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-Control-R4-F3-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R3-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R4-F1-C-Phos						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R1-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R2-F1-Tot						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R3-F3-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-WT-ABA-R2-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R1-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R2-F1-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-ABA-R2-F3-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R3-F3-Tot						True					
PXD061019	PF_210409_Abaqua-WT-Control-R2-F1-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F2-C-Phos				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R2-F2-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-a-Control-R1-F1-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R2-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-Control-R1-F1-Phos						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R4-F1-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R2-F2-Phos						True					
PXD061019	PF_210409_Abaqua-S-a-Control-R2-F3-C-Phos						True					
PXD061019	PF_210409_Abaqua-WT-Control-R1-F3-Tot-4ul				healthy		True					
PXD061019	PF_210409_Abaqua-WT-Control-R3-F3-Tot				healthy		True					
PXD061019	PF_210409_Abaqua-S-b-Control-R2-F2-Tot						True					
PXD061019	PF_210409_Abaqua-S-b-ABA-R1-F1-Phos						True					
PXD061019	PF_210409_Abaqua-WT-ABA-R1-F3-C-Phos				healthy		True					
PXD068828	60SP4ATPVO43											
PXD068828	512MesADP3											
PXD068828	51SP4ATPVO4Control1											
PXD068828	60SP4ATPVO4Control2											
PXD068828	60SP4ATPVO41											
PXD068828	60SP4ATPVO4Control1											
PXD068828	51SP4ATPVO4Control3											
PXD068828	51DIAControl1											
PXD068828	64SP4ATPVO4Control3											
PXD068828	56SP4ATPVO43											
PXD068828	64SP4ATPVO4Control1											
PXD068828	64SP4ATPVO43											
PXD068828	512MesADP1											
PXD068828	512MesADPControl1											
PXD068828	56SP4ATPVO4Control2											
PXD068828	56SP4ATPVO41											
PXD068828	64SP4ATPVO4Control2											
PXD068828	512MesADP2											
PXD068828	572MesADP3											
PXD068828	572MesADP2											
PXD068828	56SP4ATPVO4Control3											
PXD068828	572MesADP1											
PXD068828	572MesADPControl1											
PXD068828	51SP4ATPVO43											
PXD068828	572MesADPControl3											
PXD068828	64SP4ATPVO42											
PXD068828	51DIAATPVO41											
PXD068828	512MesADPControl3											
PXD068828	51SP4ATPVO42											
PXD068828	56SP4ATPVO42											
PXD068828	51SP4ATPVO41											
PXD068828	51SP4ATPVO4Control2											
PXD068828	64SP4ATPVO41											
PXD068828	56SP4ATPVO4Control1											
PXD068828	60SP4ATPVO42											
PXD068828	512MesADPControl2											
PXD068828	60SP4ATPVO4Control3											
PXD068828	572MesADPControl2											
PXD063983	QEX01_MF_210518_FL4_WT_KRAS_2_028				healthy							
PXD063983	QEX01_MF_210321_FF4_WT_KRAS_119				healthy							
PXD063983	QEX03_MF_210527_FL9_WT_GFP_196				healthy							
PXD063983	QEX03_MF_210527_FL8_VEC_KRAS_198											
PXD063983	QEX01_MF_210321_FF1_VEC_GFP_113											
PXD063983	QEX01_MF_210518_FL1_VEC_GFP_2_022											
PXD063983	QEX01_MF_210321_FF2_VEC_RAS_115											
PXD063983	QEX03_MF_210527_FL7_VEC_GFP_196											
PXD063983	QEX03_MF_210527_FL10_WT_KRAS_198				healthy							
PXD063983	QEX01_MF_210321_FF3_WT_GFP_117				healthy							
PXD063983	QEX01_MF_210518_FL3_WT_GFP_2_026				healthy							
PXD063983	QEX01_MF_210518_FL2_VEC_KRAS_2_024											
PXD064117	OGT_HCD							HCD				
PXD064117	FOXK2_HCD_EThcD							EThcD; HCD				
PXD058425	E2_3793_30											
PXD058425	E2_3793_16											
PXD058425	E2_3793_02											
PXD058425	E2_3793_13											
PXD058425	E2_3793_15											
PXD058425	E2_3793_11											
PXD058425	E2_3793_GPF_900_1000											
PXD058425	E2_3793_19											
PXD058425	E2_3793_17											
PXD058425	E2_3793_07											
PXD058425	E2_3793_20											
PXD058425	E2_3793_09											
PXD058425	E2_3793_21											
PXD058425	E2_3793_26											
PXD058425	E2_3793_10											
PXD058425	E2_3793_24											
PXD058425	E2_3793_04											
PXD058425	E2_3793_GPF_700_800											
PXD058425	E2_3793_GPF_800_900											
PXD058425	E2_3793_29											
PXD058425	E2_3793_08											
PXD058425	E2_3793_14											
PXD058425	E2_3793_GPF_500_600											
PXD058425	E2_3793_28											
PXD058425	E2_3793_05											
PXD058425	E2_3793_GPF_600_700											
PXD058425	E2_3793_18											
PXD058425	E2_3793_22											
PXD058425	E2_3793_03											
PXD058425	E2_3793_27											
PXD058425	E2_3793_GPF_400_500											
PXD058425	E2_3793_23											
PXD058425	E2_3793_06											
PXD058425	E2_3793_01											
PXD058425	E2_3793_25											
PXD058425	E2_3793_12											
PXD032918	PTM_LOPIT_total_rep2_fraction9						True					
PXD032918	PTM_LOPIT_total_rep2_fraction17						True					
PXD032918	PTM_LOPIT_total_rep2_fraction16						True					
PXD032918	PTM_LOPIT_total_rep2_fraction6						True					
PXD032918	PTM_LOPIT_total_rep2_fraction14						True					
PXD032918	PTM_LOPIT_total_rep2_fraction10						True					
PXD032918	PTM_LOPIT_total_rep2_fraction11						True					
PXD032918	PTM_LOPIT_total_rep2_fraction19						True					
PXD032918	PTM_LOPIT_total_rep2_fraction3						True					
PXD032918	PTM_LOPIT_total_rep2_fraction7						True					
PXD032918	PTM_LOPIT_total_rep2_fraction5						True					
PXD032918	PTM_LOPIT_total_rep2_fraction4						True					
PXD032918	PTM_LOPIT_total_rep2_fraction12						True					
PXD032918	PTM_LOPIT_total_rep2_fraction8						True					
PXD032918	PTM_LOPIT_total_rep2_fraction18						True					
PXD032918	PTM_LOPIT_total_rep2_fraction13						True					
PXD032918	PTM_LOPIT_total_rep2_fraction20						True					
PXD032918	PTM_LOPIT_total_rep2_fraction15						True					
PXD032918	PTM_LOPIT_total_rep2_fraction2						True					
PXD032918	PTM_LOPIT_total_rep2_fraction1						True					
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr29						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr10						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr36						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr37						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr30						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr34						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr30						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr56						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr48						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr29						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr45						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr16						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr10						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr17						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr08						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr12						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr50						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr13						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr55						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr56						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr72						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr37						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr55						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr03						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr07						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr02						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr05						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr55						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr08						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr18						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr11						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr09						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr19						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr50						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr11						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr36						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr07						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr11						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr48						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr37						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr18						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr19						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr17						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr19						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr14						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr09						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr35						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr03						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr32						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr08						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr14						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr14						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr16						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr04						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr27						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr06						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr29						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr04						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr48						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr15						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr27						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr18						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr09						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr51						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr12						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr47						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr03						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr50						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr27						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr09						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr11						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr55						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr12						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr11						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr07						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr12						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr07						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr45						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr04						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr37						True			TMT		
PXD061144	XC-LCP1-114_20200812_HFTo_TMT16_SetA_640ug_IPG3-10_10of20_fr02						True			TMT		
PXD061144	XC-LCP1-114_20200916_HFTo_TMT16_SetF_640ug_IPG3-10_10of20_fr37						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr03						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr34						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr02						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr13						True			TMT		
PXD061144	XC-LCP1-114_20201006_HFTo_TMT16_SetH_640ug_IPG3-10_10of20_fr28						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr10						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr55						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr31						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr49						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr06						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr19						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr17						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr34						True			TMT		
PXD061144	XC-LCP1-114_20200908_HFTo_TMT16_SetE_640ug_IPG3-10_10of20_fr51						True			TMT		
PXD061144	XC-LCP1-114_20200819_HFTo_TMT16_SetB_640ug_IPG3-10_10of20_fr35						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr16						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr13						True			TMT		
PXD061144	XC-LCP1-114_20200903_HFTo_TMT16_SetD_640ug_IPG3-10_10of20_fr08						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr35						True			TMT		
PXD061144	XC-LCP1-114_20200922_HFTo_TMT16_SetG_640ug_IPG3-10_10of20_fr07						True			TMT		
PXD061144	XC-LCP1-114_20200930_HFTo_TMT16_SetE_640ug_IPG3-10_rerun_15of20_fr06						True			TMT		
PXD061144	XC-LCP1-114_20200827_HFTo_TMT16_SetC_640ug_IPG3-10_10of20_fr10						True			TMT		
