pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD008222	q02907	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1143	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02908	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1143	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02909	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1143	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02910	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1143	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02921	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02922	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02923	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02924	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02925	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02927	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02928	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02929	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02930	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02931	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02933	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02934	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02935	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02936	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02937	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02939	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02940	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02941	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02942	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02943	Homo sapiens	breast	breast cancer		Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02957	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02958	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02959	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02960	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02961	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02963	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02964	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02965	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02966	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02967	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1599	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02980	Homo sapiens	breast		HCC-1806	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02981	Homo sapiens	breast		HCC-1806	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02983	Homo sapiens	breast		HCC-1806	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02984	Homo sapiens	breast		HCC-1806	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02986	Homo sapiens	breast		HCC-1806	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02988	Homo sapiens	breast		HCC-1806	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02989	Homo sapiens	breast		HCC-1806	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02990	Homo sapiens	breast		HCC-1806	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02992	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02993	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q02994	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q02995	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q02996	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q02998	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q02999	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03000	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03001	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03002	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC1937	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03006	Homo sapiens	breast		HCC-1806	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03007	Homo sapiens	breast		HCC-1806	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03009	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03010	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03011	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03012	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03013	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03015	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03016	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03017	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03018	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03019	Homo sapiens	breast	pancreatic ductal adenocarcinoma	HCC38	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03043	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03044	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03045	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03046	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03047	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03049	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03050	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03051	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03052	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03053	Homo sapiens	breast	breast cancer	Hs578T	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03058	Homo sapiens	breast		MDA-MB-157	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03060	Homo sapiens	breast		MDA-MB-157	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03061	Homo sapiens	breast		MDA-MB-157	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03063	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03064	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03065	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03066	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03067	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03071	Homo sapiens	breast		MDA-MB-157	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03072	Homo sapiens	breast		MDA-MB-157	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03073	Homo sapiens	breast		MDA-MB-157	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		6	True
PXD008222	q03075	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03076	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03077	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03078	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03079	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03081	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03082	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03083	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03084	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03085	Homo sapiens	breast	breast cancer	MDA-MB-231	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03087	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03088	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03089	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03090	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03091	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03093	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03094	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03095	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03096	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03097	Homo sapiens	breast	breast cancer	MDAMB436	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03101	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03102	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03103	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03104	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03105	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03107	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03108	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03109	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03110	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03111	Homo sapiens	breast	metastatic melanoma	MDAMB453	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03116	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03117	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03118	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03119	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03120	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03122	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03123	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03124	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03125	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03126	Homo sapiens	breast	breast cancer	MDA-MB-468	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03161	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03162	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03163	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03164	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03165	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03167	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03168	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03169	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03170	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03171	Homo sapiens	breast	breast cancer	MFM223	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03175	Homo sapiens	breast	breast cancer	SW527	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03176	Homo sapiens	breast	breast cancer	SW527	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03177	Homo sapiens	breast	breast cancer	SW527	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03178	Homo sapiens	breast	breast cancer	SW527	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03179	Homo sapiens	breast	breast cancer	SW527	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03181	Homo sapiens	breast	breast cancer	SW527	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03182	Homo sapiens	breast	breast cancer	SW527	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03183	Homo sapiens	breast	breast cancer	SW527	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03184	Homo sapiens	breast	breast cancer	SW527	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03185	Homo sapiens	breast	breast cancer	SW527	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03187	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03188	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03189	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03190	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03191	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03193	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03194	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03195	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03196	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03197	Homo sapiens	breast	breast cancer	MCF-7	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03207	Homo sapiens	breast		MCF-10A	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03208	Homo sapiens	breast		MCF-10A	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03209	Homo sapiens	breast		MCF-10A	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03210	Homo sapiens	breast		MCF-10A	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03211	Homo sapiens	breast		MCF-10A	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03213	Homo sapiens	breast		MCF-10A	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03214	Homo sapiens	breast		MCF-10A	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03215	Homo sapiens	breast		MCF-10A	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03216	Homo sapiens	breast		MCF-10A	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03217	Homo sapiens	breast		MCF-10A	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03221	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03222	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03223	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03224	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03225	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03227	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03228	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03229	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
PXD008222	q03230	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		4	True
PXD008222	q03231	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			trypsin	M-oxidation; Acetyl; C-carbamidomethylation	label-free		5	True
PXD008222	q03233	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		1	True
PXD008222	q03234	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		2	True
PXD008222	q03235	Homo sapiens	breast	pancreatic ductal adenocarcinoma	BT-474	Q Exactive			LysC	M-oxidation; Acetyl; C-carbamidomethylation	label-free		3	True
