source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD001249	shard_4	unknown	HeLa	unknown	unknown	normal	cell line	cell culture	unknown	Homo sapiens	cervix	0.793	0.814	0.429	1.0	Hela cell	unknown	SNW1 and PRPF8 depletion	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.822	0.911	0.333	1.0	unknown	unknown	unknown	unknown	unknown	Affinity purification coupled with mass spectrometry proteomics	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'deaminated residue', 'methylthiolated residue']	unknown	unknown	0.838	0.912	0.412	1.0
PXD001415	shard_4	unknown	unknown	peripheral blood mononuclear cell	unknown	normal	cell culture	peripheral blood	unknown	Homo sapiens	Blood	0.85	0.929	0.429	1.0	unknown	treated vs control	inflammatory activation and dexamethasone treatment	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	['Shotgun proteomics', 'MRM']	unknown	Carbamidomethyl	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.872	0.944	0.5	1.0
PXD001423	shard_4	unknown	unknown	peripheral blood mononuclear cell	unknown	inflammation	biofluid	peripheral blood	unknown	Homo sapiens	Blood	0.846	0.921	0.429	1.0	unknown	['treated vs control', 'treated vs control']	['inflammatory activation', 'dexamethasone treatment']	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.818	0.855	0.455	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.841	0.941	0.353	1.0
PXD001725	shard_4	unknown	unknown	Melanocyte	unknown	Metastatic melanoma	tissue	tumor biopsy	unknown	Homo sapiens	Lymph node	0.868	0.936	0.5	1.0	unknown	unknown	unknown	unknown	6	10	unknown	unknown	Shotgun proteomics	0.85	0.967	0.333	1.0	['DDA', 'Shotgun proteomics']	40 mM iodoacetamide	iodoacetamide	trypsin	30%	unknown	SCX	HCD	Q Exactive	ESI	label-free	Orbitrap	No PTMs	10 mM DTT	DTT	0.944	0.912	0.938	1.0
PXD002097	shard_4	unknown	CAL 27	epithelial cell	unknown	head and neck squamous cell carcinoma	cell line	cell culture	unknown	Homo sapiens	Oral mucosa	0.861	0.921	0.5	1.0	unknown	treated vs control	curcumin vs DMSO	1	unknown	2	unknown	unknown	Shotgun proteomics	0.844	0.867	0.556	1.0	['DDA', 'Shotgun proteomics']	10 mM	iodoacetamide	trypsin	30 % normalized collision energy	immunoaffinity	unknown	HCD	Orbitrap Fusion	nanoESI	SILAC	Orbitrap	['monohydroxylated residue', '6x(13)C labeled residue', 'iodoacetamide derivatized residue', 'phosphorylation at serine, threonine and tyrosine', 'carbamidomethylation', 'oxidation']	5 mM	DTT	0.888	0.795	0.952	1.0
PXD002591	shard_4	unknown	HeLa	epithelial cell	unknown	cervical adenocarcinoma	['cell culture', 'cell line']	cell culture	unknown	Homo sapiens	cervix	0.857	0.9	0.533	1.0	unknown	treated vs control	turnover rate	unknown	unknown	14	unknown	unknown	Shotgun proteomics	0.856	0.933	0.444	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	SILAC	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue', 'N-acetylaminoglucosylated residue']	unknown	unknown	0.861	0.944	0.444	1.0
PXD002960	shard_4	unknown	HeLa	epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.846	0.893	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.822	1.0	0.111	1.0	unknown	unknown	iodoacetamide	trypsin	unknown	antibody	unknown	unknown	Q Exactive	nanoESI	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.865	0.894	0.588	1.0
PXD003215	shard_4	unknown	unknown	['Osteocyte', 'Osteoblast']	unknown	Bone disease	tissue	patient cranial suture	unknown	Homo sapiens	['Cranium', 'cranial suture']	0.859	0.919	0.5	1.0	unknown	case vs control	patent vs fused	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.767	0.8	0.333	1.0	DDA	50 mM	iodoacetamide	trypsin	unknown	unknown	unknown	HCD	Q-Exactive Orbitrap	electrospray	spectral counting	Orbitrap	['carbamidomethylation of cysteine', 'modification from Glu to pyro-Glu at the N-terminus', 'ammonia-loss at the N-terminus', 'oxidation of methionine', 'formylation of the N-terminus', 'phosphorylation of serine', 'phosphorylation of threonine', 'phosphorylation of tyrosine', 'glyGly of lysine']	200 mM	tris(2-carboxyethyl)phosphine HCl	0.887	0.826	0.87	1.0
PXD003346	shard_4	unknown	Hela cell	['cancer cell', 'noncancer cell']	unknown	['cancer', 'noncancer']	['Permanent cell line cell', 'Cell culture']	cell culture	unknown	['Homo sapiens', 'E. coli']	unknown	0.911	1.0	0.556	1.0	3	unknown	unknown	2	10	10	unknown	unknown	['Shotgun proteomics', 'TMT']	0.9	0.96	0.6	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	HCD	['LTQ Orbitrap Elite', 'Q Exactive']	unknown	TMT	Orbitrap	['Carbamidomethyl', 'Oxidation']	unknown	unknown	0.868	0.947	0.471	1.0
PXD003412	shard_4	unknown	unknown	['endothelial cell', 'fibroblast', 'fibroblast']	unknown	['inflammation', 'inflammation']	primary cells	['primary human cells', 'cell culture']	unknown	['Homo sapiens', 'Homo sapiens']	skin	0.85	0.868	0.579	1.0	['unknown', 'unknown', 'unknown']	['treated vs control', 'treated vs control', 'treated vs control', 'treated vs control', 'treated vs control', 'treated vs control', 'treated vs control', 'treated vs control', 'treated vs control']	['interleukin 1-β stimulation', 'interleukin 1-β stimulation', 'interleukin 1-β stimulation']	['unknown', 'unknown', 'unknown']	['unknown', 'unknown', 'unknown']	['unknown', 'unknown', 'unknown']	['unknown', 'unknown', 'unknown']	['unknown', 'unknown', 'unknown']	['bottom up proteomics', 'shotgun proteomics']	0.781	0.787	0.438	1.0	['data-dependent', 'Shotgun proteomics']	unknown	['Carbamidomethyl', 'unknown']	unknown	unknown	unknown	unknown	unknown	['Q Exactive', 'QExactive orbitrap']	unknown	label-free	Orbitrap	['residues isobaric at 113.084064 Da', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.902	0.995	0.524	1.0
PXD003533	shard_4	['46.5 ± 13.2', '54.9 ± 4.0', '54.5 ± 4.5', '46.3 ± 4.6', '33.3 ± 2.4']	unknown	unknown	unknown	['normal', 'type 1 diabetes', 'type 2 diabetes', 'panhypopituitarism', 'diabetes insipidus', 'obesity']	['biofluid', 'plasma']	['patient plasma', 'healthy volunteer plasma']	['14 men and 14 women', '11 men and 9 women', '15 men and 16 women', '4 men and 6 women', '4 men and 3 women']	Homo sapiens	Blood plasma	0.836	0.769	0.759	1.0	unknown	case vs control	healthy vs disease	unknown	8	unknown	unknown	unknown	['Shotgun proteomics', 'Top-down proteomics']	0.85	0.9	0.5	1.0	data-dependent mode	unknown	unknown	no enzyme	27%	unknown	cyclic sample pooling	higher energy collisional dissociation	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	20 mM	dithiothreitol	0.887	0.88	0.733	1.0
PXD003963	shard_4	unknown	unknown	fibroblast	unknown	chronic inflammation	cell culture	cell culture	unknown	Homo sapiens	skin	0.85	0.929	0.429	1.0	human fibroblasts	treated vs control	dexamethasone treatment	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.828	0.878	0.444	1.0	['unknown', 'data-dependent analysis', 'targeted analysis']	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.863	0.958	0.421	1.0
PXD004143	shard_4	unknown	unknown	unknown	unknown	normal	tissue	post-mortem brain	unknown	Homo sapiens	brain	0.829	0.914	0.357	1.0	2	cross-sectional	unknown	2	20	2	unknown	unknown	top-down proteomics	0.889	0.911	0.667	1.0	unknown	5 mM	iodoacetamide	['trypsin', 'LysC']	['30%', '30']	unknown	ERLIC	HCD	Q Exactive	nanoESI	['label-free', 'SILAC']	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	1 mM	DTT	0.95	0.94	0.9	1.0
PXD004443	shard_4	unknown	unknown	unknown	unknown	systemic lupus erythematosus	biofluid	patient blood	unknown	Homo sapiens	blood	0.836	0.929	0.357	1.0	3	treated vs control	SLE vs HC	3	20	6	3	3	shotgun proteomics	0.928	0.856	1.0	1.0	DDA	55 mM iodoacetamide (IAM)	iodoacetamide (IAM)	Trypsin Gold	unknown	unknown	Strong cation exchanger (SCX) chromatography	high-energy collision dissociation (HCD)	['Q-Exactive orbitrap', 'Q Exactive']	nanoelectrospray ionization	['iTRAQ', '8-plex iTRAQ reagent']	Orbitrap	['monohydroxylated residue', 'iTRAQ8plex-116 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue', 'Carbamidomethyl (C)', 'iTRAQ-8plex (N-term)', 'iTRAQ-8plex (K)', 'Gln->pyro-Glu (N-term Q)', 'Oxidation (M)', 'Deamidated (NQ)']	10 mM dithiothreitol	dithiothreitol	0.974	0.98	0.92	1.0
PXD004764	shard_4	unknown	['HCT116', 'SW480']	Colon epithelial cell	unknown	Colon cancer	cell line	cell culture	unknown	Homo sapiens	Colon	0.87	0.927	0.533	1.0	unknown	treated vs control	arsenic trioxide	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.833	0.933	0.333	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	unknown	0.838	0.912	0.412	1.0
PXD005190	shard_4	unknown	['HEK293', 'MCF-7', 'MCF-7 Flp-In']	['breast carcinoma cells', 'epithelial cell']	unknown	['breast carcinoma', 'cervical adenocarcinoma', 'normal']	cell line	cell culture	unknown	Homo sapiens	['breast', 'kidney']	0.882	0.905	0.65	1.0	unknown	treated vs control	IR exposure (10 Gy) or no treatment	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	Shotgun proteomics	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	ESI	SILAC	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.881	0.963	0.5	1.0
PXD005436	shard_4	unknown	unknown	unknown	unknown	poor ovarian response	biofluid	follicular fluid	unknown	Homo sapiens	unknown	0.836	0.957	0.286	1.0	unknown	case vs control	poor responders vs normal responders	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.811	0.889	0.333	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.872	0.994	0.375	1.0
PXD005693	shard_4	unknown	unknown	['colon cancer cell', 'liver metastasis cell']	unknown	['Colon cancer', 'colorectal cancer']	['tissue', 'biofluid']	['tumor biopsy', 'patient serum', 'healthy donors']	unknown	Homo sapiens	['Colon', 'liver']	0.835	0.83	0.6	1.0	unknown	['case vs control', 'case vs control', 'case vs control']	['tumor vs normal', 'tumor vs normal', 'healthy vs disease']	unknown	3	unknown	unknown	unknown	Shotgun proteomics	0.808	0.769	0.615	1.0	DDA	22mM	2-chloroacetamide	trypsin	['25', '25']	unknown	['2D-nanoAquity UPLC (Waters, Corp., Milford, USA)', '2D-LC-MS/MS']	['normalised collision energy', 'collision energy']	['Q Exactive Plus', 'Q-Exactive', 'Q Exactive']	['nano-electrospray', 'nano-electrospray']	['label-free', 'TIC']	Orbitrap	['Carbamidomethyl', 'oxidation of methionine', 'deammidation of Asn to Asp residues', 'monohydroxylated residue', 'deamidated residue', 'iodoacetamide derivatized residue']	10 mM	1,4-dithiothreitol	0.959	0.933	0.963	1.0
PXD005945	shard_4	unknown	['Jurkat', 'HeLa']	['T cell', 'epithelial cell']	unknown	normal	cell line	cell culture	unknown	Homo sapiens	['blood', 'cervix']	0.847	0.859	0.588	1.0	unknown	cross-sectional	cell line	unknown	12	6	unknown	unknown	Shotgun proteomics	0.85	0.878	0.556	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	PAGE	unknown	Q Exactive	unknown	Spectrum counting	Orbitrap	isotope labeled residue	unknown	unknown	0.863	0.967	0.4	1.0
PXD006233	shard_4	unknown	unknown	unknown	unknown	['Dementia', 'AD + CVD (mixed dementias)', 'healthy age-matched control']	tissue	['postmortem brain tissue', 'Harvard Brain Tissue Resource Center']	unknown	Homo sapiens	['Brain', 'middle temporal lobe']	0.892	0.983	0.5	1.0	3	case vs control	disease state	3	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.844	0.556	1.0	['Shotgun proteomics', 'data-dependent acquisition']	['20 mM', '55 mM']	iodoacetamide	['trypsin', 'trypsin']	32%	unknown	PolyWAX column	HCD	['LTQ Orbitrap Elite', 'Orbitrap Elite']	ESI	['Protein Abundance Index - PAI', 'Spectrum counting', 'Peptide counting']	Orbitrap	['carbamylation', 'deamidation']	10 mM	DTT	0.907	0.832	0.955	1.0
PXD006401	shard_4	unknown	unknown	unknown	unknown	['normal', 'normal']	unknown	unknown	unknown	['Homo sapiens', 'Mus musculus']	['Tonsil', 'Kidney']	0.835	0.906	0.412	1.0	12	['unknown', 'treated vs control']	['DTR', 'FASP 10k', 'FASP 30k', 'hematoxylin', 'H&E', 'hemalaun', 'unstained control']	unknown	unknown	16	unknown	unknown	shotgun proteomics	0.762	0.763	0.688	0.812	DDA	30 mM	iodacetamide	trypsin	unknown	unknown	unknown	unknown	Q Exactive	nanoESI	label-free	Orbitrap	['carbamidomethylation', 'iodoacetamide derivatized residue']	['1 mM', '10 mM', '0.1 M']	DTT	0.792	0.672	0.778	1.0
PXD006517	shard_4	unknown	unknown	Epithelial cell	unknown	proteinuric glomerular kidney diseases	tissue	['mice with proteinuric kidney disease', 'patients with genetic sclerotic and non-sclerotic proteinuric diseases']	unknown	['Homo sapiens', 'Mus musculus']	Kidney	0.856	0.912	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.822	1.0	0.111	1.0	DDA	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.817	0.9	0.333	1.0
PXD006581	shard_4	unknown	['MM.1S', 'HS5']	['Plasma cell', 'plasma cells', 'mononuclear cells']	unknown	Multiple myeloma	['cell culture', 'primary cells']	['cell culture', 'patient bone marrow']	unknown	Homo sapiens	['Bone marrow', 'bone marrow']	0.875	0.87	0.7	1.0	unknown	treated vs control	treatment	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	unknown	unknown	iodoacetamide	trypsin	unknown	IMAC	unknown	HCD	Q Exactive Plus	ESI	label-free	Orbitrap	phosphorylation	unknown	TCEP	0.857	0.847	0.667	1.0
PXD006723	shard_4	unknown	unknown	['B cell', 'B cell']	unknown	Primary immunodeficiency disease	Cell suspension culture	Cell suspension culture	unknown	['Homo sapiens', 'Homo sapiens']	unknown	0.878	0.981	0.438	1.0	unknown	unknown	['W580S mutation', 'stimulation']	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.86	1.0	0.3	1.0	Shotgun proteomics	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Orbitrap Fusion	unknown	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'acetylated residue', '2-pyrrolidone-5-carboxylic acid (Gln)', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.903	0.995	0.526	1.0
PXD006833	shard_4	unknown	unknown	unknown	unknown	normal	tissue	human tissues	unknown	Homo sapiens	['liver', 'kidney', 'colon', 'bladder']	0.876	0.965	0.471	1.0	unknown	unknown	unknown	unknown	unknown	4	unknown	unknown	Shotgun proteomics	0.828	0.967	0.222	1.0	['Shotgun proteomics', 'PRM']	unknown	iodoacetamide	unknown	unknown	ProteoMiner	peptide fractionation	unknown	Q Exactive HF	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	unknown	unknown	0.881	0.917	0.611	1.0
PXD007081	shard_4	unknown	unknown	['urinary cells', 'podocytes']	unknown	['Fabry disease', 'normal']	['primary cells', 'cell line']	['patient urine', 'cell culture']	gender-matched	Homo sapiens	Kidney	0.837	0.831	0.611	1.0	unknown	case vs control	Fabry disease vs healthy control	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.811	0.889	0.333	1.0	unknown	40 mM	iodacetamide	trypsin	unknown	unknown	nLC fractionation	unknown	['QExactive Plus', 'Q Exactive']	unknown	label-free	Orbitrap	No PTMs	10 mM	DTT	0.869	0.862	0.688	1.0
PXD007231	shard_4	unknown	OE21	['myofibroblasts', 'cancer-associated myofibroblasts', 'epithelial cell']	unknown	['esophageal squamous cancer', 'Esophageal cancer']	['cell line', 'primary cells']	['resected esophageal cancer tissue', 'cell culture']	unknown	Homo sapiens	['esophagus', 'Esophagus mucosa', 'Esophagus', 'Hepatocyte']	0.861	0.85	0.682	1.0	unknown	time course	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.817	0.944	0.222	1.0	DDA	180 mm	iodoacetamide	trypsin	30	unknown	unknown	HCD	Q Exactive	unknown	SILAC	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue']	60 mm	DTT	0.897	0.869	0.812	1.0
PXD007580	shard_4	unknown	unknown	unknown	unknown	normal	biofluid	human blood plasma	unknown	Homo sapiens	Blood plasma	0.825	0.907	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'Bottom-up proteomics']	0.84	1.0	0.2	1.0	['SRM', 'Shotgun proteomics']	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation']	unknown	unknown	0.841	0.894	0.471	1.0
PXD007679	shard_4	unknown	unknown	Permanent cell line cell	unknown	Birdshot chorioretinopathy	cell line	cell culture	unknown	Homo sapiens	unknown	0.85	0.957	0.357	1.0	unknown	treated vs control	ERAP2 vs GFP	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'Affinity purification coupled with mass spectrometry proteomics']	0.83	0.9	0.4	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	Affinity purification	unknown	unknown	Q Exactive	unknown	Label free	Orbitrap	['monohydroxylated residue', 'acetylated residue']	unknown	unknown	0.872	0.969	0.438	1.0
PXD007750	shard_4	unknown	HeLa	cervical epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.789	0.779	0.5	1.0	unknown	unknown	isolation width and gradient time	unknown	unknown	8	3	3	Shotgun proteomics	0.806	0.856	0.556	0.889	DDA	5 μg per 20 μg protein	iodoacetamide	['Lys-C', 'trypsin']	30%	TiO2	unknown	HCD	Q Exactive	ESI	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'phosphorylation', 'phosphorylated residue', 'iodoacetamide derivatized residue']	1 μg DTT per 20 μg protein	DTT	0.893	0.805	0.95	1.0
PXD007896	shard_4	unknown	HepG2.2.15	hepatocyte	unknown	chronic hepatitis B virus infection	cell line	cell culture	unknown	Homo sapiens	liver	0.846	0.893	0.5	1.0	unknown	treated vs control	['IFN-λ3', 'IFN-α2a', 'PBS']	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.855	0.927	0.455	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	['dimethyl labeling', 'MS1 based isotope labeling']	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.875	0.972	0.444	1.0
PXD008012	shard_4	unknown	['MDA-MB-231', 'MDA-MB-157', 'Hs578T', 'MDA-MB-468', 'HCC1937', 'HCC1143', 'HCC38', 'BT549', 'BT483', 'MDA-MB-415', 'HEK 293T']	epithelial cell	unknown	['Breast cancer', 'triple negative breast cancer']	['cell line', 'tissue']	['cell culture', 'tumor biopsy']	unknown	['Homo sapiens', 'Mus musculus']	Breast	0.907	0.914	0.75	1.0	unknown	case vs control	relapsed vs cured	34	unknown	34	unknown	unknown	['shotgun proteomics', 'bottom-up proteomics']	0.83	0.82	0.6	1.0	['DDA', 'Shotgun proteomics']	['30 mM', '50 mM']	['chloroacetamide', 'iodoacetamide']	['trypsin', 'Lys-C']	['27', '35%']	['IMAC', 'TiO2']	unknown	['HCD', 'CID', 'ETD']	['Q Exactive Plus', 'LTQ Orbitrap Elite']	ESI	label-free	Orbitrap	['phosphorylation', 'carbamidomethylation', 'oxidation']	['15 mM', '10 mM']	['TCEP', 'DTT']	0.868	0.75	0.964	1.0
PXD008130	shard_4	unknown	unknown	platelet	unknown	normal	cell culture	human platelets	unknown	Homo sapiens	blood	0.832	0.893	0.429	1.0	unknown	treated vs control	resting vs activated	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.811	0.889	0.333	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	ESI	['label-free', 'Relative quantification unit']	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.866	0.956	0.438	1.0
PXD008252	shard_4	unknown	unknown	NK cell	unknown	normal	primary cells	healthy donors	unknown	Homo sapiens	blood	0.843	0.914	0.429	1.0	4	treated vs control	['rNID1', 'anti-NKp44']	4	unknown	12	unknown	unknown	['Shotgun proteomics', 'Label free']	0.9	0.909	0.727	1.0	DDA	40 mM CAA (chloroacetamide)	chloroacetamide	trypsin	28% normalized collision energy	unknown	unknown	HCD	Orbitrap Fusion	nanoESI	label-free	Orbitrap	['Acetyl (Protein N-Term)', 'Oxidation (M)', 'Deamidation (NQ)', 'Carbamidomethyl (C)']	10 mM TCEP (Tris(2-carboxyethyl)phosphine hydrochloride)	TCEP	0.872	0.789	0.889	1.0
PXD008443	shard_4	unknown	unknown	unknown	unknown	Breast cancer	biofluid	serum	unknown	Homo sapiens	Blood	0.854	0.964	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	Shotgun proteomics	unknown	methylthiolated residue	unknown	unknown	unknown	unknown	unknown	LTQ Orbitrap	unknown	Itraq	LTQ Orbitrap	['monohydroxylated residue', 'phosphorylated residue', 'methylthiolated residue']	unknown	unknown	0.894	1.0	0.471	1.0
PXD008525	shard_4	unknown	unknown	unknown	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.839	0.964	0.286	1.0	wild type and p300 knockout cells	treated vs control	genotype	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.789	0.8	0.444	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	unknown	Orbitrap	['acetylated residue', 'Lysine 2-hydroxyisobutyrylation']	unknown	unknown	0.847	0.969	0.312	1.0
PXD008691	shard_4	unknown	unknown	['Permanent cell line cell', 'Primary cell', 'Neuron of cerebral cortex']	unknown	['Amyotrophic lateral sclerosis', 'Ftdals1']	Cell culture	['Cell culture', 'Primary cell']	unknown	['Rattus norvegicus', 'Homo sapiens']	['cerebral cortex', 'brain']	0.92	1.0	0.6	1.0	unknown	treated vs control	overexpression of Staufen 1/2 and YBX1	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'Affinity purification coupled with mass spectrometry proteomics']	0.83	0.9	0.4	1.0	unknown	unknown	iodoacetamide derivatized residue	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.868	0.971	0.412	1.0
PXD008855	shard_4	unknown	unknown	unknown	unknown	unknown	tissue	['articular cartilage', 'brain']	unknown	['Homo sapiens', 'Bos taurus']	['Articular cartilage', 'Brain']	0.874	0.982	0.412	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	shotgun proteomics	0.822	1.0	0.111	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['Phospho', 'Carbamidomethyl']	unknown	unknown	0.831	0.938	0.312	1.0
PXD008939	shard_4	unknown	U251	Glial cell	unknown	Glioblastoma	cell culture	cell culture	unknown	Homo sapiens	unknown	0.886	1.0	0.429	1.0	unknown	treated vs control	['Vinblastine', 'Taxol']	unknown	unknown	unknown	unknown	unknown	top-down proteomics	0.845	0.93	0.4	1.0	unknown	unknown	iodoacetamide	unknown	unknown	unknown	unknown	unknown	Q Exactive	unknown	TMT	Orbitrap	['TMT6plex-126 reporter+balance reagent acylated residue', 'monohydroxylated residue', 'phosphorylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.875	0.972	0.444	1.0
PXD009029	shard_4	adults	unknown	unknown	unknown	Pulmonary tuberculosis	biofluid	patient serum	unknown	Homo sapiens	Blood serum	0.839	0.907	0.429	1.0	unknown	treated vs control	unknown	unknown	24	unknown	unknown	unknown	Shotgun proteomics	0.839	0.944	0.333	1.0	Shotgun proteomics	unknown	unknown	trypsin	unknown	affinity	HPLC high pH fractionation	unknown	['Q Exactive', 'LTQ Orbitrap Velos MS']	unknown	label-free	Orbitrap	['Carbamidomethyl', 'Oxidation']	unknown	unknown	0.847	0.859	0.588	1.0
PXD009142	shard_4	['62', '>55']	H9	['Corneal endothelial cell', 'Corneal endothelial cells', 'Peripheral blood mononuclear cells']	unknown	['Disease free', 'normal']	['cell culture', 'tissue']	['cell culture', 'donor corneas']	female	Homo sapiens	['cornea', 'blood']	0.898	0.89	0.762	1.0	2	treated vs control	iPSCs-derived CECs vs human CE	2	24	2	unknown	unknown	Shotgun proteomics	0.883	0.856	0.778	1.0	DDA	30 mM	iodoacetamide	['Lys-C', 'trypsin']	32	unknown	bRP	HCD	['Orbitrap Fusion Lumos Tribrid', 'LTQ Orbitrap Elite']	nanoESI	['label-free', 'Label free']	Orbitrap	['carbamidomethylation', 'oxidation', 'N-terminal acetylation', 'acetylated residue', 'iodoacetamide derivatized residue']	10 mM	dithiothreitol	0.857	0.732	0.955	1.0
