pxd	run	tissue	confidence
PXD053362	20211027_LennonR_WilliamsE_44	Ovary	0.3053
PXD053362	20211027_LennonR_WilliamsE_50	Ovary	0.3068
PXD053362	20211203_LennonR_WilliamsE_02	Kidney	0.3094
PXD053362	20211203_LennonR_WilliamsE_06	Kidney	0.4488
PXD053362	20211203_LennonR_WilliamsE_07	Kidney	0.4561
PXD053362	20211203_LennonR_WilliamsE_08	Kidney	0.363
PXD053362	20211203_LennonR_WilliamsE_09	Kidney	0.4143
PXD053362	20211203_LennonR_WilliamsE_10	Kidney	0.6581
PXD053362	20211203_LennonR_WilliamsE_10r	Kidney	0.677
PXD053362	20211203_LennonR_WilliamsE_11	Kidney	0.4851
PXD053362	20211203_LennonR_WilliamsE_12	Kidney	0.6172
PXD053362	20211203_LennonR_WilliamsE_16	Kidney	0.5978
PXD053362	20211203_LennonR_WilliamsE_17	Kidney	0.4083
PXD053362	20211203_LennonR_WilliamsE_18	Kidney	0.6301
PXD053362	20211203_LennonR_WilliamsE_19	Kidney	0.3318
PXD053362	20211203_LennonR_WilliamsE_21	Kidney	0.4565
PXD053362	20211203_LennonR_WilliamsE_22	Kidney	0.515
PXD053362	20211203_LennonR_WilliamsE_22r	Kidney	0.522
PXD053362	20211203_LennonR_WilliamsE_24	Kidney	0.5942
PXD053362	20211203_LennonR_WilliamsE_25	Kidney	0.5769
PXD053362	20211203_LennonR_WilliamsE_26	Kidney	0.5939
PXD053362	20211203_LennonR_WilliamsE_27	Kidney	0.5742
PXD053362	20211203_LennonR_WilliamsE_28	Kidney	0.5654
PXD053362	20211203_LennonR_WilliamsE_29	Kidney	0.5748
PXD053362	20211203_LennonR_WilliamsE_30	Kidney	0.5764
PXD053362	20211203_LennonR_WilliamsE_31	Kidney	0.3528
PXD053362	20211203_LennonR_WilliamsE_32	Kidney	0.4204
PXD053362	20211203_LennonR_WilliamsE_33	Kidney	0.6103
PXD053362	20211203_LennonR_WilliamsE_35	Kidney	0.5734
PXD053362	20211203_LennonR_WilliamsE_36	Kidney	0.5747
PXD053362	20211203_LennonR_WilliamsE_38	Kidney	0.5833
PXD053362	20211203_LennonR_WilliamsE_39	Kidney	0.7628
PXD053362	20211203_LennonR_WilliamsE_40	Kidney	0.5074
PXD053362	20211203_LennonR_WilliamsE_41	Kidney	0.5478
PXD053362	20211203_LennonR_WilliamsE_42	Kidney	0.4825
PXD053362	20211203_LennonR_WilliamsE_44	Kidney	0.6911
PXD053362	20211203_LennonR_WilliamsE_45	Kidney	0.4459
PXD053362	20211203_LennonR_WilliamsE_47	Kidney	0.4872
PXD053362	20211203_LennonR_WilliamsE_47r	Kidney	0.5981
PXD053362	20211203_LennonR_WilliamsE_48	Kidney	0.5606
PXD053362	20211203_LennonR_WilliamsE_49	Kidney	0.6139
PXD053362	20211203_LennonR_WilliamsE_50	Kidney	0.6846
PXD053362	20211203_LennonR_WilliamsE_50r	Kidney	0.6728
PXD053362	20211203_LennonR_WilliamsE_51	Kidney	0.3666
PXD053362	20211203_LennonR_WilliamsE_52	Kidney	0.4918
PXD053362	20211203_LennonR_WilliamsE_53	Kidney	0.4309
PXD053362	20211203_LennonR_WilliamsE_54	Kidney	0.5589
PXD053362	2021203_LennonR_WilliamsE_pool_01	Kidney	0.5584
PXD053450	Exp_Saet_1_WithCarrier_E4	Heart	0.404
PXD053450	Exp_Saet_1_WithCarrier_E5	Heart	0.3243
PXD053450	Exp_Saet_1_WithCarrier_E6	Heart	0.3542
PXD053450	Exp_Saet_1_WithCarrier_E7	Heart	0.3681
PXD053450	Exp_Saet_1_WithCarrier_E8	Heart	0.4362
PXD053450	Exp_Saet_2_WithCarrier_A10	Heart	0.3671
PXD053450	Exp_Saet_2_WithCarrier_A5	Heart	0.3742
PXD053450	Exp_Saet_2_WithCarrier_A6	Heart	0.3156
PXD053450	Exp_Saet_2_WithCarrier_A7	Heart	0.3937
PXD053450	Exp_Saet_2_WithCarrier_A8	Heart	0.5387
PXD053450	Exp_Saet_2_WithCarrier_A9	Heart	0.4089
PXD053450	Exp_Saet_3_WithCarrier_B5	Heart	0.414
PXD053450	Exp_Saet_3_WithCarrier_B6	Heart	0.4063
PXD053450	Exp_Saet_3_WithCarrier_B7	Heart	0.4175
PXD053450	Exp_Saet_3_WithCarrier_B8	Heart	0.5078
PXD053450	Exp_Saet_3_WithCarrier_B9	Heart	0.3179
PXD053450	Exp_Saet_4_WithCarrier_C5	Heart	0.3539
PXD053450	Exp_Saet_4_WithCarrier_C7	Heart	0.4652
PXD053450	Exp_Saet_4_WithCarrier_C8	Heart	0.5567
PXD053450	Exp_Saet_4_WithCarrier_C9	Heart	0.3626
PXD053450	Exp_Saet_5_WithCarrier_D10	Heart	0.3989
PXD053450	Exp_Saet_5_WithCarrier_D5	Heart	0.369
PXD053450	Exp_Saet_5_WithCarrier_D6	Heart	0.5096
PXD053450	Exp_Saet_5_WithCarrier_D7	Heart	0.3869
PXD053450	Exp_Saet_5_WithCarrier_D8	Heart	0.5543
PXD053450	Exp_Saet_5_WithCarrier_D9	Heart	0.4833
PXD053450	Exp_Saet_6_WithCarrier_E10	Heart	0.3887
PXD053450	Exp_Saet_6_WithCarrier_E5	Heart	0.3314
PXD053450	Exp_Saet_6_WithCarrier_E6	Heart	0.3832
PXD053450	Exp_Saet_6_WithCarrier_E7	Heart	0.3942
PXD053450	Exp_Saet_6_WithCarrier_E8	Heart	0.423
PXD053450	Exp_Saet_6_WithCarrier_E9	Heart	0.4561
PXD053450	Exp_Saet_7_WithCarrier_F10	Heart	0.3165
PXD053450	Exp_Saet_7_WithCarrier_F6	Heart	0.4739
PXD053450	Exp_Saet_7_WithCarrier_F7	Heart	0.4493
PXD053450	Exp_Saet_7_WithCarrier_F9	Heart	0.5854
PXD053450	Exp_Saet_8_WithCarrier_G10	Heart	0.3411
PXD053450	Exp_Saet_8_WithCarrier_G5	Heart	0.3617
PXD053450	Exp_Saet_8_WithCarrier_G8	Heart	0.4035
PXD053450	Exp_Saet_8_WithCarrier_G9	Heart	0.5054
PXD053450	Exp_Saet_9_WithCarrier_H10	Heart	0.366
PXD053450	Exp_Saet_9_WithCarrier_H6	Heart	0.4731
PXD053450	Exp_Saet_9_WithCarrier_H7	Heart	0.3695
PXD053450	Exp_Saet_9_WithCarrier_H8	Heart	0.4961
PXD053450	Exp_Saet_9_WithCarrier_H9	Heart	0.5788
PXD053450	Myocardial_tissue_A2	Heart	0.68
PXD053450	Myocardial_tissue_A3	Heart	0.7054
PXD053450	Myocardial_tissue_A4	Heart	0.6912
PXD053450	Myocardial_tissue_A5	Heart	0.6819
PXD053450	Myocardial_tissue_A6	Heart	0.6862
PXD053450	Myocardial_tissue_A7	Heart	0.6208
PXD053450	Myocardial_tissue_A8	Heart	0.6693
PXD053450	Myocardial_tissue_A9	Heart	0.6301
PXD053450	Per_Myo_05_35_1	Heart	0.5808
PXD053450	Per_Myo_05_35_2	Heart	0.5845
PXD053450	Per_Myo_05_35_3	Heart	0.6095
PXD053450	Per_Myo_0_4_1	Heart	0.6025
PXD053450	Per_Myo_0_4_2	Heart	0.5891
PXD053450	Per_Myo_0_4_3	Heart	0.6225
PXD053450	Per_Myo_1_3_1	Heart	0.6053
PXD053450	Per_Myo_1_3_2	Heart	0.5796
PXD053450	Per_Myo_1_3_3	Heart	0.5552
PXD053450	Per_Myo_2_2_1	Heart	0.4603
PXD053450	Per_Myo_2_2_2	Heart	0.3135
PXD053450	Per_Myo_2_2_3	Heart	0.4126
PXD053450	Per_Myo_3_1_1	Heart	0.301
PXD053450	Per_Myo_3_1_3	Heart	0.369
PXD053613	Wildtype_rep1	Testis	0.3238
PXD053613	Wildtype_rep2	Testis	0.3627
PXD053613	Wildtype_rep3	Testis	0.334
PXD053814	AD-B1-H2O18-F1	Brain	0.399
PXD053814	AD-B1-H2O18-F3	Brain	0.5962
PXD053814	AD-B1-H2O18-F4	Brain	0.5447
PXD053814	AD-B1-H2O18-F5	Brain	0.5591
PXD053814	AD-B1-H2O18-F6	Brain	0.5521
PXD053814	AD-B1-H2O18-F7	Brain	0.642
PXD053814	AD-B1-H2O18-F8	Brain	0.6378
PXD053814	AD-B1-Sark-Sol	Brain	0.8582
PXD053814	AD-B1-Std-F1	Brain	0.4973
PXD053814	AD-B1-Std-F2	Brain	0.436
PXD053814	AD-B1-Std-F3	Brain	0.5129
PXD053814	AD-B1-Std-F4	Brain	0.59
PXD053814	AD-B1-Std-F5	Brain	0.6958
PXD053814	AD-B1-Std-F6	Brain	0.7659
PXD053814	AD-B1-Std-F7	Brain	0.6307
PXD053814	AD-B1-Std-F8	Brain	0.764
PXD053814	AD-B10-H2O18-F1	Brain	0.6464
PXD053814	AD-B10-H2O18-F2	Brain	0.42
PXD053814	AD-B10-H2O18-F3	Brain	0.5468
PXD053814	AD-B10-H2O18-F4	Brain	0.5098
PXD053814	AD-B10-H2O18-F5	Brain	0.5588
PXD053814	AD-B10-H2O18-F6	Brain	0.4529
PXD053814	AD-B10-H2O18-F7	Brain	0.5348
PXD053814	AD-B10-H2O18-F8	Brain	0.4128
PXD053814	AD-B10-Soluble	Brain	0.8466
PXD053814	AD-B10-Std-F1	Brain	0.6926
PXD053814	AD-B10-Std-F2	Brain	0.7073
PXD053814	AD-B10-Std-F3	Brain	0.5433
PXD053814	AD-B10-Std-F4	Brain	0.6497
PXD053814	AD-B10-Std-F5	Brain	0.7342
PXD053814	AD-B10-Std-F6	Brain	0.6518
PXD053814	AD-B10-Std-F7	Brain	0.6967
PXD053814	AD-B10-Std-F8	Brain	0.6875
PXD053814	AD-B2-Soluble	Brain	0.8769
PXD053814	AD-B2-Std-F1	Brain	0.6509
PXD053814	AD-B2-Std-F2	Brain	0.6587
PXD053814	AD-B2-Std-F3	Brain	0.6053
PXD053814	AD-B2-Std-F4	Brain	0.6735
PXD053814	AD-B2-Std-F5	Brain	0.6418
PXD053814	AD-B2-Std-F6	Brain	0.547
PXD053814	AD-B2-Std-F7	Brain	0.7753
PXD053814	AD-B2-Std-F8	Brain	0.7138
PXD053814	AD-B3-H2O18-F1	Brain	0.3436
PXD053814	AD-B3-H2O18-F5	Brain	0.3759
PXD053814	AD-B3-H2O18-F6	Brain	0.3709
PXD053814	AD-B3-H2O18-F7	Brain	0.432
PXD053814	AD-B3-H2O18-F8	Brain	0.4566
PXD053814	AD-B3-Soluble	Brain	0.8674
PXD053814	AD-B3-Std-F1	Brain	0.5548
PXD053814	AD-B3-Std-F2	Brain	0.6561
PXD053814	AD-B3-Std-F3	Brain	0.7105
PXD053814	AD-B3-Std-F4	Brain	0.5449
PXD053814	AD-B3-Std-F5	Brain	0.6777
PXD053814	AD-B3-Std-F6	Brain	0.6652
PXD053814	AD-B3-Std-F7	Brain	0.7389
PXD053814	AD-B3-Std-F8	Brain	0.7428
PXD053814	AD-B4-H2O18-F1	Brain	0.6988
PXD053814	AD-B4-H2O18-F2	Brain	0.4195
PXD053814	AD-B4-H2O18-F3	Brain	0.6396
PXD053814	AD-B4-H2O18-F4	Brain	0.5253
PXD053814	AD-B4-H2O18-F5	Brain	0.4876
PXD053814	AD-B4-H2O18-F6	Brain	0.6645
PXD053814	AD-B4-H2O18-F7	Brain	0.6063
PXD053814	AD-B4-H2O18-F8	Brain	0.7264
PXD053814	AD-B4-Soluble	Brain	0.9037
PXD053814	AD-B4-Std-F1	Brain	0.6229
PXD053814	AD-B4-Std-F2	Brain	0.7372
PXD053814	AD-B4-Std-F3	Brain	0.7595
PXD053814	AD-B4-Std-F4	Brain	0.5431
PXD053814	AD-B4-Std-F5	Brain	0.684
PXD053814	AD-B4-Std-F6	Brain	0.5829
PXD053814	AD-B4-Std-F7	Brain	0.6698
PXD053814	AD-B4-Std-F8	Brain	0.6816
PXD053814	AD-B5-BA408B-H2O18-F3	Brain	0.7333
PXD053814	AD-B5-BA408B-H2O18-F4	Brain	0.5097
PXD053814	AD-B5-BA408B-H2O18-F5	Brain	0.562
PXD053814	AD-B5-BA408B-H2O18-F6	Brain	0.7322
PXD053814	AD-B5-H2O18-F1	Brain	0.4863
PXD053814	AD-B5-H2O18-F7	Brain	0.5718
PXD053814	AD-B5-H2O18-F8	Brain	0.7356
PXD053814	AD-B5-Soluble	Brain	0.7867
PXD053814	AD-B5-Std-F1	Brain	0.7471
PXD053814	AD-B5-Std-F2	Brain	0.6768
PXD053814	AD-B5-Std-F3	Brain	0.4626
PXD053814	AD-B5-Std-F4	Brain	0.4662
PXD053814	AD-B5-Std-F5	Brain	0.7257
PXD053814	AD-B5-Std-F6	Brain	0.7157
PXD053814	AD-B5-Std-F7	Brain	0.6967
PXD053814	AD-B5-Std-F8	Brain	0.7818
PXD053814	AD-B6-H2O18-F2	Brain	0.3663
PXD053814	AD-B6-H2O18-F3	Brain	0.3743
PXD053814	AD-B6-H2O18-F4	Brain	0.359
PXD053814	AD-B6-H2O18-F5	Brain	0.5211
PXD053814	AD-B6-H2O18-F6	Brain	0.3504
PXD053814	AD-B6-H2O18-F7	Brain	0.4021
PXD053814	AD-B6-H2O18-F8	Brain	0.4157
PXD053814	AD-B6-Soluble	Brain	0.8642
PXD053814	AD-B6-Std-F1	Brain	0.7395
PXD053814	AD-B6-Std-F2	Brain	0.6956
PXD053814	AD-B6-Std-F3	Brain	0.6176
PXD053814	AD-B6-Std-F4	Brain	0.5517
PXD053814	AD-B6-Std-F5	Brain	0.6344
PXD053814	AD-B6-Std-F6	Brain	0.6856
PXD053814	AD-B6-Std-F7	Brain	0.6898
PXD053814	AD-B6-Std-F8	Brain	0.7011
PXD053814	AD-B7-Std-F1	Brain	0.7129
PXD053814	AD-B7-Std-F2	Brain	0.7053
PXD053814	AD-B7-Std-F3	Brain	0.628
PXD053814	AD-B7-Std-F4	Brain	0.6006
PXD053814	AD-B7-Std-F5	Brain	0.6644
PXD053814	AD-B7-Std-F6	Brain	0.6401
PXD053814	AD-B7-Std-F7	Brain	0.7191
PXD053814	AD-B7-Std-F8	Brain	0.7888
PXD053814	AD-B8-H2O18-F1	Brain	0.526
PXD053814	AD-B8-H2O18-F2	Brain	0.3721
PXD053814	AD-B8-H2O18-F3	Brain	0.4127
PXD053814	AD-B8-H2O18-F4	Brain	0.3859
PXD053814	AD-B8-H2O18-F5	Brain	0.4994
PXD053814	AD-B8-H2O18-F6	Brain	0.5711
PXD053814	AD-B8-H2O18-F7	Brain	0.6107
PXD053814	AD-B8-H2O18-F8	Brain	0.5406
PXD053814	AD-B8-Soluble	Brain	0.8124
PXD053814	AD-B8-Std-F1	Brain	0.6797
PXD053814	AD-B8-Std-F2	Brain	0.5772
PXD053814	AD-B8-Std-F3	Brain	0.648
PXD053814	AD-B8-Std-F4	Brain	0.6283
PXD053814	AD-B8-Std-F5	Brain	0.7331
PXD053814	AD-B8-Std-F6	Brain	0.712
PXD053814	AD-B8-Std-F7	Brain	0.7088
PXD053814	AD-B8-Std-F8	Brain	0.7099
PXD053814	AD-B9-H2O18-F2	Brain	0.3759
PXD053814	AD-B9-H2O18-F3	Brain	0.4593
PXD053814	AD-B9-H2O18-F4	Brain	0.4198
PXD053814	AD-B9-H2O18-F5	Brain	0.4107
PXD053814	AD-B9-H2O18-F7	Brain	0.3186
PXD053814	AD-B9-Soluble	Brain	0.8685
PXD053814	AD-B9-Spike-in-F1	Brain	0.5616
PXD053814	AD-B9-Spike-in-F2	Brain	0.537
PXD053814	AD-B9-Spike-in-F3	Brain	0.6514
PXD053814	AD-B9-Spike-in-F3-Rerun-S262-S400-Spiked-in	Brain	0.7243
PXD053814	AD-B9-Spike-in-F4	Brain	0.7234
PXD053814	AD-B9-Spike-in-F5	Brain	0.6097
PXD053814	AD-B9-Spike-in-F6	Brain	0.7256
PXD053814	AD-B9-Spike-in-F7	Brain	0.6219
PXD053814	AD-B9-Spike-in-F8	Brain	0.6117
PXD053814	AD-B9-Std-F1	Brain	0.5093
PXD053814	AD-B9-Std-F2	Brain	0.4749
PXD053814	AD-B9-Std-F3	Brain	0.5387
PXD053814	AD-B9-Std-F4	Brain	0.5491
PXD053814	AD-B9-Std-F6	Brain	0.6276
PXD053814	AD-B9-Std-F7	Brain	0.6485
PXD053814	AD-B9-Std-F8	Brain	0.5828
PXD053814	ALS-B1-H2O18-F4	Brain	0.3347
PXD053814	ALS-B1-H2O18-F5	Brain	0.4456
PXD053814	ALS-B1-H2O18-F7	Brain	0.3284
PXD053814	ALS-B1-H2O18-F8	Brain	0.4467
PXD053814	ALS-B1-Soluble	Brain	0.8928
PXD053814	ALS-B1-Std-F1	Brain	0.6693
PXD053814	ALS-B1-Std-F2	Brain	0.6595
PXD053814	ALS-B1-Std-F3	Brain	0.6844
PXD053814	ALS-B1-Std-F4	Brain	0.6554
PXD053814	ALS-B1-Std-F5	Brain	0.597
PXD053814	ALS-B1-Std-F6	Brain	0.7009
PXD053814	ALS-B1-Std-F7	Brain	0.6818
PXD053814	ALS-B1-Std-F8	Brain	0.7668
PXD053814	CTR-B1-Soluble	Brain	0.8702
PXD053814	CTR-B1-Std-F1	Brain	0.6973
PXD053814	CTR-B1-Std-F2	Brain	0.6011
PXD053814	CTR-B1-Std-F3	Brain	0.6439
PXD053814	CTR-B1-Std-F4	Brain	0.7154
PXD053814	CTR-B1-Std-F5	Brain	0.7464
PXD053814	CTR-B1-Std-F6	Brain	0.6579
PXD053814	CTR-B1-Std-F7	Brain	0.6059
PXD053814	CTR-B1-Std-F8	Brain	0.8278
PXD053814	CTR-B2-Soluble	Brain	0.8665
PXD053814	CTR-B2-Std-F1	Brain	0.536
PXD053814	CTR-B2-Std-F2	Brain	0.5969
PXD053814	CTR-B2-Std-F3	Brain	0.4947
PXD053814	CTR-B2-Std-F4	Brain	0.6787
PXD053814	CTR-B2-Std-F5	Brain	0.7635
PXD053814	CTR-B2-Std-F6	Brain	0.7022
PXD053814	CTR-B2-Std-F7	Brain	0.7005
PXD053814	CTR-B2-Std-F8	Brain	0.8036
PXD053814	CTR-B3-Soluble	Brain	0.8525
PXD053814	CTR-B3-Std-F1	Brain	0.6633
PXD053814	CTR-B3-Std-F2	Brain	0.7413
PXD053814	CTR-B3-Std-F3	Brain	0.6669
PXD053814	CTR-B3-Std-F4	Brain	0.6689
PXD053814	CTR-B3-Std-F5	Brain	0.7471
PXD053814	CTR-B3-Std-F6	Brain	0.7252
PXD053814	CTR-B3-Std-F7	Brain	0.5736
PXD053814	CTR-B3-Std-F8	Brain	0.8014
PXD053814	LowAD-B1-Soluble	Brain	0.8522
PXD053814	LowAD-B1-Std-F1	Brain	0.6118
PXD053814	LowAD-B1-Std-F2	Brain	0.7085
PXD053814	LowAD-B1-Std-F3	Brain	0.6168
PXD053814	LowAD-B1-Std-F4	Brain	0.5063
PXD053814	LowAD-B1-Std-F5	Brain	0.5887
PXD053814	LowAD-B1-Std-F6	Brain	0.5562
PXD053814	LowAD-B1-Std-F7	Brain	0.6413
PXD053814	LowAD-B1-Std-F8	Brain	0.7104
PXD053814	LowAD-B2-Soluble	Brain	0.8866
PXD053814	LowAD-B2-Std-F1	Brain	0.6537
PXD053814	LowAD-B2-Std-F2	Brain	0.6687
PXD053814	LowAD-B2-Std-F3	Brain	0.4996
PXD053814	LowAD-B2-Std-F4	Brain	0.5182
PXD053814	LowAD-B2-Std-F5	Brain	0.5997
PXD053814	LowAD-B2-Std-F6	Brain	0.6972
PXD053814	LowAD-B2-Std-F7	Brain	0.6717
PXD053814	LowAD-B2-Std-F8	Brain	0.7112
PXD054069	Control3	Brain	0.3232
PXD054069	LA1	Brain	0.4221
PXD054069	LA2	Brain	0.32
PXD054069	LA3	Brain	0.3606
PXD054069	LPS_26_1	Brain	0.3595
PXD054069	LPS_26_3	Brain	0.4069
PXD054069	LPS_48_1	Brain	0.3746
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20818	Liver	0.3417
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20819	Liver	0.4057
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20820	Liver	0.4075
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20821	Liver	0.4531
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20822	Liver	0.4081
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20823	Liver	0.4018
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20824	Liver	0.3292
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20825	Liver	0.4101
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20826	Liver	0.3997
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20827	Liver	0.3845
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20828	Liver	0.4246
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20829	Liver	0.4249
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20830	Liver	0.4092
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20831	Liver	0.4326
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20832	Liver	0.427
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20833	Liver	0.434
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20834	Liver	0.4268
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20835	Liver	0.4185
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20836	Liver	0.4407
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20837	Liver	0.3758
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20838	Liver	0.3931
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20839	Liver	0.463
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20840	Liver	0.4115
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20841	Liver	0.3599
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20842	Liver	0.3806
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20843	Liver	0.3857
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20844	Liver	0.4047
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20845	Liver	0.396
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20846	Liver	0.3395
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_20847	Liver	0.3669
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21165	Liver	0.4175
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21166	Liver	0.4172
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21167	Liver	0.4165
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21168	Liver	0.4017
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21169	Liver	0.3879
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21180	Liver	0.3869
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21181	Liver	0.3102
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21182	Liver	0.3973
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21183	Liver	0.39
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21184	Liver	0.3437
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21195	Liver	0.4277
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21196	Liver	0.3632
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21197	Liver	0.428
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21198	Liver	0.4072
PXD054323	20170623_QEPlus_ML_LH_EXP8_4WEEKS_21199	Liver	0.3864
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16694	Liver	0.4237
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16695	Liver	0.3868
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16696	Liver	0.4111
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16697	Liver	0.3317
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16698	Liver	0.3765
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16699	Liver	0.3842
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16700	Liver	0.3917
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16701	Liver	0.3274
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16702	Liver	0.4327
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16723	Liver	0.4214
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16724	Liver	0.3467
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16725	Liver	0.3395
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16726	Liver	0.3916
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16727	Liver	0.4102
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16728	Liver	0.3813
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16729	Liver	0.3651
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16731	Liver	0.3894
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16732	Liver	0.3644
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16733	Liver	0.3956
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16734	Liver	0.4467
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16735	Liver	0.4388
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16736	Liver	0.3638
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16737	Liver	0.39
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16738	Liver	0.4274
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16739	Liver	0.3152
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16740	Liver	0.3011
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16741	Liver	0.4413
PXD054323	20170721_QEPlus_ML_LH_EXP8_30WEEKS_16742	Liver	0.4217
PXD054428	BLN_210519_UnderBglobal_797-18_N_001	Esophagus	0.391
PXD054428	BLN_UnderBglobal_711-16_N_001	Esophagus	0.3605
PXD054428	BLN_UnderBglobal_716-16_N_001	Esophagus	0.3495
PXD055348	20220615_C28605_013_S391764_B22_29730_Interstitial_Control	Kidney	0.6417
PXD055473	230605_LS-6465_01_Control	Skeletal muscle	0.4421
PXD055473	230605_LS-6465_02_Control	Skeletal muscle	0.4368
PXD055473	230605_LS-6465_03_Control	Skeletal muscle	0.4316
PXD055473	230605_LS-6465_04_0023_SC1_1_TMEM70	Skeletal muscle	0.3947
PXD055473	230605_LS-6465_05_0023_SC1_2_TMEM70	Skeletal muscle	0.3947
PXD055473	230605_LS-6465_06_0023_SC1_3_TMEM70	Skeletal muscle	0.4158
PXD055473	230605_LS-6465_07_0024_SC2_1_TMEM70	Skeletal muscle	0.4053
PXD055473	230605_LS-6465_08_0024_SC2_2_TMEM70	Skeletal muscle	0.4053
PXD055473	230605_LS-6465_09_0024_SC2_3_TMEM70	Skeletal muscle	0.4211
PXD055633	202400522_KK_NETs_9_Donor2_AC264613	Bone marrow	0.3107
PXD055984	20240430_JD_232	Brain	0.5572
PXD055984	20240430_JD_233	Brain	0.4906
PXD055984	20240430_JD_234	Brain	0.564
PXD055984	20240430_JD_235	Brain	0.5345
PXD055984	20240430_JD_236	Brain	0.5792
